,forecast_date,target,target_end_date,location,location_name,type,quantile,value
0,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,point,NA,571.6451612903226
1,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.01,421.0
2,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.025,434.5
3,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.05,459.5
4,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.1,490.0
5,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.15,492.0
6,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.2,513.0
7,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.25,514.5
8,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.3,522.0
9,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.35,541.0
10,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.4,547.0
11,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.45,561.0
12,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.5,570.0
13,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.55,571.0
14,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.6,576.0
15,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.65,581.5
16,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.7,586.0
17,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.75,610.0
18,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.8,642.0
19,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.85,656.5
20,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.9,674.0
21,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.95,702.5
22,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.975,729.75
23,2020-06-04,1 day ahead cum death,2020-06-05,11,District of Columbia,quantile,0.99,777.8999999999999
0,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,point,NA,3020.967741935484
1,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.01,2357.5
2,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.025,2359.75
3,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.05,2390.0
4,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.1,2548.0
5,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.15,2643.5
6,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.2,2716.0
7,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.25,2744.5
8,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.3,2751.0
9,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.35,2791.0
10,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.4,2844.0
11,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.45,2922.5
12,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.5,3011.0
13,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.55,3082.5
14,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.6,3130.0
15,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.65,3185.5
16,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.7,3210.0
17,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.75,3240.0
18,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.8,3260.0
19,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.85,3380.0
20,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.9,3423.0
21,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.95,3859.5
22,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.975,3908.0
23,2020-06-04,1 day ahead cum death,2020-06-05,24,Maryland,quantile,0.99,3917.0
0,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,point,NA,579.5806451612904
1,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.01,425.69999999999993
2,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.025,438.75
3,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.05,464.5
4,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.1,495.0
5,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.15,500.0
6,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.2,516.0
7,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.25,523.0
8,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.3,533.0
9,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.35,549.5
10,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.4,556.0
11,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.45,568.5
12,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.5,577.0
13,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.55,580.0
14,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.6,584.0
15,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.65,589.0
16,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.7,595.0
17,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.75,617.0
18,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.8,650.0
19,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.85,666.5
20,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.9,682.0
21,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.95,711.5
22,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.975,739.75
23,2020-06-04,2 day ahead cum death,2020-06-06,11,District of Columbia,quantile,0.99,789.6999999999999
0,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,point,NA,3069.935483870968
1,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.01,2390.5
2,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.025,2392.75
3,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.05,2431.5
4,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.1,2588.0
5,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.15,2685.0
6,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.2,2759.0
7,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.25,2784.0
8,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.3,2798.0
9,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.35,2842.5
10,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.4,2890.0
11,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.45,2975.5
12,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.5,3059.0
13,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.55,3145.5
14,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.6,3201.0
15,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.65,3234.0
16,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.7,3266.0
17,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.75,3285.5
18,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.8,3309.0
19,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.85,3412.0
20,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.9,3493.0
21,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.95,3929.5
22,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.975,3965.25
23,2020-06-04,2 day ahead cum death,2020-06-06,24,Maryland,quantile,0.99,3965.7
0,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,point,NA,587.2903225806451
1,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.01,432.0999999999999
2,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.025,444.25
3,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.05,468.5
4,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.1,499.0
5,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.15,506.0
6,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.2,519.0
7,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.25,530.5
8,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.3,541.0
9,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.35,562.5
10,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.4,564.0
11,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.45,575.5
12,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.5,579.0
13,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.55,587.5
14,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.6,593.0
15,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.65,599.5
16,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.7,604.0
17,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.75,624.0
18,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.8,653.0
19,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.85,676.5
20,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.9,689.0
21,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.95,720.0
22,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.975,750.75
23,2020-06-04,3 day ahead cum death,2020-06-07,11,District of Columbia,quantile,0.99,804.3
0,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,point,NA,3117.967741935484
1,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.01,2427.5
2,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.025,2429.75
3,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.05,2470.5
4,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.1,2629.0
5,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.15,2725.5
6,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.2,2795.0
7,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.25,2826.0
8,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.3,2838.0
9,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.35,2890.0
10,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.4,2938.0
11,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.45,3027.0
12,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.5,3113.0
13,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.55,3206.0
14,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.6,3246.0
15,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.65,3288.0
16,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.7,3317.0
17,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.75,3331.5
18,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.8,3373.0
19,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.85,3445.5
20,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.9,3543.0
21,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.95,3995.0
22,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.975,4028.25
23,2020-06-04,3 day ahead cum death,2020-06-07,24,Maryland,quantile,0.99,4028.7
0,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,point,NA,594.9354838709677
1,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.01,437.99999999999994
2,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.025,451.5
3,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.05,476.5
4,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.1,505.0
5,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.15,511.0
6,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.2,525.0
7,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.25,535.5
8,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.3,550.0
9,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.35,570.5
10,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.4,578.0
11,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.45,581.5
12,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.5,584.0
13,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.55,593.5
14,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.6,599.0
15,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.65,605.5
16,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.7,610.0
17,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.75,634.0
18,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.8,665.0
19,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.85,684.0
20,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.9,705.0
21,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.95,727.5
22,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.975,762.5
23,2020-06-04,4 day ahead cum death,2020-06-08,11,District of Columbia,quantile,0.99,817.3999999999999
0,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,point,NA,3169.451612903226
1,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.01,2460.9
2,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.025,2462.25
3,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.05,2507.0
4,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.1,2671.0
5,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.15,2763.5
6,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.2,2838.0
7,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.25,2873.5
8,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.3,2889.0
9,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.35,2947.0
10,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.4,2985.0
11,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.45,3079.0
12,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.5,3183.0
13,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.55,3261.5
14,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.6,3308.0
15,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.65,3346.5
16,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.7,3370.0
17,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.75,3382.5
18,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.8,3447.0
19,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.85,3484.5
20,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.9,3609.0
21,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.95,4054.0
22,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.975,4080.0
23,2020-06-04,4 day ahead cum death,2020-06-08,24,Maryland,quantile,0.99,4089.0
0,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,point,NA,604.6129032258065
1,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.01,443.29999999999995
2,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.025,457.25
3,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.05,482.0
4,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.1,511.0
5,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.15,519.5
6,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.2,527.0
7,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.25,544.5
8,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.3,558.0
9,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.35,578.0
10,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.4,587.0
11,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.45,590.5
12,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.5,593.0
13,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.55,601.5
14,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.6,612.0
15,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.65,617.5
16,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.7,621.0
17,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.75,651.0
18,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.8,673.0
19,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.85,692.0
20,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.9,725.0
21,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.95,741.0
22,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.975,774.0
23,2020-06-04,5 day ahead cum death,2020-06-09,11,District of Columbia,quantile,0.99,829.8
0,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,point,NA,3221.3225806451615
1,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.01,2492.1
2,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.025,2495.25
3,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.05,2542.5
4,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.1,2730.0
5,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.15,2812.0
6,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.2,2870.0
7,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.25,2918.5
8,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.3,2944.0
9,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.35,2991.5
10,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.4,3029.0
11,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.45,3121.5
12,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.5,3245.0
13,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.55,3312.0
14,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.6,3373.0
15,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.65,3411.0
16,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.7,3424.0
17,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.75,3434.5
18,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.8,3501.0
19,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.85,3531.0
20,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.9,3666.0
21,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.95,4125.0
22,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.975,4146.5
23,2020-06-04,5 day ahead cum death,2020-06-09,24,Maryland,quantile,0.99,4172.599999999999
0,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,point,NA,612.741935483871
1,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.01,447.5
2,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.025,463.25
3,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.05,487.5
4,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.1,518.0
5,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.15,526.5
6,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.2,532.0
7,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.25,554.0
8,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.3,566.0
9,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.35,583.0
10,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.4,593.0
11,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.45,596.0
12,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.5,602.0
13,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.55,610.5
14,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.6,623.0
15,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.65,624.5
16,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.7,632.0
17,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.75,658.5
18,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.8,682.0
19,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.85,700.5
20,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.9,743.0
21,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.95,751.5
22,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.975,785.25
23,2020-06-04,6 day ahead cum death,2020-06-10,11,District of Columbia,quantile,0.99,843.3
0,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,point,NA,3269.935483870968
1,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.01,2524.9
2,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.025,2526.25
3,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.05,2579.5
4,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.1,2776.0
5,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.15,2847.5
6,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.2,2909.0
7,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.25,2960.0
8,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.3,2985.0
9,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.35,3046.0
10,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.4,3077.0
11,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.45,3165.0
12,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.5,3313.0
13,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.55,3367.0
14,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.6,3437.0
15,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.65,3462.5
16,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.7,3470.0
17,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.75,3483.0
18,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.8,3539.0
19,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.85,3572.0
20,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.9,3723.0
21,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.95,4189.0
22,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.975,4212.75
23,2020-06-04,6 day ahead cum death,2020-06-10,24,Maryland,quantile,0.99,4248.3
0,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,point,NA,621.1935483870968
1,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.01,450.99999999999994
2,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.025,469.0
3,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.05,493.5
4,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.1,529.0
5,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.15,532.0
6,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.2,539.0
7,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.25,564.0
8,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.3,574.0
9,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.35,590.0
10,2020-06-04,7 day ahead cum death,2020-06-11,11,District of Columbia,quantile,0.4,599.0
