,forecast_date,target,target_end_date,location,location_name,type,quantile,value
13,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.55,4215.0
14,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.6,4351.0
15,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.65,4475.5
16,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.7,4545.0
17,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.75,4559.0
18,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.8,4763.0
19,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.85,4886.0
20,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.9,5079.0
21,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.95,5477.0
22,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.975,5843.5
23,2020-06-04,26 day ahead cum death,2020-06-30,24,Maryland,quantile,0.99,5857.0
0,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,point,NA,788.8387096774194
1,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.01,552.8
2,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.025,578.0
3,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.05,608.0
4,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.1,627.0
5,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.15,668.0
6,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.2,685.0
7,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.25,690.0
8,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.3,700.0
9,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.35,719.0
10,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.4,734.0
11,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.45,745.5
12,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.5,755.0
13,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.55,770.5
14,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.6,776.0
15,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.65,808.5
16,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.7,858.0
17,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.75,879.0
18,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.8,910.0
19,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.85,917.0
20,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.9,994.0
21,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.95,1034.5
22,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.975,1081.25
23,2020-06-04,27 day ahead cum death,2020-07-01,11,District of Columbia,quantile,0.99,1151.8999999999999
0,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,point,NA,4312.322580645161
1,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.01,3185.9999999999995
2,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.025,3226.5
3,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.05,3320.5
4,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.1,3578.0
5,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.15,3610.0
6,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.2,3707.0
7,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.25,3943.5
8,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.3,4020.0
9,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.35,4090.0
10,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.4,4106.0
11,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.45,4148.5
12,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.5,4184.0
13,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.55,4244.5
14,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.6,4381.0
15,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.65,4531.0
16,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.7,4603.0
17,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.75,4616.0
18,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.8,4828.0
19,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.85,4969.0
20,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.9,5133.0
21,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.95,5544.0
22,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.975,5932.5
23,2020-06-04,27 day ahead cum death,2020-07-01,24,Maryland,quantile,0.99,5942.4
0,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,point,NA,797.3870967741935
1,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.01,556.8
2,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.025,582.0
3,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.05,612.5
4,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.1,633.0
5,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.15,673.0
6,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.2,692.0
7,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.25,699.5
8,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.3,702.0
9,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.35,724.5
10,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.4,743.0
11,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.45,751.0
12,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.5,766.0
13,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.55,775.0
14,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.6,783.0
15,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.65,819.5
16,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.7,868.0
17,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.75,886.5
18,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.8,921.0
19,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.85,934.5
20,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.9,1008.0
21,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.95,1051.5
22,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.975,1099.25
23,2020-06-04,28 day ahead cum death,2020-07-02,11,District of Columbia,quantile,0.99,1164.5
0,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,point,NA,4363.290322580645
1,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.01,3214.8999999999996
2,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.025,3256.75
3,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.05,3352.0
4,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.1,3602.0
5,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.15,3644.5
6,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.2,3760.0
7,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.25,3999.5
8,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.3,4069.0
9,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.35,4140.0
10,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.4,4154.0
11,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.45,4187.0
12,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.5,4235.0
13,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.55,4280.0
14,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.6,4415.0
15,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.65,4596.0
16,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.7,4655.0
17,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.75,4673.5
18,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.8,4907.0
19,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.85,5045.0
20,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.9,5200.0
21,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.95,5611.5
22,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.975,6019.25
23,2020-06-04,28 day ahead cum death,2020-07-02,24,Maryland,quantile,0.99,6019.7
0,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,point,NA,805.8709677419355
1,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.01,561.0
2,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.025,588.0
3,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.05,618.0
4,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.1,640.0
5,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.15,678.0
6,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.2,704.0
7,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.25,704.0
8,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.3,709.0
9,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.35,733.5
10,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.4,748.0
11,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.45,757.0
12,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.5,768.0
13,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.55,783.0
14,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.6,795.0
15,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.65,828.5
16,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.7,877.0
17,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.75,893.5
18,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.8,934.0
19,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.85,949.0
20,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.9,1019.0
21,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.95,1066.0
22,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.975,1114.5
23,2020-06-04,29 day ahead cum death,2020-07-03,11,District of Columbia,quantile,0.99,1180.1999999999998
0,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,point,NA,4414.8387096774195
1,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.01,3243.9999999999995
2,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.025,3284.5
3,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.05,3382.0
4,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.1,3634.0
5,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.15,3679.5
6,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.2,3819.0
7,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.25,4051.0
8,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.3,4123.0
9,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.35,4195.0
10,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.4,4208.0
11,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.45,4220.5
12,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.5,4271.0
13,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.55,4322.0
14,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.6,4464.0
15,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.65,4655.0
16,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.7,4717.0
17,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.75,4727.0
18,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.8,4975.0
19,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.85,5116.5
20,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.9,5260.0
21,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.95,5683.5
22,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.975,6104.25
23,2020-06-04,29 day ahead cum death,2020-07-03,24,Maryland,quantile,0.99,6106.5
0,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,point,NA,814.3870967741935
1,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.01,565.0
2,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.025,592.0
3,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.05,623.0
4,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.1,643.0
5,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.15,682.5
6,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.2,710.0
7,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.25,712.0
8,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.3,720.0
9,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.35,740.5
10,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.4,754.0
11,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.45,764.5
12,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.5,770.0
13,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.55,797.5
14,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.6,807.0
15,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.65,836.5
16,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.7,888.0
17,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.75,902.5
18,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.8,951.0
19,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.85,959.0
20,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.9,1024.0
21,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.95,1081.0
22,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.975,1124.5
23,2020-06-04,30 day ahead cum death,2020-07-04,11,District of Columbia,quantile,0.99,1190.1999999999998
0,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,point,NA,4466.290322580645
1,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.01,3276.7
2,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.025,3316.75
3,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.05,3415.0
4,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.1,3666.0
5,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.15,3711.5
6,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.2,3873.0
7,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.25,4106.5
8,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.3,4157.0
9,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.35,4239.0
10,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.4,4265.0
11,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.45,4267.5
12,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.5,4293.0
13,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.55,4361.5
14,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.6,4496.0
15,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.65,4715.0
16,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.7,4769.0
17,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.75,4790.5
18,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.8,5047.0
19,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.85,5181.0
20,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.9,5335.0
21,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.95,5763.5
22,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.975,6193.75
23,2020-06-04,30 day ahead cum death,2020-07-04,24,Maryland,quantile,0.99,6198.700000000001
0,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,point,NA,823.1290322580645
1,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.01,570.3
2,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.025,597.75
3,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.05,631.0
4,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.1,651.0
5,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.15,688.5
6,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.2,713.0
7,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.25,718.5
8,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.3,724.0
9,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.35,747.0
10,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.4,764.0
11,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.45,771.0
12,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.5,774.0
13,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.55,807.5
14,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.6,816.0
15,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.65,845.5
16,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.7,899.0
17,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.75,909.5
18,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.8,964.0
19,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.85,972.0
20,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.9,1040.0
21,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.95,1092.5
22,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.975,1137.75
23,2020-06-04,31 day ahead cum death,2020-07-05,11,District of Columbia,quantile,0.99,1207.5
0,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,point,NA,4517.1612903225805
1,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.01,3305.4999999999995
2,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.025,3352.75
3,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.05,3451.5
4,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.1,3681.0
5,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.15,3739.5
6,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.2,3924.0
7,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.25,4155.0
8,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.3,4213.0
9,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.35,4272.0
10,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.4,4306.0
11,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.45,4319.0
12,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.5,4320.0
13,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.55,4414.0
14,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.6,4534.0
15,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.65,4785.5
16,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.7,4827.0
17,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.75,4842.5
18,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.8,5112.0
19,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.85,5250.5
20,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.9,5420.0
21,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.95,5838.0
22,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.975,6260.5
23,2020-06-04,31 day ahead cum death,2020-07-05,24,Maryland,quantile,0.99,6275.799999999999
0,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,point,NA,831.8064516129032
1,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.01,577.4
2,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.025,603.5
3,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.05,635.0
4,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.1,656.0
5,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.15,694.0
6,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.2,716.0
7,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.25,726.0
8,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.3,733.0
9,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.35,753.0
10,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.4,774.0
11,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.45,776.5
12,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.5,779.0
13,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.55,815.0
14,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.6,826.0
15,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.65,855.0
16,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.7,908.0
17,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.75,918.0
18,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.8,974.0
19,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.85,982.5
20,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.9,1055.0
21,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.95,1111.0
22,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.975,1160.5
23,2020-06-04,32 day ahead cum death,2020-07-06,11,District of Columbia,quantile,0.99,1228.0
0,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,point,NA,4568.806451612903
1,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.01,3335.7
2,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.025,3380.25
3,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.05,3485.5
4,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.1,3709.0
5,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.15,3773.0
6,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.2,3980.0
7,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.25,4206.0
8,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.3,4266.0
9,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.35,4316.0
10,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.4,4345.0
11,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.45,4362.5
12,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.5,4385.0
13,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.55,4457.5
14,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.6,4569.0
15,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.65,4845.5
16,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.7,4883.0
17,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.75,4897.0
18,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.8,5172.0
19,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.85,5307.0
20,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.9,5491.0
21,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.95,5928.5
22,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.975,6345.25
23,2020-06-04,32 day ahead cum death,2020-07-06,24,Maryland,quantile,0.99,6360.1
