STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
13,287,Georgia,Turner County,Turner County,7912,-83.62409298,31.71638475
17,79,Illinois,Jasper County,Jasper County,9611,-88.1538114,39.01003109
48,331,Texas,Milam County,Milam County,25131,-96.97681991,30.78633794
18,147,Indiana,Spencer County,Spencer County,20327,-87.00770591,38.01405896
21,99,Kentucky,Hart County,Hart County,18906,-85.88470882,37.29992705
21,137,Kentucky,Lincoln County,Lincoln County,24644,-84.66084525,37.45536673
30,5,Montana,Blaine County,Blaine County,6807,-108.9586016,48.43267609
51,710,Virginia,Norfolk city,Norfolk city,244076,-76.2456337,36.92334013
48,389,Texas,Reeves County,Reeves County,15695,-103.6931673,31.32318616
51,155,Virginia,Pulaski County,Pulaski County,34066,-80.71438564,37.06356105
37,179,North Carolina,Union County,Union County,235908,-80.53074005,34.98835749
38,53,North Dakota,McKenzie County,McKenzie County,13632,-103.3953012,47.74014316
12,91,Florida,Okaloosa County,Okaloosa County,207269,-86.59217508,30.66502972
6,1,California,Alameda County,Alameda County,1666753,-121.917999,37.65049344
17,13,Illinois,Calhoun County,Calhoun County,4802,-90.66752978,39.1692953
18,85,Indiana,Kosciusko County,Kosciusko County,79344,-85.86071768,41.24409734
28,103,Mississippi,Noxubee County,Noxubee County,10535,-88.56981619,33.11011278
5,147,Arkansas,Woodruff County,Woodruff County,6490,-91.24307737,35.18633439
34,15,New Jersey,Gloucester County,Gloucester County,291408,-75.14141305,39.71726461
33,11,New Hampshire,Hillsborough County,Hillsborough County,415247,-71.71608244,42.91529137
30,45,Montana,Judith Basin County,Judith Basin County,1952,-110.2660469,47.04544325
37,121,North Carolina,Mitchell County,Mitchell County,15000,-82.16358171,36.01320413
30,77,Montana,Powell County,Powell County,6968,-112.9361581,46.85641538
41,53,Oregon,Polk County,Polk County,85234,-123.4132599,44.90352172
41,65,Oregon,Wasco County,Wasco County,26505,-121.1677752,45.16002247
46,105,South Dakota,Perkins County,Perkins County,2922,-102.4756337,45.49050491
19,173,Iowa,Taylor County,Taylor County,6191,-94.69641476,40.73743236
1,129,Alabama,Washington County,Washington County,16378,-88.20787681,31.40760379
39,39,Ohio,Defiance County,Defiance County,38165,-84.49049512,41.3239161
54,25,West Virginia,Greenbrier County,Greenbrier County,34786,-80.45295161,37.94693266
17,121,Illinois,Marion County,Marion County,37620,-88.91897301,38.64959053
51,51,Virginia,Dickenson County,Dickenson County,14523,-82.35035306,37.12579104
51,7,Virginia,Amelia County,Amelia County,13013,-77.97613793,37.33602604
13,243,Georgia,Randolph County,Randolph County,6833,-84.75419207,31.76262267
35,29,New Mexico,Luna County,Luna County,23963,-107.7497744,32.18220687
48,355,Texas,Nueces County,Nueces County,362265,-97.51625385,27.73503476
56,45,Wyoming,Weston County,Weston County,6967,-104.5678301,43.84048506
72,137,NA,NA,Toa Baja Municipio,NA,-66.19058355,18.45723809
17,187,Illinois,Warren County,Warren County,17032,-90.61502859,40.84883167
1,89,Alabama,Madison County,Madison County,366519,-86.55020652,34.76308971
47,189,Tennessee,Wilson County,Wilson County,140625,-86.29772526,36.15485103
48,63,Texas,Camp County,Camp County,13033,-94.97847696,32.97322474
40,67,Oklahoma,Jefferson County,Jefferson County,6123,-97.83585114,34.1110079
54,85,West Virginia,Ritchie County,Ritchie County,9721,-81.06294738,39.17826738
19,145,Iowa,Page County,Page County,15249,-95.15017486,40.73914402
20,87,Kansas,Jefferson County,Jefferson County,18975,-95.38344873,39.23576477
22,45,Louisiana,Iberia Parish,Iberia Parish,70941,-91.76305555,29.75649985
2,158,Alaska,Kusilvak Census Area,Kusilvak Census Area,8303,-163.5254648,62.16001271
37,133,North Carolina,Onslow County,Onslow County,197683,-77.41576582,34.70983635
27,43,Minnesota,Faribault County,Faribault County,13758,-93.94799934,43.67392832
47,57,Tennessee,Grainger County,Grainger County,23145,-83.50962044,36.27625867
48,161,Texas,Freestone County,Freestone County,19808,-96.14909229,31.70489407
42,87,Pennsylvania,Mifflin County,Mifflin County,46222,-77.61704199,40.61041302
1,41,Alabama,Crenshaw County,Crenshaw County,13824,-86.3135389,31.73150019
51,520,Virginia,Bristol city,Bristol city,16482,-82.16070189,36.61800546
48,399,Texas,Runnels County,Runnels County,10234,-99.9762313,31.83109525
48,443,Texas,Terrell County,Terrell County,823,-102.0764865,30.22496157
20,153,Kansas,Rawlins County,Rawlins County,2508,-101.0757051,39.78524091
20,193,Kansas,Thomas County,Thomas County,7711,-101.0555313,39.3509686
13,161,Georgia,Jeff Davis County,Jeff Davis County,15029,-82.63694089,31.80559577
19,35,Iowa,Cherokee County,Cherokee County,11321,-95.62380551,42.73562257
5,145,Arkansas,White County,White County,78727,-91.74555056,35.25627409
28,83,Mississippi,Leflore County,Leflore County,28919,-90.30106469,33.5505241
29,53,Missouri,Cooper County,Cooper County,17603,-92.81011928,38.84353962
26,43,Michigan,Dickinson County,Dickinson County,25383,-87.87025845,46.00923946
17,197,Illinois,Will County,Will County,692310,-87.97864678,41.44505028
48,117,Texas,Deaf Smith County,Deaf Smith County,18760,-102.6049268,34.96601904
46,11,South Dakota,Brookings County,Brookings County,35232,-96.79042114,44.36967987
29,47,Missouri,Clay County,Clay County,246365,-94.42086529,39.31052074
28,27,Mississippi,Coahoma County,Coahoma County,22628,-90.60268702,34.2291656
18,11,Indiana,Boone County,Boone County,66999,-86.46869621,40.05080139
19,57,Iowa,Des Moines County,Des Moines County,39138,-91.18148559,40.92317517
19,163,Iowa,Scott County,Scott County,173283,-90.62324281,41.63709783
20,143,Kansas,Ottawa County,Ottawa County,5802,-97.65021577,39.1325375
12,23,Florida,Columbia County,Columbia County,70503,-82.62153896,30.22424022
12,59,Florida,Holmes County,Holmes County,19477,-85.81410235,30.86789061
28,47,Mississippi,Harrison County,Harrison County,206650,-89.08164269,30.41604967
72,141,NA,NA,Utuado Municipio,NA,-66.70244784,18.27100301
47,11,Tennessee,Bradley County,Bradley County,106727,-84.85960273,35.15411029
27,17,Minnesota,Carlton County,Carlton County,35837,-92.67705262,46.59240139
48,315,Texas,Marion County,Marion County,9928,-94.35722219,32.79798179
36,95,New York,Schoharie County,Schoharie County,31097,-74.44211759,42.58821929
40,117,Oklahoma,Pawnee County,Pawnee County,16390,-96.69929912,36.31692739
36,7,New York,Broome County,Broome County,191659,-75.81961817,42.16021703
48,291,Texas,Liberty County,Liberty County,86323,-94.81221037,30.15161195
39,9,Ohio,Athens County,Athens County,65818,-82.04512902,39.33386328
39,81,Ohio,Jefferson County,Jefferson County,65767,-80.76097204,40.38501988
54,83,West Virginia,Randolph County,Randolph County,28823,-79.87579557,38.77472312
54,49,West Virginia,Marion County,Marion County,56097,-80.24339834,39.50999507
34,11,New Jersey,Cumberland County,Cumberland County,150972,-75.12931827,39.32809858
6,57,California,Nevada County,Nevada County,99696,-120.7687521,39.30136958
55,31,Wisconsin,Douglas County,Douglas County,43208,-91.89940248,46.46410991
21,199,Kentucky,Pulaski County,Pulaski County,64623,-84.5771763,37.1039269
37,65,North Carolina,Edgecombe County,Edgecombe County,52005,-77.59705889,35.91288067
48,241,Texas,Jasper County,Jasper County,35872,-94.02508504,30.74396061
49,1,Utah,Beaver County,Beaver County,6580,-113.2357179,38.35701436
13,213,Georgia,Murray County,Murray County,39921,-84.74809358,34.7884475
18,75,Indiana,Jay County,Jay County,20764,-85.00563532,40.43791837
26,117,Michigan,Montcalm County,Montcalm County,63968,-85.15248111,43.31093971
36,83,New York,Rensselaer County,Rensselaer County,159442,-73.50971214,42.71105355
12,21,Florida,Collier County,Collier County,378488,-81.38097306,26.09923899
35,31,New Mexico,McKinley County,McKinley County,72290,-108.2618231,35.58066419
13,17,Georgia,Ben Hill County,Ben Hill County,16787,-83.22045897,31.75978195
5,77,Arkansas,Lee County,Lee County,8985,-90.78206732,34.78062294
12,3,Florida,Baker County,Baker County,28355,-82.28458727,30.33107099
13,173,Georgia,Lanier County,Lanier County,10340,-83.06265338,31.03789364
20,159,Kansas,Rice County,Rice County,9531,-98.20102999,38.3471429
1,15,Alabama,Calhoun County,Calhoun County,114277,-85.82603461,33.7714282
28,59,Mississippi,Jackson County,Jackson County,143277,-88.62284158,30.46288755
21,37,Kentucky,Campbell County,Campbell County,93152,-84.37969583,38.94647679
21,57,Kentucky,Cumberland County,Cumberland County,6659,-85.38844861,36.7865297
28,107,Mississippi,Panola County,Panola County,34178,-89.95056728,34.36393509
48,195,Texas,Hansford County,Hansford County,5463,-101.3545392,36.27745447
48,71,Texas,Chambers County,Chambers County,42454,-94.67137695,29.70826099
13,239,Georgia,Quitman County,Quitman County,2279,-85.01878416,31.86733056
48,199,Texas,Hardin County,Hardin County,57207,-94.3902216,30.33237251
9,5,Connecticut,Litchfield County,Litchfield County,181111,-73.24532043,41.79249969
39,143,Ohio,Sandusky County,Sandusky County,58799,-83.14391569,41.35741643
23,21,Maine,Piscataquis County,Piscataquis County,16800,-69.28452353,45.83736427
17,153,Illinois,Pulaski County,Pulaski County,5463,-89.12657381,37.2229124
40,107,Oklahoma,Okfuskee County,Okfuskee County,12098,-96.32280319,35.46545789
26,145,Michigan,Saginaw County,Saginaw County,190800,-84.05318704,43.33502874
35,39,New Mexico,Rio Arriba County,Rio Arriba County,39006,-106.693075,36.50957562
50,5,Vermont,Caledonia County,Caledonia County,30302,-72.10222119,44.46469672
51,23,Virginia,Botetourt County,Botetourt County,33277,-79.81231708,37.55711912
17,119,Illinois,Madison County,Madison County,264461,-89.9051681,38.82985303
48,85,Texas,Collin County,Collin County,1005146,-96.57240368,33.18792765
45,1,South Carolina,Abbeville County,Abbeville County,24541,-82.45871208,34.22257077
31,53,Nebraska,Dodge County,Dodge County,36791,-96.6539834,41.57788629
12,115,Florida,Sarasota County,Sarasota County,426718,-82.36497353,27.18247782
55,77,Wisconsin,Marquette County,Marquette County,15434,-89.39874885,43.8195819
4,15,Arizona,Mohave County,Mohave County,209550,-113.7579112,35.70405818
4,25,Arizona,Yavapai County,Yavapai County,231993,-112.5538639,34.59988143
45,51,South Carolina,Horry County,Horry County,344147,-78.9761651,33.90447788
42,91,Pennsylvania,Montgomery County,Montgomery County,828604,-75.36729636,40.21082978
16,61,Idaho,Lewis County,Lewis County,3861,-116.4263262,46.23699252
72,13,NA,NA,Arecibo Municipio,NA,-66.67496915,18.43369342
51,720,Virginia,Norton city,Norton city,3968,-82.62620264,36.93145755
34,27,New Jersey,Morris County,Morris County,494228,-74.54451067,40.86200422
29,211,Missouri,Sullivan County,Sullivan County,6221,-93.11152225,40.21064161
20,135,Kansas,Ness County,Ness County,2840,-99.91617947,38.47941844
48,39,Texas,Brazoria County,Brazoria County,370200,-95.4342548,29.16783184
51,790,Virginia,Staunton city,Staunton city,24922,-79.06111682,38.1593008
31,29,Nebraska,Chase County,Chase County,3977,-101.697947,40.52419576
39,113,Ohio,Montgomery County,Montgomery County,532331,-84.29068207,39.75458691
48,447,Texas,Throckmorton County,Throckmorton County,1515,-99.21236985,33.17748994
13,221,Georgia,Oglethorpe County,Oglethorpe County,15054,-83.08070322,33.88064797
5,29,Arkansas,Conway County,Conway County,20891,-92.70131544,35.26221463
29,147,Missouri,Nodaway County,Nodaway County,22304,-94.88343373,40.36077379
38,73,North Dakota,Ransom County,Ransom County,5237,-97.65745498,46.45615995
26,17,Michigan,Bay County,Bay County,103923,-83.94183509,43.72136559
47,157,Tennessee,Shelby County,Shelby County,935764,-89.89559761,35.18399613
6,7,California,Butte County,Butte County,231256,-121.6006717,39.66692936
27,115,Minnesota,Pine County,Pine County,29483,-92.74127052,46.12076707
48,21,Texas,Bastrop County,Bastrop County,86976,-97.31201144,30.1036061
53,39,Washington,Klickitat County,Klickitat County,22107,-120.7892073,45.87380545
53,55,Washington,San Juan County,San Juan County,17128,-122.9775048,48.56318504
55,9,Wisconsin,Brown County,Brown County,263378,-87.99285899,44.47432886
20,205,Kansas,Wilson County,Wilson County,8665,-95.7433888,37.55924149
22,69,Louisiana,Natchitoches Parish,Natchitoches Parish,38659,-93.09624339,31.72354016
22,109,Louisiana,Terrebonne Parish,Terrebonne Parish,111021,-90.83763991,29.33744189
13,155,Georgia,Irwin County,Irwin County,9398,-83.27637504,31.60228295
2,185,Alaska,North Slope Borough,North Slope Borough,9872,-153.5106055,69.36341185
26,11,Michigan,Arenac County,Arenac County,15041,-83.74724184,44.04288547
19,111,Iowa,Lee County,Lee County,34055,-91.4792644,40.64198218
20,141,Kansas,Osborne County,Osborne County,3475,-98.76798626,39.35033245
26,47,Michigan,Emmet County,Emmet County,33308,-84.98146996,45.58754247
19,71,Iowa,Fremont County,Fremont County,6993,-95.60467654,40.74558919
23,15,Maine,Lincoln County,Lincoln County,34342,-69.52575926,43.99778733
36,99,New York,Seneca County,Seneca County,34300,-76.8237786,42.78108139
21,125,Kentucky,Laurel County,Laurel County,60669,-84.11780018,37.11067001
47,121,Tennessee,Meigs County,Meigs County,12306,-84.8133872,35.51282642
29,213,Missouri,Taney County,Taney County,55852,-93.04110712,36.6547348
13,269,Georgia,Taylor County,Taylor County,8039,-84.25046423,32.55545927
51,830,Virginia,Williamsburg city,Williamsburg city,14896,-76.70759616,37.26917679
48,415,Texas,Scurry County,Scurry County,16866,-100.9164071,32.74631493
8,47,Colorado,Gilpin County,Gilpin County,6121,-105.5225315,39.85755815
40,87,Oklahoma,McClain County,McClain County,39985,-97.4443021,35.00933612
54,71,West Virginia,Pendleton County,Pendleton County,6997,-79.35089359,38.68072838
51,139,Virginia,Page County,Page County,23933,-78.48439798,38.61942318
40,79,Oklahoma,Le Flore County,Le Flore County,49980,-94.70338746,34.90030239
54,89,West Virginia,Summers County,Summers County,12760,-80.85857291,37.65587233
37,119,North Carolina,Mecklenburg County,Mecklenburg County,1093901,-80.83261721,35.24646841
34,13,New Jersey,Essex County,Essex County,799767,-74.2470601,40.7872148
29,115,Missouri,Linn County,Linn County,12037,-93.10717565,39.87021137
13,209,Georgia,Montgomery County,Montgomery County,9193,-82.53481726,32.17336421
41,55,Oregon,Sherman County,Sherman County,1708,-120.6893717,45.4052566
13,133,Georgia,Greene County,Greene County,17698,-83.1666552,33.5787842
46,17,South Dakota,Buffalo County,Buffalo County,2036,-99.2049644,44.07634599
46,95,South Dakota,Mellette County,Mellette County,2042,-100.7600028,43.58125617
48,135,Texas,Ector County,Ector County,162124,-102.5427492,31.86917252
48,293,Texas,Limestone County,Limestone County,23519,-96.58052974,31.54546416
53,27,Washington,Grays Harbor County,Grays Harbor County,73901,-123.8286201,47.14440871
54,3,West Virginia,Berkeley County,Berkeley County,117123,-78.02754287,39.46406649
72,149,NA,NA,Villalba Municipio,NA,-66.47280392,18.12817405
30,67,Montana,Park County,Park County,16736,-110.5266627,45.48838213
48,121,Texas,Denton County,Denton County,859064,-97.11700553,33.20525122
45,21,South Carolina,Cherokee County,Cherokee County,57078,-81.62033012,35.04825017
37,199,North Carolina,Yancey County,Yancey County,17903,-82.30762795,35.89894805
48,387,Texas,Red River County,Red River County,12175,-95.05036074,33.62068182
48,321,Texas,Matagorda County,Matagorda County,36552,-96.00398076,28.78565055
27,149,Minnesota,Stevens County,Stevens County,9753,-96.00030229,45.58612528
13,301,Georgia,Warren County,Warren County,5251,-82.67676172,33.40896336
48,197,Texas,Hardeman County,Hardeman County,3922,-99.74571674,34.29029388
17,133,Illinois,Monroe County,Monroe County,34335,-90.17737351,38.27864923
13,165,Georgia,Jenkins County,Jenkins County,8683,-81.96353202,32.79247113
21,85,Kentucky,Grayson County,Grayson County,26321,-86.34387715,37.4608191
48,363,Texas,Palo Pinto County,Palo Pinto County,28875,-98.31302138,32.75318038
13,149,Georgia,Heard County,Heard County,11879,-85.12827037,33.29702838
1,79,Alabama,Lawrence County,Lawrence County,32957,-87.31104452,34.52165202
72,61,NA,NA,Guaynabo Municipio,NA,-66.11405046,18.34382645
28,93,Mississippi,Marshall County,Marshall County,35451,-89.50305644,34.76226551
20,25,Kansas,Clark County,Clark County,2005,-99.82030769,37.23552304
20,81,Kansas,Haskell County,Haskell County,3997,-100.8711919,37.56225069
22,13,Louisiana,Bienville Parish,Bienville Parish,13308,-93.05595176,32.3472192
13,295,Georgia,Walker County,Walker County,69410,-85.3009849,34.73565893
19,95,Iowa,Iowa County,Iowa County,16141,-92.06552404,41.68632293
31,19,Nebraska,Buffalo County,Buffalo County,49615,-99.07496624,40.8551525
40,7,Oklahoma,Beaver County,Beaver County,5319,-100.4767755,36.74970851
19,23,Iowa,Butler County,Butler County,14539,-92.79019344,42.73156614
30,85,Montana,Roosevelt County,Roosevelt County,11059,-105.0165409,48.29453295
72,17,NA,NA,Barceloneta Municipio,NA,-66.55946172,18.47153223
53,15,Washington,Cowlitz County,Cowlitz County,108987,-122.6809746,46.19321955
48,297,Texas,Live Oak County,Live Oak County,12166,-98.12478565,28.35137111
