"","210001","210002","210003","210004","210005","210006","210008","210009","210010","210011","210012","210013","210015","210016","210017","210018","210019","210022","210023","210024","210027","210028","210029","210030","210032","210033","210034","210035","210037","210038","210039","210040","210043","210044","210045","210048","210049","210051","210055","210056","210057","210058","210060","210061","210062","210063","210064","210065","213028","213029","213300"
"20601",0,8,11,5,0,0,2,10,0,0,1,0,0,2,0,1,0,1,8,0,0,13,3,0,0,0,0,163,0,0,7,1,3,0,0,2,0,2,0,0,0,0,5,0,95,0,0,0,0,0,0
"20602",1,17,7,9,0,0,0,4,1,0,0,0,0,2,0,1,0,1,10,0,0,10,2,0,0,0,1,242,0,0,8,0,0,1,0,1,0,3,0,0,1,0,4,1,72,0,0,0,0,0,0
"20603",0,4,4,8,0,0,1,10,0,1,2,0,0,0,0,0,0,2,7,0,0,10,1,0,0,0,0,168,0,0,6,1,3,1,0,0,0,3,2,0,1,1,4,0,52,0,0,0,0,0,0
"20606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20607",0,4,1,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,4,0,0,0,0,27,0,40,0,0,0,0,0,0
"20608",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"20609",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"20611",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"20612",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20613",0,4,8,9,1,0,0,5,0,0,0,0,1,3,0,0,0,2,6,0,0,3,0,0,0,1,0,35,0,0,8,0,1,0,0,0,0,3,0,1,0,0,5,0,79,0,0,0,0,0,0
"20615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20616",0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,18,0,0,0,0,0,0
"20617",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20618",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20619",0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,141,2,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
