  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116202,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    5,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    2,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116196,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,    6,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    5,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116186,   11,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315517,   16,    1,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   10,    2,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116180,   12,    0,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315503,   23,    2,   16,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511731,   14,    3,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116166,   19,    2,   12,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315482,   34,    5,   19,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511725,   17,    5,    7,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116152,   24,    3,   19,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315461,   42,    8,   27,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511720,   11,    5,   15,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116134,   27,    5,   28,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315436,   41,   10,   44,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687576,    7,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511703,   22,    7,   18,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116115,   37,   10,   30,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315394,   66,   17,   51,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687571,   11,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511687,   28,    7,   26,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116089,   46,   10,   43,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315347,   85,   17,   73,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687563,   16,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511665,   39,    9,   33,   11,    0,    2,    2,    1,    0,    0,    0,    0,    0,    0,6116050,   66,   10,   52,   24,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0,9315278,  121,   20,   90,   36,    0,    3,    3,    1,    1,    0,    0,    0,    0,    0
   12,687550,   19,    2,   13,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511643,   41,   10,   46,   17,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,6115984,  105,   14,   68,   31,    0,    2,    1,    0,    2,    0,    0,    0,    0,    0,9315177,  165,   26,  127,   50,    0,    4,    1,    0,    2,    0,    0,    0,    0,    0
   13,687529,   31,    3,   20,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511606,   52,   11,   64,   24,    0,    3,    1,    0,    1,    0,    0,    0,    0,    0,6115920,  128,   20,   97,   37,    0,    2,    0,    1,    2,    0,    0,    0,    0,    0,9315055,  211,   34,  181,   64,    0,    5,    1,    1,    3,    0,    0,    0,    0,    0
   14,687511,   38,    3,   30,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511563,   73,   13,   78,   30,    0,    3,    0,    1,    1,    0,    0,    0,    0,    0,6115845,  153,   25,  130,   49,    0,    3,    1,    0,    2,    0,    0,    0,    0,    0,9314919,  264,   41,  238,   83,    0,    6,    1,    1,    3,    0,    0,    0,    0,    0
   15,687486,   47,    6,   41,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511523,   82,   17,   95,   40,    0,    4,    1,    0,    2,    0,    0,    0,    0,    0,6115729,  202,   35,  171,   65,    0,    4,    1,    0,    2,    0,    0,    0,    0,    0,9314738,  331,   58,  307,  111,    0,    8,    2,    0,    4,    0,    0,    0,    0,    0
   16,687461,   53,    8,   54,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511456,  113,   24,  111,   53,    0,    4,    0,    2,    2,    0,    0,    0,    0,    0,6115604,  232,   46,  232,   88,    0,    4,    0,    0,    2,    0,    0,    0,    0,    0,9314521,  398,   78,  397,  151,    0,    8,    0,    2,    4,    0,    0,    0,    0,    0
   17,687426,   67,    8,   65,   20,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,2511377,  143,   31,  137,   69,    0,    3,    0,    1,    2,    0,    0,    0,    0,    0,6115410,  332,   61,  278,  121,    0,    5,    1,    1,    3,    0,    0,    0,    0,    0,9314213,  542,  100,  480,  210,    0,    8,    1,    3,    5,    0,    0,    0,    0,    0
   18,687383,   85,   15,   72,   31,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0,2511270,  176,   34,  185,   92,    0,    2,    0,    0,    2,    0,    0,    0,    0,    0,6115193,  405,   73,  360,  171,    0,    5,    0,    2,    3,    0,    0,    0,    0,    0,9313846,  666,  122,  617,  294,    0,    8,    1,    2,    6,    0,    0,    0,    0,    0
   19,687328,  102,   20,   84,   52,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0,2511152,  230,   44,  215,  116,    0,    3,    1,    1,    3,    0,    0,    0,    0,    0,6114942,  489,   89,  450,  232,    0,    5,    1,    0,    3,    0,    0,    0,    0,    0,9313422,  821,  153,  749,  400,    0,    9,    2,    1,    7,    0,    0,    0,    0,    0
   20,687263,  124,   26,  111,   62,    0,    2,    1,    0,    2,    0,    0,    0,    0,    0,2510973,  313,   55,  271,  145,    0,    4,    1,    0,    3,    0,    0,    0,    0,    0,6114640,  575,  117,  562,  308,    0,    5,    0,    4,    2,    0,    0,    0,    0,    0,9312876, 1012,  198,  944,  515,    0,   11,    2,    4,    7,    0,    0,    0,    0,    0
   21,687149,  179,   31,  152,   75,    0,    2,    0,    1,    2,    1,    0,    0,    0,    0,2510765,  407,   60,  331,  194,    0,    7,    3,    0,    3,    3,    0,    0,    0,    3,6114205,  744,  142,  721,  390,    0,    6,    1,    5,    2,    6,    0,    0,    0,    1,9312119, 1330,  233, 1204,  659,    0,   15,    4,    6,    7,   10,    0,    0,    0,    4
   22,687027,  225,   43,  185,  106,    0,    5,    3,    0,    4,    4,    0,    0,    0,    3,2510510,  480,   75,  444,  248,    0,    9,    2,    2,    4,    7,    0,    0,    0,    5,6113645,  987,  174,  904,  492,    0,   10,    4,    5,    5,   15,    0,    0,    0,    5,9311182, 1692,  292, 1533,  846,    0,   24,    9,    7,   13,   26,    0,    0,    0,   13
   23,686886,  268,   53,  244,  135,    0,    5,    0,    1,    4,    5,    0,    0,    0,    3,2510177,  606,  100,  546,  328,    0,    9,    0,    2,    4,    9,    0,    0,    0,    5,6112967, 1231,  208, 1165,  631,    0,   15,    5,    2,    6,   22,    0,    0,    0,   10,9310030, 2105,  361, 1955, 1094,    0,   29,    5,    5,   14,   36,    0,    0,    0,   18
