  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116196,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315534,    7,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    1,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116188,   12,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315526,   13,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511747,    6,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116177,   14,    0,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315510,   20,    0,   14,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,    8,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116169,   14,    0,   18,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315493,   25,    0,   26,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687581,    2,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511737,    9,    0,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116164,   14,    0,   21,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315482,   25,    0,   34,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687580,    3,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511731,   13,    0,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116149,   22,    1,   26,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315460,   38,    1,   40,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687580,    1,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511723,   15,    1,   15,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116133,   29,    1,   32,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315436,   45,    2,   51,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687579,    2,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511710,   21,    1,   19,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116112,   38,    1,   42,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315401,   61,    2,   65,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687575,    6,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511701,   16,    1,   30,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116089,   45,    3,   50,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315365,   67,    4,   84,   25,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
