  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116196,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315539,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116188,    9,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,   10,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116183,   10,    1,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315520,   15,    1,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    4,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116176,   12,    1,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315512,   16,    1,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511744,    7,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116170,   14,    1,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315500,   21,    1,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   11,    0,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116160,   16,    2,   22,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315483,   28,    2,   30,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687579,    4,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511725,   21,    0,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116146,   24,    2,   26,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315450,   49,    3,   39,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687576,    6,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511719,   19,    1,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116132,   32,    4,   27,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315427,   57,    6,   48,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687569,   11,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511704,   28,    1,   22,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116119,   26,    5,   40,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315392,   65,    7,   67,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687564,   14,    1,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511686,   31,    2,   32,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116096,   42,    6,   42,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315346,   87,    9,   81,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
