  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    2,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116202,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315540,    2,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    4,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116196,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315531,   11,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687585,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    4,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116191,    9,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315525,   13,    1,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687585,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511744,    6,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116190,    5,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315519,   11,    1,   13,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511743,    4,    1,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116180,   12,    0,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315508,   16,    1,   18,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687582,    3,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511737,    8,    1,    9,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116167,   21,    0,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315486,   32,    1,   23,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687582,    2,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511732,    9,    1,   12,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116151,   28,    0,   19,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315465,   39,    1,   32,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687581,    3,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511723,   14,    1,   15,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116135,   33,    1,   25,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315439,   50,    2,   41,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687580,    1,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511710,   16,    1,   23,    7,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,6116106,   44,    2,   37,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315396,   61,    3,   64,   21,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
   10,687575,    6,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511694,   24,    1,   27,   11,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116070,   60,    2,   52,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315339,   90,    3,   83,   30,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   11,687571,    8,    0,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511678,   31,    1,   31,   16,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116039,   65,    4,   66,   28,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315288,  104,    5,  103,   45,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
