  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116194,    6,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    6,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116190,    6,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315528,    9,    1,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    2,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116174,   18,    2,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315512,   20,    2,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687582,    2,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    3,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116164,   20,    3,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315495,   25,    4,   21,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687581,    1,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,    9,    0,    4,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116150,   24,    3,   24,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315473,   34,    4,   31,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687581,    1,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511733,   15,    0,    6,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116130,   31,    5,   31,    5,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315444,   47,    6,   40,    8,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
    8,687579,    2,    1,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511726,   15,    0,   12,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116113,   32,    8,   41,    8,    0,    2,    1,    0,    1,    0,    0,    0,    0,    0,9315418,   49,    9,   56,   13,    0,    2,    1,    0,    1,    0,    0,    0,    0,    0
    9,687578,    3,    1,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511717,   13,    0,   23,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116086,   41,   11,   51,   13,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9315381,   57,   12,   77,   18,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0
   10,687577,    2,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511706,   18,    1,   25,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116049,   58,   15,   61,   19,    0,    2,    0,    1,    1,    0,    0,    0,    0,    0,9315332,   78,   17,   91,   27,    0,    2,    0,    1,    1,    0,    0,    0,    0,    0
   11,687571,    6,    1,    7,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511699,   18,    1,   26,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115996,   86,   18,   73,   29,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9315266,  110,   20,  106,   43,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0
   12,687564,   11,    1,    6,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511684,   27,    1,   28,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115939,   97,   21,  104,   41,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0,9315187,  135,   23,  138,   62,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0
   13,687561,    9,    0,   11,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511659,   41,    2,   34,   21,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115866,  116,   25,  139,   56,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0,9315086,  166,   27,  184,   82,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0
   14,687552,   10,    1,   17,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511626,   49,    2,   51,   29,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115770,  163,   31,  163,   75,    0,    3,    2,    0,    1,    0,    0,    0,    0,    0,9314948,  222,   34,  231,  110,    0,    3,    2,    0,    1,    0,    0,    0,    0,    0
   15,687540,   16,    2,   19,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511591,   60,    6,   65,   35,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115675,  182,   32,  217,   96,    0,    4,    1,    2,    2,    0,    0,    0,    0,    0,9314806,  258,   40,  301,  140,    0,    4,    1,    2,    2,    0,    0,    0,    0,    0
   16,687526,   25,    3,   22,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511543,   79,    8,   85,   42,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115545,  233,   42,  260,  122,    0,    4,    0,    0,    2,    0,    0,    0,    0,    0,9314614,  337,   53,  367,  174,    0,    4,    0,    0,    2,    0,    0,    0,    0,    0
   17,687502,   39,    3,   28,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511496,   93,   10,   96,   62,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0,6115387,  296,   47,  303,  169,    0,    4,    0,    0,    2,    0,    0,    0,    0,    0,9314385,  428,   60,  427,  245,    0,    5,    1,    0,    3,    0,    0,    0,    0,    0
   18,687477,   49,    3,   39,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511430,  121,   14,  118,   74,    0,    1,    0,    1,    1,    0,    0,    0,    0,    0,6115225,  325,   55,  379,  218,    0,    4,    0,    1,    2,    0,    0,    0,    0,    0,9314132,  495,   72,  536,  310,    0,    5,    0,    2,    3,    0,    0,    0,    0,    0
   19,687445,   64,    5,   48,   24,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511342,  151,   14,  159,   91,    0,    1,    0,    1,    1,    0,    0,    0,    0,    0,6115007,  404,   68,  449,  274,    0,    4,    1,    1,    3,    0,    0,    0,    0,    0,9313794,  619,   87,  656,  389,    0,    5,    1,    2,    4,    0,    0,    0,    0,    0
   20,687411,   67,    6,   72,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511255,  178,   17,  184,  123,    0,    2,    1,    0,    2,    0,    0,    0,    0,    0,6114722,  504,   79,  545,  352,    0,    8,    4,    2,    3,    0,    0,    0,    0,    0,9313388,  749,  102,  801,  505,    0,   10,    5,    2,    5,    0,    0,    0,    0,    0
   21,687370,   81,   11,   84,   40,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511120,  226,   23,  242,  146,    0,    2,    0,    1,    2,    1,    0,    0,    0,    0,6114366,  642,   97,  662,  435,    0,   10,    2,    1,    4,    3,    0,    0,    0,    2,9312856,  949,  131,  988,  621,    0,   12,    2,    2,    6,    4,    0,    0,    0,    2
   22,687298,  113,   17,  107,   51,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2510965,  264,   30,  319,  179,    0,    3,    1,    0,    2,    2,    0,    0,    0,    1,6113941,  788,  114,  805,  553,    1,   12,    3,    0,    4,    6,    0,    0,    0,    5,9312204, 1165,  161, 1231,  783,    1,   15,    4,    0,    6,    8,    0,    0,    0,    6
   23,687222,  135,   22,  142,   65,    0,    0,    0,    1,    0,    1,    0,    0,    0,    0,2510761,  353,   44,  376,  223,    0,    3,    0,    2,    2,    4,    0,    0,    0,    1,6113464,  926,  125, 1003,  683,    1,   12,    0,    2,    4,    8,    0,    0,    0,    5,9311447, 1414,  191, 1521,  971,    1,   15,    0,    5,    6,   13,    0,    0,    0,    6
   24,687134,  154,   23,  192,   83,    0,    1,    1,    0,    1,    2,    0,    0,    0,    1,2510511,  440,   54,  478,  274,    0,    4,    1,    1,    2,    6,    0,    0,    0,    2,6112852, 1113,  164, 1226,  846,    1,   14,    2,    4,    5,   14,    0,    0,    0,    7,9310497, 1707,  241, 1896, 1203,    1,   19,    4,    5,    8,   22,    0,    0,    0,   10
   25,687020,  210,   27,  216,  113,    0,    1,    0,    1,    1,    3,    0,    0,    0,    1,2510199,  556,   74,  583,  345,    0,    7,    3,    0,    3,    9,    0,    0,    0,    5,6112113, 1366,  207, 1507, 1008,    1,   17,    3,    0,    6,   17,    0,    0,    0,   10,9309332, 2132,  308, 2306, 1466,    1,   25,    6,    1,   10,   29,    0,    0,    0,   16
   26,686893,  249,   35,  267,  142,    0,    1,    0,    0,    1,    3,    0,    0,    0,    1,2509871,  640,   92,  716,  438,    0,    8,    1,    1,    3,   11,    0,    0,    0,    6,6111309, 1589,  254, 1805, 1243,    2,   22,    8,    5,   11,   30,    0,    0,    0,   18,9308073, 2478,  381, 2788, 1823,    2,   31,    9,    6,   15,   44,    0,    0,    0,   25
   27,686747,  294,   41,  327,  177,    0,    3,    2,    1,    1,    6,    0,    0,    0,    3,2509425,  785,  114,  881,  552,    0,    9,    1,    0,    2,   12,    0,    0,    0,    7,6110328, 1850,  294, 2211, 1517,    2,   26,    4,    3,   14,   37,    0,    0,    0,   22,9306500, 2929,  449, 3419, 2246,    2,   38,    7,    4,   17,   55,    0,    0,    0,   32
   28,686550,  367,   56,  375,  238,    0,    6,    3,    1,    2,   10,    0,    0,    0,    6,2508961,  876,  136, 1081,  703,    0,   10,    2,    0,    3,   14,    0,    0,    0,    9,6109240, 2115,  351, 2600, 1894,    2,   33,    8,    4,   16,   49,    0,    0,    0,   30,9304751, 3358,  543, 4056, 2835,    2,   49,   13,    5,   21,   73,    0,    0,    0,   45
   29,686346,  409,   65,  466,  300,    0,    8,    2,    1,    2,   13,    0,    0,    0,    8,2508456, 1029,  162, 1229,  881,    0,   12,    3,    0,    6,   17,    0,    0,    0,   12,6108040, 2336,  423, 3106, 2294,    3,   39,    7,    4,   19,   60,    0,    0,    0,   37,9302842, 3774,  650, 4801, 3475,    3,   59,   12,    5,   27,   90,    0,    0,    0,   57
   30,686146,  413,   69,  576,  382,    0,    8,    0,    2,    2,   15,    0,    0,    0,    8,2507883, 1128,  194, 1482, 1070,    0,   18,    7,    2,   12,   26,    0,    0,    0,   19,6106777, 2586,  498, 3506, 2832,    3,   46,   10,    6,   19,   76,    0,    0,    0,   47,9300806, 4127,  761, 5564, 4284,    3,   72,   17,   10,   33,  117,    0,    0,    0,   74
