  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116190,    8,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315533,    8,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116188,    8,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315527,   11,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    1,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116178,   15,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315517,   16,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    5,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116166,   20,    0,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315500,   25,    0,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   11,    0,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116157,   22,    0,   21,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315481,   33,    0,   29,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511735,   10,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116139,   36,    0,   23,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315459,   47,    0,   35,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687584,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511730,   11,    0,   15,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116125,   39,    2,   29,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315439,   52,    2,   44,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511714,   20,    1,   19,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116114,   34,    2,   42,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315410,   57,    3,   62,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687580,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511708,   18,    2,   23,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116087,   47,    3,   49,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315375,   69,    5,   74,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687579,    2,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511687,   30,    2,   29,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116059,   62,    5,   54,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315325,   94,    7,   88,   31,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,687574,    6,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511675,   25,    5,   39,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116030,   69,    7,   68,   28,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315279,  100,   12,  113,   41,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   13,687566,   10,    0,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511652,   36,    6,   43,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116004,   65,    7,   87,   39,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315222,  111,   13,  140,   59,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   14,687562,    9,    0,   14,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511624,   53,    7,   52,   21,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115957,   89,   10,   99,   47,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315143,  151,   17,  165,   69,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   15,687553,   15,    0,   15,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511592,   66,    6,   63,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115886,  109,   12,  133,   62,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315031,  190,   18,  211,   95,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   16,687545,   18,    0,   16,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511553,   81,   10,   76,   37,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115815,  139,   26,  146,   76,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9314913,  238,   36,  238,  120,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   17,687527,   29,    1,   20,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511500,  100,   16,   95,   46,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,6115714,  196,   29,  168,   95,    0,    0,    0,    2,    0,    0,    0,    0,    0,    0,9314741,  325,   46,  283,  150,    0,    1,    1,    2,    0,    0,    0,    0,    0,    0
