  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    7,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    5,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315532,    7,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511747,    6,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116189,    9,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315522,   15,    1,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,    9,    0,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116181,    8,    1,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315508,   18,    1,   17,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687584,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511736,   11,    0,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116175,   10,    2,   14,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315495,   23,    2,   23,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687582,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511731,   12,    0,   13,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116162,   19,    2,   16,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315475,   33,    2,   31,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687580,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511720,   17,    2,   16,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116142,   26,    2,   28,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315442,   47,    4,   46,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687576,    8,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511706,   20,    2,   25,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116117,   35,    2,   39,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315399,   63,    4,   65,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687570,    9,    0,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511692,   28,    2,   29,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116077,   57,    6,   51,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315339,   94,    8,   86,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
