  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687582,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    7,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687582,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    7,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315532,   11,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687581,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116187,   11,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315520,   19,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687581,    3,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    7,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116177,   14,    0,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315507,   24,    1,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687581,    1,    2,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    5,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116168,   17,    0,   16,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315497,   23,    2,   22,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687579,    3,    2,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511747,    3,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116154,   27,    0,   18,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315480,   33,    2,   27,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687577,    3,    2,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   12,    0,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116142,   27,    2,   27,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315457,   42,    4,   37,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687572,    7,    2,    5,    0,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,2511734,   14,    0,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116119,   43,    3,   30,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315425,   64,    5,   42,    9,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0
   10,687566,    9,    3,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511727,   15,    0,   13,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116094,   53,    4,   35,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315387,   77,    7,   56,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687561,    9,    2,   13,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511712,   29,    0,   13,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116062,   71,    5,   44,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315335,  109,    7,   70,   24,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
