  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687581,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116202,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315540,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687580,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116195,    6,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315531,   12,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687577,    5,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116190,    5,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315522,   11,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687574,    6,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116179,   12,    1,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315505,   22,    1,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687571,    6,    0,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    4,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116171,   10,    3,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315492,   20,    3,   28,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687570,    3,    1,    9,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    3,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116164,   11,    3,   24,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315484,   17,    4,   37,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687566,    4,    1,   12,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511747,    4,    0,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116141,   28,    3,   26,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315454,   36,    4,   43,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687564,    4,    1,   14,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511740,   10,    0,    5,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116113,   43,    4,   33,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315417,   57,    5,   52,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687563,    4,    1,   13,    5,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,2511732,   12,    0,   10,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116097,   40,    5,   47,   13,    0,    1,    1,    1,    1,    0,    0,    0,    0,    0,9315392,   56,    6,   70,   21,    0,    1,    1,    2,    1,    0,    0,    0,    0,    0
   10,687560,    4,    1,   12,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511728,    8,    1,   17,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116060,   58,    5,   57,   22,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0,9315348,   70,    7,   86,   34,    0,    1,    0,    0,    1,    0,    0,    0,    0,    0
