  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    6,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687582,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    1,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116195,    3,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,    8,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    5,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116187,   10,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315518,   18,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687582,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    3,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116180,   14,    0,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315510,   19,    0,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687581,    2,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    6,    0,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116168,   19,    1,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315494,   27,    1,   22,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687581,    1,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511743,    7,    0,    5,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116155,   24,    1,   20,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315479,   32,    2,   28,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687580,    1,    1,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511737,    7,    0,    9,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116137,   28,    2,   30,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315454,   36,    3,   42,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687578,    3,    1,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511730,   11,    0,   10,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116115,   37,    4,   35,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315423,   51,    5,   48,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687573,    7,    2,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511721,   17,    0,   11,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116074,   61,    7,   44,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315368,   85,    9,   58,   25,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687570,    8,    2,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511708,   21,    1,   17,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116036,   73,   10,   61,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315314,  102,   13,   83,   33,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
