  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116189,    8,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315532,    8,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116181,   11,    0,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315523,   12,    0,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687584,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116170,   19,    0,   12,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315510,   22,    0,   12,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687583,    2,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116158,   24,    0,   18,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315496,   27,    0,   20,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687581,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116145,   26,    0,   26,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315481,   31,    0,   28,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687578,    4,    0,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    7,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116129,   29,    0,   36,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315456,   40,    1,   39,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687571,   10,    0,    4,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    6,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116110,   38,    2,   40,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315429,   54,    3,   46,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687567,   13,    1,    3,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511741,   11,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116082,   55,    2,   49,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315390,   79,    4,   56,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
