  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116202,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315540,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    4,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315534,    7,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511749,    3,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116189,   10,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315523,   14,    1,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511741,   11,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116182,   10,    0,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315508,   22,    1,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   10,    1,    6,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116173,   16,    0,   12,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315496,   27,    1,   18,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511729,   14,    1,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116148,   31,    0,   20,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315461,   46,    1,   32,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687584,    0,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511726,    9,    2,   18,    2,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,6116131,   34,    1,   30,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315441,   43,    3,   50,    8,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
    8,687582,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511716,   12,    2,   23,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116103,   43,    4,   42,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315401,   57,    6,   67,   14,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
    9,687577,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511699,   22,    3,   28,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116070,   53,    6,   53,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315346,   81,    9,   84,   25,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   10,687568,   12,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511682,   23,    4,   39,    9,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116034,   60,   10,   72,   26,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315284,   95,   15,  116,   35,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   11,687560,   17,    1,    7,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511658,   37,    6,   41,   15,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6115994,   71,   13,   91,   33,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315212,  125,   20,  139,   49,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   12,687550,   17,    1,   15,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511641,   39,    8,   44,   25,    0,    1,    0,    1,    0,    0,    0,    0,    0,    0,6115927,  104,   21,  107,   43,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0,9315118,  160,   30,  166,   71,    0,    2,    1,    1,    1,    0,    0,    0,    0,    0
