  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116194,    5,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116188,    9,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,    9,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116179,   14,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315520,   15,    0,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116170,   18,    0,   13,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315507,   22,    0,   15,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    9,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116162,   19,    0,   20,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315492,   29,    0,   23,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    6,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116142,   36,    1,   19,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315471,   43,    1,   26,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511740,    7,    0,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116121,   45,    2,   28,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315445,   53,    2,   38,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511728,   17,    0,   10,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116105,   46,    5,   39,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315415,   66,    5,   50,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687580,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511719,   23,    0,   12,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116081,   51,    8,   53,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315380,   79,    8,   66,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687575,    8,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511711,   22,    0,   20,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116046,   66,   12,   65,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315332,   96,   12,   88,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,687572,    9,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511697,   28,    1,   25,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115992,   94,   13,   84,   19,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315261,  131,   14,  114,   25,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   13,687566,   11,    0,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511684,   30,    3,   31,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115949,  104,   15,  107,   27,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0,9315199,  145,   18,  145,   38,    0,    1,    1,    0,    1,    0,    0,    0,    0,    0
   14,687560,   11,    1,   11,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511661,   44,    4,   36,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115883,  135,   19,  126,   39,    0,    1,    0,    2,    1,    0,    0,    0,    0,    0,9315104,  190,   24,  173,   54,    0,    1,    0,    2,    1,    0,    0,    0,    0,    0
   15,687551,   17,    1,   14,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511631,   60,    7,   43,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115805,  158,   22,  163,   54,    0,    2,    1,    1,    1,    0,    0,    0,    0,    0,9314987,  235,   30,  220,   73,    0,    2,    1,    1,    1,    0,    0,    0,    0,    0
   16,687541,   21,    2,   18,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511602,   72,    8,   55,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115728,  173,   24,  204,   73,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9314871,  266,   34,  277,   97,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0
   17,687530,   23,    3,   23,    7,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,2511564,   79,   11,   77,   26,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115618,  216,   32,  245,   91,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9314712,  318,   46,  345,  124,    0,    2,    0,    1,    1,    0,    0,    0,    0,    0
   18,687516,   24,    3,   33,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511507,  109,   13,   99,   29,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115484,  261,   36,  300,  121,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9314507,  394,   52,  432,  160,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0
   19,687486,   47,    4,   35,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511444,  127,   15,  127,   44,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115294,  356,   44,  355,  153,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0,9314224,  530,   63,  517,  211,    0,    2,    0,    0,    1,    0,    0,    0,    0,    0
   20,687455,   64,    4,   44,   19,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511367,  167,   17,  151,   55,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,6115092,  419,   50,  440,  201,    0,    5,    3,    1,    2,    0,    0,    0,    0,    0,9313914,  650,   71,  635,  275,    0,    6,    4,    1,    2,    0,    0,    0,    0,    0
   21,687413,   82,   10,   58,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511238,  238,   24,  179,   78,    0,    4,    3,    1,    2,    4,    0,    0,    0,    3,6114837,  500,   63,  550,  252,    0,    7,    3,    0,    4,    3,    0,    0,    0,    3,9313488,  820,   97,  787,  353,    0,   11,    6,    1,    6,    7,    0,    0,    0,    6
   22,687373,   80,   11,   89,   33,    0,    1,    1,    0,    0,    1,    0,    0,    0,    1,2511116,  257,   31,  252,  101,    0,    4,    0,    0,    2,    4,    0,    0,    0,    3,6114525,  617,   80,  664,  316,    0,    7,    0,    0,    4,    3,    0,    0,    0,    3,9313014,  954,  122, 1005,  450,    0,   12,    1,    0,    6,    8,    0,    0,    0,    7
   23,687324,  103,   16,  102,   41,    0,    1,    0,    0,    0,    1,    0,    0,    0,    1,2510950,  316,   38,  333,  120,    0,    4,    0,    0,    2,    4,    0,    0,    0,    3,6114121,  776,  105,  821,  379,    0,    8,    1,    3,    4,    7,    0,    0,    0,    4,9312395, 1195,  159, 1256,  540,    0,   13,    1,    3,    6,   12,    0,    0,    0,    8
