  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    8,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    8,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116192,    6,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,   11,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    5,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116182,   12,    0,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315518,   18,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687584,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    4,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116172,   17,    1,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315506,   23,    1,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511743,   10,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116161,   23,    1,   15,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315488,   34,    1,   20,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511732,   16,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116151,   23,    3,   21,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315467,   40,    3,   31,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687583,    2,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511726,   19,    0,   10,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116125,   37,    4,   30,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315434,   58,    4,   41,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687583,    0,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511709,   24,    0,   20,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116101,   49,    5,   40,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315393,   73,    5,   63,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687575,    8,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511698,   24,    2,   29,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116056,   68,    7,   60,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315329,  100,    9,   92,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687572,    6,    0,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511679,   32,    2,   36,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116004,   97,    8,   78,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315255,  135,   10,  122,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,687564,   11,    0,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511649,   52,    4,   43,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115937,  121,   10,  112,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315150,  184,   14,  166,   31,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   13,687552,   21,    0,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511612,   77,    7,   50,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115839,  176,   12,  146,   29,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315003,  274,   19,  207,   42,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   14,687542,   25,    0,   16,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511568,   91,    8,   69,   21,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115720,  222,   16,  200,   44,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9314830,  338,   24,  285,   68,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   15,687525,   32,    0,   25,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511520,  107,    9,   88,   33,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115567,  288,   22,  251,   74,    0,    2,    2,    0,    0,    0,    0,    0,    0,    0,9314612,  427,   31,  364,  111,    0,    2,    2,    0,    0,    0,    0,    0,    0,    0
   16,687504,   43,    1,   31,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511443,  146,   10,  115,   43,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,6115387,  363,   26,  322,  104,    0,    3,    1,    0,    0,    0,    0,    0,    0,    0,9314334,  552,   37,  468,  154,    0,    3,    1,    1,    0,    0,    0,    0,    0,    0
