  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116194,    6,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    6,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116191,    6,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,    9,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    5,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116183,   10,    2,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315516,   16,    2,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    6,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116173,   15,    2,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315502,   22,    3,   18,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511740,    9,    1,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116153,   29,    3,   15,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315477,   39,    4,   23,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687581,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511732,   15,    1,    8,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116139,   30,    4,   22,    7,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315452,   48,    5,   32,    8,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
    8,687580,    2,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511723,   15,    1,   11,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116121,   33,    7,   30,   11,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9315424,   50,    9,   44,   18,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
    9,687575,    6,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511715,   15,    1,   17,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116103,   36,   10,   39,   14,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9315393,   57,   12,   60,   23,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   10,687572,    7,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511702,   21,    3,   21,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116073,   51,   13,   46,   19,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9315347,   79,   17,   72,   30,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
