  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116202,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315537,    7,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687582,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    2,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116197,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315531,    7,    1,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687578,    4,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    3,    1,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116196,    4,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315525,   11,    2,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687576,    4,    2,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511748,    4,    1,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116186,   12,    1,    2,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315510,   20,    4,    9,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687574,    4,    2,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,    9,    1,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116179,   15,    1,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315495,   28,    4,   16,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687568,    6,    2,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511732,   16,    1,    8,    0,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,6116175,   13,    1,   12,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315475,   35,    4,   29,    2,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
    8,687565,    7,    2,   10,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511730,   12,    3,   11,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116161,   19,    1,   20,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315456,   38,    6,   41,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
    9,687559,    9,    2,   13,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511725,   13,    3,   15,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116147,   26,    2,   24,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315431,   48,    7,   52,    7,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   10,687551,   11,    2,   18,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511713,   23,    3,   16,    2,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,6116115,   47,    3,   33,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315379,   81,    8,   67,   10,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
