  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
   11,687563,    9,    2,    9,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511716,   18,    2,   12,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116054,   61,   13,   52,   22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315333,   88,   17,   73,   34,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,687560,    6,    3,   13,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511705,   24,    3,   15,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116009,   83,   15,   63,   32,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315274,  113,   21,   91,   46,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   13,687549,   15,    3,   15,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511689,   30,    3,   25,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115958,   96,   16,   90,   42,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315196,  141,   22,  130,   56,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
   14,687540,   20,    3,   17,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511665,   43,    3,   32,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115891,  122,   22,  109,   58,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9315096,  185,   28,  158,   78,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   15,687522,   27,    4,   27,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511632,   56,    6,   46,   17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115809,  158,   24,  135,   76,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9314963,  241,   34,  208,   99,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
   16,687504,   32,    4,   36,   10,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,2511598,   64,    8,   67,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115716,  186,   30,  174,   96,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9314818,  282,   42,  277,  126,    0,    2,    1,    0,    0,    0,    0,    0,    0,    0
   17,687474,   49,    5,   40,   18,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,2511542,   99,    8,   74,   34,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115565,  259,   37,  216,  125,    0,    2,    1,    0,    0,    0,    0,    0,    0,    0,9314581,  407,   50,  330,  177,    0,    3,    1,    0,    0,    0,    0,    0,    0,    0
   18,687452,   48,    6,   51,   29,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,2511481,  124,   11,   95,   46,    0,    0,    0,    2,    0,    0,    0,    0,    0,    0,6115400,  317,   47,  271,  167,    0,    2,    0,    1,    0,    0,    0,    0,    0,    0,9314333,  489,   64,  417,  242,    0,    3,    0,    3,    0,    0,    0,    0,    0,    0
   19,687423,   53,    6,   67,   37,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,2511396,  162,   13,  127,   59,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115210,  389,   60,  338,  205,    0,    4,    2,    1,    0,    0,    0,    0,    0,    0,9314029,  604,   79,  532,  301,    0,    5,    2,    1,    0,    0,    0,    0,    0,    0
   20,687382,   73,    8,   75,   48,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,2511282,  216,   19,  158,   82,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115008,  430,   74,  423,  267,    0,    5,    2,    1,    2,    0,    0,    0,    0,    0,9313672,  719,  101,  656,  397,    0,    6,    2,    1,    2,    0,    0,    0,    0,    0
   21,687327,   98,    8,   91,   62,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,2511160,  250,   22,  219,  106,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6114705,  560,   88,  506,  343,    0,    6,    1,    2,    2,    3,    0,    0,    0,    1,9313192,  908,  118,  816,  511,    0,    7,    1,    2,    2,    3,    0,    0,    0,    1
   22,687267,  121,   13,  108,   77,    0,    2,    1,    0,    1,    1,    0,    0,    0,    1,2510993,  304,   27,  288,  145,    0,    0,    0,    1,    0,    1,    0,    0,    0,    0,6114336,  721,  114,  594,  437,    0,    7,    1,    2,    2,    6,    0,    0,    0,    2,9312596, 1146,  154,  990,  659,    0,    9,    2,    3,    3,    8,    0,    0,    0,    3
   23,687182,  150,   20,  143,   91,    0,    3,    1,    0,    2,    2,    0,    0,    0,    2,2510793,  387,   39,  353,  185,    0,    0,    0,    0,    0,    1,    0,    0,    0,    0,6113885,  890,  128,  753,  546,    0,   10,    3,    2,    4,   11,    0,    0,    0,    5,9311860, 1427,  187, 1249,  822,    0,   13,    4,    2,    6,   14,    0,    0,    0,    7
   24,687061,  203,   28,  186,  108,    0,    4,    1,    0,    2,    3,    0,    0,    0,    3,2510541,  504,   51,  418,  243,    0,    2,    2,    0,    1,    3,    0,    0,    0,    2,6113326, 1107,  153,  952,  664,    0,   10,    0,    3,    4,   14,    0,    0,    0,    5,9310928, 1814,  232, 1556, 1015,    0,   16,    3,    3,    7,   20,    0,    0,    0,   10
   25,686919,  264,   34,  244,  125,    0,    3,    0,    0,    2,    3,    0,    0,    0,    3,2510232,  602,   72,  547,  304,    0,    3,    1,    2,    1,    6,    0,    0,    0,    3,6112657, 1365,  182, 1192,  806,    0,   11,    1,    2,    4,   17,    0,    0,    0,    6,9309808, 2231,  288, 1983, 1235,    0,   17,    2,    4,    7,   26,    0,    0,    0,   12
   26,686779,  317,   46,  267,  177,    0,    4,    1,    0,    3,    4,    0,    0,    0,    4,2509857,  751,   94,  656,  399,    0,    4,    1,    1,    2,    8,    0,    0,    0,    4,6111847, 1658,  223, 1478,  996,    0,   13,    5,    1,    6,   23,    0,    0,    0,   11,9308483, 2726,  363, 2401, 1572,    0,   21,    7,    2,   11,   35,    0,    0,    0,   19
   27,686602,  376,   56,  327,  225,    0,    4,    0,    1,    3,    5,    0,    0,    0,    4,2509422,  890,  128,  820,  497,    0,    5,    1,    2,    2,   11,    0,    0,    0,    5,6110899, 1939,  272, 1864, 1228,    0,   21,    8,    3,    9,   34,    0,    0,    0,   19,9306923, 3205,  456, 3011, 1950,    0,   30,    9,    6,   14,   50,    0,    0,    0,   28
   28,686419,  416,   70,  415,  266,    0,    4,    0,    0,    3,    5,    0,    0,    0,    4,2508930, 1052,  163,  983,  629,    0,    8,    3,    2,    3,   16,    0,    0,    0,    8,6109805, 2245,  324, 2289, 1538,    1,   28,    8,    2,   12,   44,    0,    0,    0,   27,9305154, 3713,  557, 3687, 2433,    1,   40,   11,    4,   18,   65,    0,    0,    0,   39
   29,686181,  499,   83,  495,  328,    0,    6,    2,    0,    5,    7,    0,    0,    0,    6,2508340, 1212,  192, 1216,  797,    0,   11,    3,    1,    3,   20,    0,    0,    0,   11,6108548, 2599,  398, 2758, 1897,    2,   27,    1,    7,   11,   52,    0,    0,    0,   28,9303069, 4310,  673, 4469, 3022,    2,   44,    6,    8,   19,   79,    0,    0,    0,   45
   30,685893,  597,  108,  560,  428,    0,    7,    1,    0,    4,    8,    0,    0,    0,    7,2507734, 1340,  229, 1458,  996,    0,   15,    4,    2,    4,   26,    0,    0,    0,   15,6107127, 3026,  505, 3189, 2353,    2,   34,    7,    4,   14,   63,    0,    0,    0,   35,9300754, 4963,  842, 5207, 3777,    2,   56,   12,    6,   22,   97,    0,    0,    0,   57
   31,685598,  662,  134,  669,  523,    0,    9,    2,    2,    3,   12,    0,    0,    0,    9,2507013, 1524,  271, 1732, 1217,    0,   22,    7,    3,    7,   36,    0,    0,    0,   22,6105526, 3385,  621, 3788, 2880,    2,   40,    6,    9,   17,   78,    0,    0,    0,   41,9298137, 5571, 1026, 6189, 4620,    2,   71,   15,   14,   27,  126,    0,    0,    0,   72
   32,685304,  676,  153,  820,  632,    1,   11,    4,    1,    6,   17,    0,    0,    0,   13,2506234, 1683,  321, 2005, 1514,    0,   26,    5,    5,    9,   46,    0,    0,    0,   27,6103805, 3800,  729, 4298, 3568,    2,   49,   11,   11,   19,  100,    0,    0,    0,   52,9295343, 6159, 1203, 7123, 5714,    3,   86,   20,   17,   34,  163,    0,    0,    0,   92
   33,684946,  771,  185,  916,  767,    1,   14,    3,    2,    7,   22,    0,    0,    0,   16,2505355, 1862,  389, 2264, 1886,    1,   33,    8,    5,   10,   59,    0,    0,    0,   35,6101895, 4223,  844, 4892, 4344,    4,   56,   12,    6,   20,  118,    0,    0,    0,   64,9292196, 6856, 1418, 8072, 6997,    6,  103,   23,   13,   37,  199,    0,    0,    0,  115
   34,684572,  822,  221, 1042,  928,    1,   15,    2,    0,    6,   24,    0,    0,    0,   18,2504441, 2041,  446, 2585, 2243,    1,   36,    3,    3,   11,   65,    0,    0,    0,   38,6099809, 4655,  994, 5500, 5239,    5,   75,   22,    9,   26,  149,    0,    0,    0,   86,9288822, 7518, 1661, 9127, 8410,    7,  126,   27,   12,   43,  238,    0,    0,    0,  142
   35,684139,  916,  254, 1152, 1124,    1,   19,    4,    3,    5,   31,    0,    0,    0,   22,2503403, 2280,  506, 2808, 2759,    1,   40,    6,    8,   12,   79,    0,    0,    0,   44,6097541, 5059, 1169, 6220, 6205,    8,   88,   18,   13,   31,  180,    0,    0,    0,  104,9285083, 8255, 1929,10180,10088,   10,  147,   28,   24,   48,  290,    0,    0,    0,  170
   36,683644, 1058,  292, 1278, 1313,    1,   25,    6,    4,    7,   41,    0,    0,    0,   28,2502336, 2435,  572, 3127, 3286,    1,   51,   13,   14,   14,  106,    0,    0,    0,   57,6095134, 5448, 1364, 6949, 7297,   10,  111,   28,   21,   46,  229,    0,    0,    0,  132,9281114, 8941, 2228,11354,11896,   12,  187,   47,   39,   67,  376,    0,    0,    0,  217
   37,683142, 1144,  333, 1438, 1528,    1,   34,    9,    4,    9,   54,    0,    0,    0,   37,2501206, 2573,  670, 3471, 3836,    1,   65,   15,    5,   18,  126,    0,    0,    0,   72,6092616, 5772, 1556, 7703, 8545,   10,  142,   32,   17,   62,  278,    0,    0,    0,  164,9276964, 9489, 2559,12612,13909,   12,  241,   56,   26,   89,  458,    0,    0,    0,  273
   38,682676, 1142,  370, 1577, 1820,    1,   43,   10,    5,   12,   69,    0,    0,    0,   47,2500055, 2673,  752, 3775, 4499,    3,   74,   13,   11,   19,  150,    0,    0,    0,   85,6089899, 6211, 1775, 8320, 9984,   13,  165,   30,   24,   76,  332,    0,    0,    0,  194,9272630,10026, 2897,13672,16303,   17,  282,   53,   40,  107,  551,    0,    0,    0,  326
   39,682149, 1197,  404, 1727, 2106,    3,   52,   13,    5,   20,   87,    0,    0,    0,   60,2498871, 2791,  846, 4006, 5238,    5,   85,   17,   14,   20,  181,    0,    0,    0,  102,6087101, 6498, 2003, 8948,11637,   15,  198,   38,   16,   96,  386,    0,    0,    0,  232,9268121,10486, 3253,14681,18981,   23,  335,   68,   35,  136,  654,    0,    0,    0,  394
   40,681621, 1223,  456, 1860, 2423,    3,   54,    3,    3,   18,   93,    0,    0,    0,   63,2497661, 2867,  925, 4261, 6038,    5,   92,   14,   17,   23,  212,    0,    0,    0,  116,6084316, 6647, 2215, 9652,13356,   16,  242,   49,   28,  116,  463,    0,    0,    0,  281,9263598,10737, 3596,15773,21817,   24,  388,   66,   48,  157,  768,    0,    0,    0,  460
   41,681116, 1218,  521, 1937, 2789,    5,   59,   10,   10,   22,  113,    0,    0,    0,   73,2496453, 2965, 1039, 4376, 6919,    5,  107,   20,   13,   31,  245,    0,    0,    0,  136,6081460, 6816, 2442,10157,15308,   19,  280,   52,   26,  134,  541,    0,    0,    0,  333,9259029,10999, 4002,16470,25016,   29,  446,   82,   49,  187,  899,    0,    0,    0,  542
   42,680610, 1241,  557, 2006, 3166,    6,   71,   14,    4,   26,  131,    0,    0,    0,   87,2495233, 3011, 1126, 4527, 7854,    6,  124,   20,   19,   40,  284,    0,    0,    0,  156,6078582, 6877, 2661,10762,17298,   22,  324,   53,   28,  151,  622,    0,    0,    0,  386,9254425,11129, 4344,17295,28318,   34,  519,   87,   51,  217, 1037,    0,    0,    0,  629
   43,680117, 1236,  621, 2008, 3597,    7,   81,   14,   10,   34,  155,    0,    0,    0,  101,2494018, 2956, 1213, 4756, 8804,   10,  144,   32,   12,   55,  328,    0,    0,    0,  188,6075774, 6867, 2870,11184,19481,   26,  351,   47,   43,  170,  712,    0,    0,    0,  433,9249909,11059, 4704,17948,31882,   43,  576,   93,   65,  259, 1195,    0,    0,    0,  722
   44,679626, 1223,  656, 2068, 4004,    9,   95,   19,   13,   41,  187,    0,    0,    0,  120,2492880, 2880, 1339, 4848, 9797,   13,  170,   36,   14,   65,  378,    0,    0,    0,  224,6073016, 6904, 3088,11452,21711,   31,  390,   53,   49,  178,  814,    0,    0,    0,  486,9245522,11007, 5083,18368,35512,   53,  655,  108,   76,  284, 1379,    0,    0,    0,  830
   45,679203, 1116,  694, 2103, 4461,    9,  101,   13,    8,   44,  208,    0,    0,    0,  133,2491684, 2843, 1429, 5003,10781,   17,  180,   24,   20,   71,  422,    0,    0,    0,  248,6070217, 6867, 3275,11659,24147,   37,  437,   72,   59,  196,  945,    0,    0,    0,  558,9241104,10826, 5398,18765,39389,   63,  718,  109,   87,  311, 1575,    0,    0,    0,  939
   46,678758, 1100,  717, 2073, 4927,   11,  119,   22,   15,   48,  245,    0,    0,    0,  155,2490543, 2822, 1508, 5028,11834,   22,  201,   32,   16,   81,  470,    0,    0,    0,  280,6067567, 6751, 3467,11671,26700,   46,  498,   85,   48,  207, 1078,    0,    0,    0,  643,9236868,10673, 5692,18772,43461,   79,  818,  139,   79,  336, 1793,    0,    0,    0, 1078
   47,678297, 1135,  743, 2043, 5353,   15,  136,   26,   12,   62,  396,    0,    0,    0,  195,2489352, 2875, 1587, 4982,12934,   27,  229,   39,   31,   91,  843,    0,    0,    2,  348,6064909, 6645, 3591,11858,29145,   54,  564,   97,   58,  231, 2044,    0,    0,    3,  828,9232558,10655, 5921,18883,47432,   96,  929,  162,  101,  384, 3283,    0,    0,    5, 1371
   48,677835, 1149,  778, 1990, 5817,   17,  146,   15,   21,   67,  542,    0,    0,    7,  223,2488249, 2866, 1614, 4937,14061,   30,  251,   31,   44,  103, 1219,    0,    0,   14,  418,6062147, 6717, 3726,11704,31842,   66,  619,   94,   76,  253, 3021,    0,    0,   29,  997,9228231,10732, 6118,18631,51720,  113, 1016,  140,  141,  423, 4782,    0,    0,   50, 1638
   49,677371, 1179,  789, 1939, 6287,   21,  157,   19,   22,   74,  691,    0,    0,   18,  254,2487185, 2733, 1654, 4999,15151,   35,  274,   34,   56,  111, 1611,    0,    0,   37,  493,6059530, 6527, 3824,11877,34364,   80,  681,   93,   84,  281, 4008,    0,    0,   60, 1174,9224086,10439, 6267,18815,55802,  136, 1112,  146,  162,  466, 6310,    0,    0,  115, 1921
   50,676930, 1149,  807, 1943, 6732,   25,  166,   18,   19,   75,  837,    0,    0,   21,  290,2486142, 2654, 1683, 4975,16259,   44,  294,   44,   54,  118, 2009,    0,    0,   45,  582,6056832, 6639, 3972,11703,36967,   89,  770,  116,  137,  306, 5057,    0,    0,   83, 1406,9219904,10442, 6462,18621,59958,  158, 1230,  178,  210,  499, 7903,    0,    0,  149, 2278
   51,676474, 1140,  801, 1955, 7186,   30,  188,   31,   26,   86, 1002,    0,    0,   27,  336,2484990, 2701, 1682, 4933,17397,   54,  332,   58,   70,  138, 2434,    0,    0,   59,  669,6054116, 6628, 4061,11714,39578,  105,  828,  100,  134,  327, 6098,    0,    0,  135, 1605,9215580,10469, 6544,18602,64161,  189, 1348,  189,  230,  551, 9534,    0,    0,  221, 2610
   52,676031, 1092,  808, 2006, 7613,   36,  199,   25,   33,   86, 1172,    0,    0,   32,  379,2483874, 2733, 1735, 4861,18494,   60,  358,   46,   77,  147, 2846,    0,    0,   69,  763,6051479, 6554, 4138,11576,42327,  128,  872,  105,  150,  352, 7151,    0,    1,  184, 1822,9211384,10379, 6681,18443,68434,  224, 1429,  176,  260,  585,11169,    0,    1,  285, 2964
   53,675550, 1149,  819, 1933, 8096,   39,  211,   24,   22,   93, 1324,    0,    0,   34,  419,2482764, 2744, 1740, 4845,19589,   75,  367,   38,   64,  156, 3241,    0,    0,   80,  841,6048672, 6689, 4210,11547,44936,  148,  913,   92,  146,  367, 8184,    0,    2,  220, 2017,9206986,10582, 6769,18325,72621,  262, 1491,  154,  232,  616,12749,    0,    2,  334, 3277
   54,675107, 1103,  833, 1949, 8551,   43,  226,   27,   24,   94, 1483,    0,    0,   41,  466,2481662, 2702, 1765, 4840,20706,   82,  397,   53,   68,  166, 3651,    0,    0,   93,  923,6045865, 6758, 4224,11652,47525,  178,  944,  114,  188,  380, 9286,    0,    2,  252, 2242,9202634,10563, 6822,18441,76782,  303, 1567,  194,  280,  640,14420,    0,    2,  386, 3631
   55,674659, 1123,  827, 1952, 8972,   53,  221,   19,   36,  100, 1646,    0,    0,   45,  502,2480515, 2752, 1754, 4817,21830,   89,  414,   46,   70,  166, 4058,    0,    0,  103, 1008,6042911, 6986, 4256,11712,50124,  213,  987,  119,  189,  404,10404,    0,    2,  284, 2479,9198085,10861, 6837,18481,80926,  355, 1622,  184,  295,  670,16108,    0,    2,  432, 3989
   56,674201, 1122,  825, 1919, 9460,   59,  219,   12,   28,   96, 1792,    0,    0,   52,  529,2479385, 2756, 1751, 4837,22929,   99,  428,   40,   86,  170, 4473,    0,    0,  121, 1083,6040057, 6939, 4302,11860,52805,  239, 1034,  117,  188,  420,11518,    0,    4,  331, 2698,9193643,10817, 6878,18616,85194,  397, 1681,  169,  302,  686,17783,    0,    4,  504, 4310
   57,673758, 1087,  834, 1937, 9906,   64,  236,   29,   36,  105, 1966,    0,    0,   55,  574,2478183, 2846, 1767, 4750,24104,  107,  444,   45,   85,  185, 4885,    0,    0,  129, 1165,6037157, 7031, 4316,11902,55523,  273, 1049,  110,  170,  418,12615,    0,    4,  367, 2908,9189098,10964, 6917,18589,89533,  444, 1729,  184,  291,  708,19466,    0,    4,  551, 4647
   58,673276, 1102,  835, 1965,10338,   70,  236,   22,   39,   99, 2137,    0,    0,   61,  608,2476935, 2966, 1764, 4704,25267,  121,  438,   40,   72,  184, 5283,    0,    0,  143, 1243,6034243, 7050, 4318,12102,58188,  301, 1075,  114,  165,  419,13714,    0,    4,  397, 3109,9184454,11118, 6917,18771,93793,  492, 1749,  176,  276,  702,21134,    0,    4,  601, 4960
   59,672783, 1127,  837, 1994,10767,   78,  245,   25,   32,   99, 2305,    0,    0,   71,  646,2475635, 3094, 1774, 4765,26358,  131,  450,   46,   88,  190, 5706,    0,    0,  154, 1323,6031254, 7144, 4384,12108,60977,  335, 1089,  100,  187,  424,14819,    0,    4,  437, 3321,9179672,11365, 6995,18867,98102,  544, 1784,  171,  307,  713,22830,    0,    4,  662, 5290
   60,672301, 1153,  860, 1969,11216,   87,  246,   21,   32,  100, 2467,    0,    1,   76,  681,2474360, 3144, 1783, 4882,27445,  143,  457,   42,   77,  190, 6120,    0,    0,  173, 1404,6028247, 7283, 4426,12184,63700,  362, 1087,  100,  185,  429,15933,    0,    6,  482, 3513,9174908,11580, 7069,19035,102361,  592, 1790,  163,  294,  719,24520,    0,    7,  731, 5598
   61,671807, 1159,  856, 1987,11680,   97,  234,   14,   24,   97, 2614,    0,    1,   80,  703,2473053, 3137, 1775, 5117,28514,  161,  465,   45,   77,  188, 6553,    0,    1,  185, 1486,6025274, 7353, 4475,12278,66429,  393, 1114,  115,  208,  438,17092,    0,    7,  519, 3738,9170134,11649, 7106,19382,106623,  651, 1813,  174,  309,  723,26259,    0,    9,  784, 5927
   62,671293, 1221,  848, 2015,12103,  106,  232,   23,   21,  100, 2772,    0,    2,   86,  740,2471689, 3191, 1798, 5288,29616,  175,  471,   45,   87,  193, 6999,    0,    2,  197, 1580,6022196, 7396, 4490,12538,69156,  426, 1125,  116,  199,  436,18252,    0,    9,  561, 3967,9165178,11808, 7136,19841,110875,  707, 1828,  184,  307,  729,28023,    0,   13,  844, 6287
   63,670809, 1186,  847, 2066,12562,  116,  235,   25,   35,  101, 2947,    0,    2,   87,  786,2470371, 3239, 1830, 5339,30785,  193,  478,   51,   82,  195, 7447,    0,    2,  206, 1674,6018891, 7738, 4547,12628,71938,  460, 1124,   96,  182,  441,19379,    0,   12,  578, 4172,9160071,12163, 7224,20033,115285,  769, 1837,  172,  299,  737,29773,    0,   16,  871, 6632
   64,670279, 1242,  857, 2065,13019,  124,  231,   19,   28,   98, 3110,    0,    2,   90,  822,2469041, 3251, 1845, 5470,31940,  210,  476,   37,   78,  187, 7883,    0,    2,  223, 1755,6015847, 7655, 4594,12869,74747,  490, 1159,  129,  167,  448,20538,    0,   14,  605, 4387,9155167,12148, 7296,20404,119706,  824, 1866,  185,  273,  733,31531,    0,   18,  918, 6964
   65,669774, 1248,  847, 2087,13500,  130,  230,   18,   24,   93, 3270,    0,    2,   95,  856,2467729, 3224, 1839, 5573,33162,  230,  468,   45,   79,  194, 8338,    0,    2,  239, 1826,6012618, 7762, 4606,13133,77568,  515, 1166,  103,  230,  453,21746,    0,   17,  634, 4609,9150121,12234, 7292,20793,124230,  875, 1864,  166,  333,  740,33354,    0,   21,  968, 7291
   66,669250, 1267,  844, 2111,13975,  139,  233,   21,   39,   93, 3450,    0,    2,  104,  894,2466402, 3254, 1857, 5613,34389,  242,  465,   35,   75,  193, 8778,    0,    2,  257, 1903,6009285, 7995, 4637,13216,80516,  553, 1181,  120,  174,  456,22925,    0,   19,  663, 4834,9144937,12516, 7338,20940,128880,  934, 1879,  176,  288,  742,35153,    0,   23, 1024, 7631
