state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,encounters_rate_norm,daily_encounter_diff,AverageDiff
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,12/27/2020,1,POST,D+,2.3,-0.254100486,D,2,-0.018148596,F,1,-0.846908561,2.071695812,1.071695812,0.266482243
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,12/28/2020,2,POST,D,2,-0.299768105,D,2,0.59241941,F,1,-0.81217693,1.986735784,0.986735784,0.426462363
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,12/29/2020,3,POST,D,2,-0.355767808,D,2,0.511481743,F,1,-0.816040088,1.996185787,0.996185787,0.383966574
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,12/30/2020,4,POST,D,2,-0.300131608,D,2,0.42899676,F,1,-0.816003296,1.996095787,0.996095787,0.374986979
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,12/31/2020,5,POST,D,2,-0.366552701,D,2,0.266557794,F,1,-0.818725903,2.002755789,1.002755789,0.300920294
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/1/2021,6,POST,C-,2.7,-0.47265927,C,3,-0.218139436,F,1,-0.891316484,2.180325848,1.180325848,0.163175714
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/2/2021,7,POST,D-,1.7,-0.223578722,F,1,0.228619727,F,1,-0.7737661,1.892775752,0.892775752,0.299272252
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/3/2021,1,POST,D+,2.3,-0.35257455,D,2,-0.1251142,F,1,-0.844995378,2.06701581,1.06701581,0.196442353
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/4/2021,2,POST,D+,2.3,-0.324119728,D,2,0.073669216,F,1,-0.885760895,2.166735844,1.166735844,0.305428444
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/5/2021,3,POST,D+,2.3,-0.325675886,D,2,-0.028114174,F,1,-0.900477688,2.202735856,1.202735856,0.282981932
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/6/2021,4,POST,D+,2.3,-0.32566294,D,2,0.12916314,F,1,-0.879579842,2.151615839,1.151615839,0.318372013
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/7/2021,5,POST,D+,2.3,-0.304791585,D,2,-0.012779636,F,1,-0.882670368,2.159175841,1.159175841,0.280534873
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/8/2021,6,POST,D+,2.3,-0.327113451,D,2,-0.031574486,F,1,-0.8407643,2.056665807,1.056665807,0.23265929
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/9/2021,7,POST,D,2,-0.222103549,F,1,-0.028411984,F,1,-0.860926306,2.105985823,1.105985823,0.285156763
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/10/2021,1,POST,D+,2.3,-0.358058875,D,2,-0.154250722,F,1,-0.874097836,2.138205834,1.138205834,0.208632079
MD,24,Maryland,24035,Queen Anne's County,50251,2021-01-25 13:52:04.598522 UTC,1/11/2021,2,POST,D+,2.3,-0.321544951,D,2,-0.014027808,F,1,-0.903273878,2.209575858,1.209575858,0.291334366
MD,24,Maryland,24035,Queen Anne's County,,2021-01-25 13:52:04.598522 UTC,1/12/2021,3,,B,4,-0.308386126,,,0.010631094,,,-0.910043603,2.226135863,1.226135863,0.309460277
