Date,VisitEnc,RestNum50,RestNum25,RestNumClosed
2020-05-11,-0.512231402,-1,-1,-1
2020-05-12,-0.537109784,-1,-1,-1
2020-05-13,-0.518185794,-1,-1,-1
2020-05-14,-0.505373366,-0.9982,-0.9982,-0.9982
2020-05-15,-0.481018803,-0.9994,-0.9994,-0.9994
2020-05-16,-0.525044427,-0.9997,-0.9997,-0.9997
2020-05-17,-0.542209821,-1,-1,-1
2020-05-18,-0.497331452,-0.9917,-0.9917,-0.9917
2020-05-19,-0.426453821,-0.9952,-0.9952,-0.9952
2020-05-20,-0.456464544,-0.9886,-0.9886,-0.9886
2020-05-21,-0.481498435,-0.9831,-0.9831,-0.9831
2020-05-22,-0.497775383,-0.9862,-0.9862,-0.9862
2020-05-23,-0.492259136,-0.9919,-0.9919,-0.9919
2020-05-24,-0.473276445,-0.996,-0.996,-0.996
2020-05-25,-0.446079285,-0.9992,-0.9992,-0.9992
2020-05-26,-0.415029517,-0.9961,-0.9961,-0.9961
2020-05-27,-0.404142298,-0.9913,-0.9913,-0.9913
2020-05-28,-0.453987647,-0.9923,-0.9923,-0.9923
2020-05-29,-0.334874151,-0.9641,-0.9641,-0.9641
2020-05-30,-0.471732963,-0.9374,-0.9374,-0.9374
2020-05-31,-0.49566208,-0.9441,-0.9441,-0.9441
2020-06-01,-0.2875237,-0.9157,-0.9157,-0.9157
2020-06-02,-0.38525458,-0.9232,-0.9232,-0.9232
2020-06-03,-0.273863568,-0.8933,-0.8933,-0.8933
2020-06-04,-0.387169163,-0.8997,-0.8997,-0.8997
2020-06-05,-0.431769501,-0.9252,-0.9252,-0.9252
2020-06-06,-0.425932303,-0.8564,-0.8564,-0.8564
2020-06-07,-0.413474298,-0.8292,-0.8292,-0.8292
2020-06-08,-0.301460406,-0.8132,-0.8132,-0.8132
2020-06-09,-0.272217243,-0.8465,-0.8465,-0.8465
2020-06-10,-0.338258409,-0.8683,-0.8683,-0.8683
2020-06-11,-0.366016591,-0.8753,-0.8753,-0.8753
2020-06-12,-0.329649942,-0.772,-0.772,-0.772
2020-06-13,-0.34006703,-0.7846,-0.7846,-0.7846
2020-06-14,-0.303425522,-0.8685,-0.8685,-0.8685
2020-06-15,-0.254746739,-0.7506,-0.7506,-0.7506
2020-06-16,-0.226730273,-0.7427,-0.7427,-0.7427
2020-06-17,-0.276536588,-0.835,-0.835,-0.835
2020-06-18,-0.307509541,-0.7358,-0.7358,-0.7358
2020-06-19,-0.294116383,-0.7366,-0.7366,-0.7366
2020-06-20,-0.300294676,-0.7231,-0.7231,-0.7231
2020-06-21,-0.309520015,-0.5662,-0.5662,-0.5662
2020-06-22,-0.286291163,-0.7547,-0.7547,-0.7547
2020-06-23,-0.192689828,-0.7309,-0.7309,-0.7309
2020-06-24,-0.18328511,-0.688,-0.688,-0.688
2020-06-25,-0.255425949,-0.6802,-0.6802,-0.6802
2020-06-26,-0.275413504,-0.6404,-0.6404,-0.6404
2020-06-27,-0.314242535,-0.6696,-0.6696,-0.6696
2020-06-28,-0.256061297,-0.6894,-0.6894,-0.6894
2020-06-29,-0.276541106,-0.692,-0.692,-0.692
2020-06-30,-0.163279358,-0.6277,-0.6277,-0.6277
2020-07-01,-0.169032533,-0.6718,-0.6718,-0.6718
2020-07-02,-0.210311768,-0.628,-0.628,-0.628
2020-07-03,-0.256272749,-0.6453,-0.6453,-0.6453
2020-07-04,-0.1,-0.7863,-0.7863,-0.7863
2020-07-05,-0.311670446,-0.6992,-0.6992,-0.6992
2020-07-06,-0.214594972,-0.7105,-0.7105,-0.7105
2020-07-07,-0.175376753,-0.7256,-0.7256,-0.7256
2020-07-08,-0.171995191,-0.7149,-0.7149,-0.7149
2020-07-09,-0.273473081,-0.6382,-0.6382,-0.6382
2020-07-10,-0.306271276,-0.6721,-0.6721,-0.6721
2020-07-11,-0.31871444,-0.6618,-0.6618,-0.6618
2020-07-12,-0.297331621,-0.6836,-0.6836,-0.6836
2020-07-13,-0.171979534,-0.6868,-0.6868,-0.6868
2020-07-14,-0.159333039,-0.686,-0.686,-0.686
2020-07-15,-0.15465965,-0.6523,-0.6523,-0.6523
2020-07-16,-0.215835634,-0.6387,-0.6387,-0.6387
2020-07-17,-0.262050346,-0.6267,-0.6267,-0.6267
2020-07-18,-0.2415753,-0.6118,-0.6118,-0.6118
2020-07-19,-0.251893142,-0.6872,-0.6872,-0.6872
2020-07-20,-0.227700273,-0.7102,-0.7102,-0.7102
2020-07-21,-0.179386653,-0.6889,-0.6889,-0.6889
2020-07-22,-0.249739159,-0.7768,-0.7768,-0.7768
2020-07-23,-0.210671216,-0.7113,-0.7113,-0.7113
2020-07-24,-0.249823989,-0.7088,-0.7088,-0.7088
2020-07-25,-0.254734103,-0.6593,-0.6593,-0.6593
2020-07-26,-0.236103751,-0.681,-0.681,-0.681
2020-07-27,-0.207293383,-0.6761,-0.6761,-0.6761
2020-07-28,-0.160769271,-0.7133,-0.7133,-0.7133
2020-07-29,-0.15994365,-0.6747,-0.6747,-0.6747
2020-07-30,-0.220409757,-0.6843,-0.6843,-0.6843
2020-07-31,-0.280155257,-0.7132,-0.7132,-0.7132
2020-08-01,-0.293818271,-0.6744,-0.6744,-0.6744
2020-08-02,-0.264125734,-0.6929,-0.6929,-0.6929
2020-08-03,-0.221265249,-0.7856,-0.7856,-0.7856
2020-08-04,-0.256926582,-0.7631,-0.7631,-0.7631
2020-08-05,-0.174799374,-0.6217,-0.6217,-0.6217
2020-08-06,-0.253247821,-0.7085,-0.7085,-0.7085
2020-08-07,-0.294960106,-0.6528,-0.6528,-0.6528
2020-08-08,-0.274270304,-0.5976,-0.5976,-0.5976
2020-08-09,-0.250895533,-0.6584,-0.6584,-0.6584
2020-08-10,-0.229575033,-0.6798,-0.6798,-0.6798
2020-08-11,-0.217985696,-0.6577,-0.6577,-0.6577
2020-08-12,-0.240420252,-0.698,-0.698,-0.698
2020-08-13,-0.300594959,-0.6794,-0.6794,-0.6794
2020-08-14,-0.254108799,-0.6317,-0.6317,-0.6317
2020-08-15,-0.249963247,-0.5916,-0.5916,-0.5916
2020-08-16,-0.243067976,-0.6204,-0.6204,-0.6204
2020-08-17,-0.227639853,-0.6559,-0.6559,-0.6559
2020-08-18,-0.199576667,-0.5767,-0.5767,-0.5767
2020-08-19,-0.231772567,-0.5971,-0.5971,-0.5971
2020-08-20,-0.233338422,-0.563,-0.563,-0.563
2020-08-21,-0.255942377,-0.5294,-0.5294,-0.5294
2020-08-22,-0.277037312,-0.5571,-0.5571,-0.5571
2020-08-23,-0.22757304,-0.6011,-0.6011,-0.6011
2020-08-24,-0.202651386,-0.5626,-0.5626,-0.5626
2020-08-25,-0.194807251,-0.5635,-0.5635,-0.5635
2020-08-26,-0.201151523,-0.4957,-0.4957,-0.4957
2020-08-27,-0.229790556,-0.5423,-0.5423,-0.5423
2020-08-28,-0.345573427,-0.5854,-0.5854,-0.5854
2020-08-29,-0.256418447,-0.5636,-0.5636,-0.5636
2020-08-30,-0.226552823,-0.5615,-0.5615,-0.5615
2020-08-31,-0.30098643,-0.789,-0.789,-0.789
2020-09-01,-0.226810235,-0.4727,-0.4727,-0.4727
2020-09-02,-0.209381658,-0.4927,-0.4927,-0.4927
2020-09-03,-0.280513681,-0.5632,-0.5632,-0.5632
2020-09-04,-0.283282372,-0.4619,-0.4619,-0.4619
2020-09-05,-0.230253197,-0.4867,-0.4867,-0.4867
2020-09-06,-0.163505671,-0.3315,-0.3315,-0.3315
2020-09-07,-0.156294426,-0.1084,-0.1084,-0.1084
2020-09-08,-0.283675006,-0.6429,-0.6429,-0.6429
2020-09-09,-0.296255288,-0.6604,-0.6604,-0.6604
2020-09-10,-0.383794677,-0.6882,-0.6882,-0.6882
2020-09-11,-0.281242903,-0.5524,-0.5524,-0.5524
2020-09-12,-0.246013703,-0.4933,-0.4933,-0.4933
2020-09-13,-0.208466837,-0.53,-0.53,-0.53
2020-09-14,-0.298400837,-0.6094,-0.6094,-0.6094
2020-09-15,-0.249560778,-0.5884,-0.5884,-0.5884
2020-09-16,-0.24646767,-0.5725,-0.5725,-0.5725
2020-09-17,-0.33261285,-0.5769,-0.5769,-0.5769
2020-09-18,-0.294651979,-0.5119,-0.5119,-0.5119
2020-09-19,-0.24106063,-0.4923,-0.4923,-0.4923
2020-09-20,-0.287690208,-0.5208,-0.5208,-0.5208
2020-09-21,-0.319410175,-0.5884,-0.5884,-0.5884
2020-09-22,-0.331687911,-0.583,-0.583,-0.583
2020-09-23,-0.276143558,-0.5037,-0.5037,-0.5037
2020-09-24,-0.333276118,-0.5603,-0.5603,-0.5603
2020-09-25,-0.279635443,-0.5432,-0.5432,-0.5432
2020-09-26,-0.234041735,-0.5355,-0.5355,-0.5355
2020-09-27,-0.249787815,-0.5014,-0.5014,-0.5014
2020-09-28,-0.288250122,-0.5138,-0.5138,-0.5138
2020-09-29,-0.323613593,-0.6199,-0.6199,-0.6199
2020-09-30,-0.264907021,-0.4924,-0.4924,-0.4924
2020-10-01,-0.321491409,-0.5145,-0.5145,-0.5145
2020-10-02,-0.325406429,-0.4876,-0.4876,-0.4876
2020-10-03,-0.253256465,-0.4759,-0.4759,-0.4759
2020-10-04,-0.265858357,-0.4614,-0.4614,-0.4614
2020-10-05,-0.373281921,-0.4242,-0.4242,-0.4242
2020-10-06,-0.268805489,-0.478,-0.478,-0.478
2020-10-07,-0.290261951,-0.4623,-0.4623,-0.4623
2020-10-08,-0.346280398,-0.5325,-0.5325,-0.5325
2020-10-09,-0.355208849,-0.4403,-0.4403,-0.4403
2020-10-10,-0.313633996,-0.4432,-0.4432,-0.4432
2020-10-11,-0.379494473,-0.5825,-0.5825,-0.5825
2020-10-12,-0.351814233,-0.6664,-0.6664,-0.6664
2020-10-13,-0.28312824,-0.5969,-0.5969,-0.5969
2020-10-14,-0.254801126,-0.4011,-0.4011,-0.4011
2020-10-15,-0.309429941,-0.3727,-0.3727,-0.3727
2020-10-16,-0.31664466,-0.533,-0.533,-0.533
2020-10-17,-0.23400698,-0.4395,-0.4395,-0.4395
2020-10-18,-0.266897401,-0.3865,-0.3865,-0.3865
2020-10-19,-0.330225177,-0.5617,-0.5617,-0.5617
2020-10-20,-0.295473696,-0.4948,-0.4948,-0.4948
2020-10-21,-0.304944246,-0.4563,-0.4563,-0.4563
2020-10-22,-0.363735698,-0.4811,-0.4811,-0.4811
2020-10-23,-0.330912365,-0.4032,-0.4032,-0.4032
2020-10-24,-0.280572385,-0.3827,-0.3827,-0.3827
2020-10-25,-0.346368848,-0.6071,-0.6071,-0.6071
2020-10-26,-0.391781929,-0.6181,-0.6181,-0.6181
2020-10-27,-0.31682218,-0.555,-0.555,-0.555
2020-10-28,-0.293074011,-0.4488,-0.4488,-0.4488
2020-10-29,-0.402345792,-0.4201,-0.4201,-0.4201
2020-10-30,-0.29849868,-0.5082,-0.5082,-0.5082
2020-10-31,-0.323409813,-0.6384,-0.6384,-0.6384
2020-11-01,-0.388284205,-0.6383,-0.6383,-0.6383
2020-11-02,-0.361264166,-0.6004,-0.6004,-0.6004
2020-11-03,-0.281295363,-0.572,-0.572,-0.572
2020-11-04,-0.368103232,-0.5476,-0.5476,-0.5476
2020-11-05,-0.458585468,-0.4871,-0.4871,-0.4871
2020-11-06,-0.397827927,-0.4204,-0.4204,-0.4204
2020-11-07,-0.27461016,-0.3969,-0.3969,-0.3969
2020-11-08,-0.350513341,-0.4536,-0.4536,-0.4536
2020-11-09,-0.369866428,-0.6746,-0.6746,-0.6746
2020-11-10,-0.305358177,-0.4033,-0.4033,-0.4033
2020-11-11,-0.298932962,-0.529,-0.529,-0.529
2020-11-12,-0.434858851,-0.6656,-0.6656,-0.6656
2020-11-13,-0.33790967,-0.5593,-0.5593,-0.5593
2020-11-14,-0.310154015,-0.5341,-0.5341,-0.5341
2020-11-15,-0.364390226,-0.6158,-0.6158,-0.6158
2020-11-16,-0.38126448,-0.6319,-0.6319,-0.6319
2020-11-17,-0.371500874,-0.7082,-0.7082,-0.7082
2020-11-18,-0.364986559,-0.693,-0.693,-0.693
2020-11-19,-0.423808305,-0.7008,-0.7008,-0.7008
2020-11-20,-0.369811488,-0.6459,-0.6459,-0.6459
2020-11-21,-0.327199113,-0.6011,-0.6011,-0.6011
2020-11-22,-0.324190412,-0.6763,-0.6763,-0.6763
2020-11-23,-0.351858654,-0.7047,-0.7047,-0.7047
2020-11-24,-0.266560633,-0.711,-0.711,-0.711
2020-11-25,-0.3109474,-0.722,-0.722,-0.722
2020-11-26,-0.29703226,-0.7537,-0.7537,-0.7537
2020-11-27,-0.28311712,-0.7344,-0.7344,-0.7344
2020-11-28,-0.292855641,-0.6531,-0.6531,-0.6531
2020-11-29,-0.391781929,-0.5508,-0.5508,-0.5508
2020-11-30,-0.31682218,-0.7611,-0.7611,-0.7611
2020-12-01,-0.293074011,-0.767,-0.767,-0.767
2020-12-02,-0.402345792,-0.748,-0.748,-0.748
2020-12-03,-0.29849868,-0.719714286,-0.75,-0.783714286
2020-12-04,-0.323409813,-0.75,-0.75,-0.819428571
2020-12-05,-0.388284205,-0.75,-0.75,-0.855142857
2020-12-06,-0.361264166,-0.75,-0.75,-0.890857143
2020-12-07,-0.281295363,-0.75,-0.75,-0.926571429
2020-12-08,-0.368103232,-0.75,-0.75,-0.962285714
2020-12-09,-0.458585468,-0.75,-0.75,-1
2020-12-10,-0.397827927,-0.75,-0.75,-1
2020-12-11,-0.27461016,-0.75,-0.75,-1
2020-12-12,-0.350513341,-0.75,-0.75,-1
2020-12-13,-0.369866428,-0.75,-0.75,-1
2020-12-14,-0.305358177,-0.75,-0.75,-1
2020-12-15,-0.298932962,-0.75,-0.75,-1
2020-12-16,-0.434858851,-0.75,-0.75,-1
2020-12-17,-0.33790967,-0.75,-0.75,-1
2020-12-18,-0.310154015,-0.75,-0.75,-1
2020-12-19,-0.364390226,-0.75,-0.75,-1
2020-12-20,-0.391781929,-0.75,-0.75,-1
2020-12-21,-0.31682218,-0.75,-0.75,-1
2020-12-22,-0.293074011,-0.75,-0.75,-1
2020-12-23,-0.402345792,-0.75,-0.75,-1
2020-12-24,-0.29849868,-0.75,-0.75,-1
2020-12-25,-0.323409813,-0.75,-0.75,-1
2020-12-26,-0.388284205,-0.75,-0.75,-1
2020-12-27,-0.361264166,-0.75,-0.75,-1
2020-12-28,-0.281295363,-0.75,-0.75,-1
2020-12-29,-0.368103232,-0.75,-0.75,-1
2020-12-30,-0.458585468,-0.75,-0.75,-1
2020-12-31,-0.397827927,-0.75,-0.75,-1
2021-01-01,-0.27461016,-0.75,-0.75,-1
2021-01-02,-0.350513341,-0.75,-0.75,-1
2021-01-03,-0.369866428,-0.75,-0.75,-1
2021-01-04,-0.305358177,-0.75,-0.75,-1
2021-01-05,-0.298932962,-0.75,-0.75,-1
2021-01-06,-0.434858851,-0.75,-0.75,-1
2021-01-07,-0.33790967,-0.75,-0.75,-1
2021-01-08,-0.310154015,-0.75,-0.75,-1
2021-01-09,-0.364390226,-0.75,-0.75,-1
2021-01-10,-0.391781929,-0.75,-0.75,-1
2021-01-11,-0.31682218,-0.75,-0.75,-1
2021-01-12,-0.293074011,-0.75,-0.75,-1
2021-01-13,-0.402345792,-0.75,-0.75,-1
2021-01-14,-0.29849868,-0.75,-0.75,-1
2021-01-15,-0.323409813,-0.75,-0.75,-1
2021-01-16,-0.388284205,-0.75,-0.75,-1
2021-01-17,-0.361264166,-0.75,-0.75,-1
2021-01-18,-0.281295363,-0.75,-0.75,-1
2021-01-19,-0.368103232,-0.75,-0.75,-1
2021-01-20,-0.458585468,-0.75,-0.75,-1
2021-01-21,-0.397827927,-0.75,-0.75,-1
2021-01-22,-0.27461016,-0.75,-0.75,-1
2021-01-23,-0.350513341,-0.75,-0.75,-1
2021-01-24,-0.369866428,-0.75,-0.75,-1
2021-01-25,-0.305358177,-0.75,-0.75,-1
2021-01-26,-0.298932962,-0.75,-0.75,-1
2021-01-27,-0.434858851,-0.75,-0.75,-1
2021-01-28,-0.33790967,-0.75,-0.75,-1
2021-01-29,-0.310154015,-0.75,-0.75,-1
2021-01-30,-0.364390226,-0.75,-0.75,-1
2021-01-31,-0.391781929,-0.75,-0.75,-1
2021-02-01,-0.31682218,-0.75,-0.75,-1
2021-02-02,-0.293074011,-0.75,-0.75,-1
2021-02-03,-0.402345792,-0.75,-0.75,-1
2021-02-04,-0.29849868,-0.75,-0.75,-1
2021-02-05,-0.323409813,-0.75,-0.75,-1
2021-02-06,-0.388284205,-0.75,-0.75,-1
2021-02-07,-0.361264166,-0.75,-0.75,-1
2021-02-08,-0.281295363,-0.75,-0.75,-1
2021-02-09,-0.368103232,-0.75,-0.75,-1
2021-02-10,-0.458585468,-0.75,-0.75,-1
2021-02-11,-0.397827927,-0.75,-0.75,-1
2021-02-12,-0.27461016,-0.75,-0.75,-1
2021-02-13,-0.350513341,-0.75,-0.75,-1
2021-02-14,-0.369866428,-0.75,-0.75,-1
2021-02-15,-0.305358177,-0.75,-0.75,-1
2021-02-16,-0.298932962,-0.75,-0.75,-1
2021-02-17,-0.434858851,-0.75,-0.75,-1
2021-02-18,-0.33790967,-0.75,-0.75,-1
2021-02-19,-0.310154015,-0.75,-0.75,-1
2021-02-20,-0.364390226,-0.75,-0.75,-1
2021-02-21,-0.391781929,-0.75,-0.75,-1
2021-02-22,-0.31682218,-0.75,-0.75,-1
2021-02-23,-0.293074011,-0.75,-0.75,-1
2021-02-24,-0.402345792,-0.75,-0.75,-1
2021-02-25,-0.29849868,-0.75,-0.75,-1
2021-02-26,-0.323409813,-0.75,-0.75,-1
2021-02-27,-0.388284205,-0.75,-0.75,-1
2021-02-28,-0.361264166,-0.75,-0.75,-1
2021-03-01,-0.281295363,-0.728571429,-0.728571429,-0.978571429
2021-03-02,-0.368103232,-0.707142857,-0.707142857,-0.957142857
2021-03-03,-0.458585468,-0.685714286,-0.685714286,-0.935714286
2021-03-04,-0.397827927,-0.664285714,-0.664285714,-0.914285714
2021-03-05,-0.27461016,-0.642857143,-0.642857143,-0.892857143
2021-03-06,-0.350513341,-0.621428571,-0.621428571,-0.871428571
2021-03-07,-0.369866428,-0.6,-0.6,-0.85
2021-03-08,-0.305358177,-0.578571429,-0.578571429,-0.828571429
2021-03-09,-0.298932962,-0.557142857,-0.557142857,-0.807142857
2021-03-10,-0.434858851,-0.535714286,-0.535714286,-0.785714286
2021-03-11,-0.33790967,-0.514285714,-0.514285714,-0.764285714
2021-03-12,-0.310154015,-0.492857143,-0.492857143,-0.742857143
2021-03-13,-0.364390226,-0.471428571,-0.471428571,-0.721428571
2021-03-14,-0.391781929,-0.45,-0.45,-0.7
2021-03-15,-0.31682218,-0.428571429,-0.428571429,-0.678571429
2021-03-16,-0.293074011,-0.407142857,-0.407142857,-0.657142857
2021-03-17,-0.402345792,-0.385714286,-0.385714286,-0.635714286
2021-03-18,-0.29849868,-0.364285714,-0.364285714,-0.614285714
2021-03-19,-0.323409813,-0.342857143,-0.342857143,-0.592857143
2021-03-20,-0.388284205,-0.321428571,-0.321428571,-0.571428571
2021-03-21,-0.361264166,-0.3,-0.3,-0.55
2021-03-22,-0.281295363,-0.278571429,-0.278571429,-0.528571429
2021-03-23,-0.368103232,-0.257142857,-0.257142857,-0.507142857
2021-03-24,-0.458585468,-0.25,-0.25,-0.485714286
2021-03-25,-0.397827927,-0.25,-0.25,-0.464285714
2021-03-26,-0.27461016,-0.25,-0.25,-0.442857143
2021-03-27,-0.350513341,-0.25,-0.25,-0.421428571
2021-03-28,-0.369866428,-0.25,-0.25,-0.4
2021-03-29,-0.305358177,-0.25,-0.25,-0.378571429
2021-03-30,-0.298932962,-0.25,-0.25,-0.357142857
2021-03-31,-0.434858851,-0.25,-0.25,-0.335714286
2021-04-01,-0.33790967,-0.25,-0.25,-0.314285714
2021-04-02,-0.310154015,-0.25,-0.25,-0.292857143
2021-04-03,-0.364390226,-0.25,-0.25,-0.271428571
2021-04-04,-0.391781929,-0.25,-0.25,-0.25
2021-04-05,-0.31682218,-0.25,-0.25,-0.25
2021-04-06,-0.293074011,-0.25,-0.25,-0.25
2021-04-07,-0.402345792,-0.25,-0.25,-0.25
2021-04-08,-0.29849868,-0.25,-0.25,-0.25
2021-04-09,-0.323409813,-0.25,-0.25,-0.25
2021-04-10,-0.388284205,-0.25,-0.25,-0.25
2021-04-11,-0.361264166,-0.25,-0.25,-0.25
2021-04-12,-0.281295363,-0.25,-0.25,-0.25
2021-04-13,-0.368103232,-0.25,-0.25,-0.25
2021-04-14,-0.458585468,-0.25,-0.25,-0.25
2021-04-15,-0.397827927,-0.25,-0.25,-0.25
2021-04-16,-0.371306065,-0.25,-0.25,-0.25
2021-04-17,-0.344784203,-0.25,-0.25,-0.25
2021-04-18,-0.318262341,-0.25,-0.25,-0.25
2021-04-19,-0.291740479,-0.25,-0.25,-0.25
2021-04-20,-0.265218618,-0.25,-0.25,-0.25
2021-04-21,-0.238696756,-0.25,-0.25,-0.25
2021-04-22,-0.212174894,-0.25,-0.25,-0.25
2021-04-23,-0.185653032,-0.25,-0.25,-0.25
2021-04-24,-0.159131171,-0.25,-0.25,-0.25
2021-04-25,-0.132609309,-0.25,-0.25,-0.25
2021-04-26,-0.106087447,-0.25,-0.25,-0.25
2021-04-27,-0.079565585,-0.25,-0.25,-0.25
2021-04-28,-0.053043724,-0.25,-0.25,-0.25
2021-04-29,-0.026521862,-0.25,-0.25,-0.25
2021-04-30,0,-0.25,-0.25,-0.25
2021-05-01,0,-0.232142857,-0.232142857,-0.232142857
2021-05-02,0,-0.214285714,-0.214285714,-0.214285714
2021-05-03,0,-0.196428571,-0.196428571,-0.196428571
2021-05-04,0,-0.178571429,-0.178571429,-0.178571429
2021-05-05,0,-0.160714286,-0.160714286,-0.160714286
2021-05-06,0,-0.142857143,-0.142857143,-0.142857143
2021-05-07,0,-0.125,-0.125,-0.125
2021-05-08,0,-0.107142857,-0.107142857,-0.107142857
2021-05-09,0,-0.089285714,-0.089285714,-0.089285714
2021-05-10,0,-0.071428571,-0.071428571,-0.071428571
2021-05-11,0,-0.053571429,-0.053571429,-0.053571429
2021-05-12,0,-0.035714286,-0.035714286,-0.035714286
2021-05-13,0,-0.017857143,-0.017857143,-0.017857143
2021-05-14,0,0,0,0
2021-05-15,0,0,0,0
2021-05-16,0,0,0,0
2021-05-17,0,0,0,0
2021-05-18,0,0,0,0
2021-05-19,0,0,0,0
2021-05-20,0,0,0,0
2021-05-21,0,0,0,0
2021-05-22,0,0,0,0
2021-05-23,0,0,0,0
2021-05-24,0,0,0,0
2021-05-25,0,0,0,0
2021-05-26,0,0,0,0
2021-05-27,0,0,0,0
2021-05-28,0,0,0,0
2021-05-29,0,0,0,0
2021-05-30,0,0,0,0
2021-05-31,0,0,0,0
2021-06-01,0,0,0,0
2021-06-02,0,0,0,0
2021-06-03,0,0,0,0
2021-06-04,0,0,0,0
2021-06-05,0,0,0,0
2021-06-06,0,0,0,0
2021-06-07,0,0,0,0
2021-06-08,0,0,0,0
2021-06-09,0,0,0,0
2021-06-10,0,0,0,0
2021-06-11,0,0,0,0
2021-06-12,0,0,0,0
2021-06-13,0,0,0,0
2021-06-14,0,0,0,0
2021-06-15,0,0,0,0
