Num,startDate,AG04AsymptomaticRate,AG04HospRate,AG04MortalityRate,AG517AsymptomaticRate,AG517HospRate,AG517MortalityRate,AG1849AsymptomaticRate,AG1849HospRate,AG1849MortalityRate,AG5064AsymptomaticRate,AG5064HospRate,AG5064MortalityRate,AG65AsymptomaticRate,AG65HospRate,AG65MortalityRate,IncubationTime,mildContagiousTime,symptomaticTime,hospitalSymptomaticTime,ICURate,ICUtime,PostICUTime,preHospTime,EDVisit,preContagiousTime,postContagiousTime,NumInfStart,householdcontactRate,ProbabilityOfTransmissionPerContact,symptomaticContactRateReduction,hospitalSymptomaticContactRateReduction,ImportationRate,InterventionRate,InterventionRateLow,InterventionMobilityEffect,AsymptomaticReducationTrans,InterventionPerIncrease,locked,InterventionEndPerIncrease
121,2020-02-10,0.99,0.01,0.0002,0.99,0.01,0.0002,0.859845517,0.047997774,0.035004367,0.800256503,0.234976431,0.148533745,0.843669358,0.249189639,0.347250922,3.585786351,5.668575761,9.523733737,5.097933434,0.168367305,15.32683519,4.758234743,5.91947493,0.394311173,1.747482439,1.990669606,51,36,0.037137133,0.707552612,0.576664708,7,0.29,0.49,0.76,0.887963431,0.42,0,0.797661038
122,2020-02-14,0.99,0.01,0.0002,0.99,0.01,0.0002,0.857347458,0.030280617,0.039872381,0.742199255,0.240363305,0.116334023,0.778182835,0.243954107,0.337123405,2.937665251,4.448082083,8.620376699,6.688535522,0.214015936,17.41391261,4.10441608,6.214151457,0.228649657,1.004681893,1.14581354,37,36,0.039483866,0.835839884,0.6856939,9,0.38,0.6,0.77,0.875242949,0.35,0,0.556471838
123,2020-02-13,0.99,0.01,0.0002,0.99,0.01,0.0002,0.93841489,0.045501726,0.039190651,0.831980587,0.269703788,0.124374991,0.814489777,0.253172766,0.369933407,3.777040346,5.671701584,9.304461814,5.526864243,0.183251089,15.77034642,3.803646823,7.728896635,0.212792539,2.992611472,1.844941055,51,36,0.041211519,0.631998024,0.747635621,10,0.37,0.52,0.79,0.805169364,0.36,0,0.72398764
124,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.890328012,0.033659112,0.030914264,0.790159703,0.253408187,0.140804824,0.892926255,0.258053164,0.305475307,2.281011105,5.915403771,8.624897639,6.72212162,0.172817371,17.2255108,3.256838334,7.664213704,0.274094582,1.38808578,1.724343803,100,36,0.038066012,0.691547537,0.843015495,3,0.28,0.49,0.83,0.896335015,0.18,0,0.92783194
125,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.866677975,0.044982166,0.026755982,0.741941405,0.264617105,0.103717905,0.799142578,0.269545881,0.308271406,3.390805793,5.519105187,9.376850658,6.081134662,0.237972499,15.62811456,3.956208399,5.660730016,0.296489194,1.808241653,1.673718207,5,36,0.041455143,0.673203191,0.527955202,10,0.14,0.52,0.74,0.795724286,0.25,0,0.874279791
126,2020-02-14,0.99,0.01,0.0002,0.99,0.01,0.0002,0.863181947,0.034557499,0.022843867,0.700847939,0.249293271,0.137815281,0.831441009,0.247150728,0.339287398,2.926135412,5.796936962,8.401962389,6.290562076,0.193688711,16.04591303,3.824337412,7.365999148,0.379450428,1.101089862,1.457379373,59,36,0.039562476,0.756219429,0.714245096,7,0.32,0.59,0.71,0.706275918,0.38,0,0.639916424
127,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.937629799,0.043963606,0.035592845,0.748133883,0.235592186,0.139394866,0.805020149,0.262176627,0.346571035,3.880893012,5.663511709,8.255848331,5.214676732,0.163725419,15.68450632,4.803535198,5.742736629,0.229467715,1.794395526,1.69296439,6,36,0.04111628,0.792520334,0.700497245,6,0.32,0.64,0.77,0.85707662,0.27,0,0.872269739
128,2020-02-13,0.99,0.01,0.0002,0.99,0.01,0.0002,0.88885773,0.046326427,0.035467393,0.84987296,0.242413657,0.141333311,0.700206948,0.234295359,0.336012044,2.656168043,4.847455121,9.758709224,6.177163399,0.219151193,17.16924194,4.55144495,6.030234574,0.249181685,2.612857277,1.166693645,87,36,0.040388461,0.646105652,0.699998993,7,0.38,0.47,0.8,0.751361741,0.38,0,0.553857749
129,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.933202764,0.035391467,0.03936716,0.855846016,0.264866471,0.128282969,0.822317933,0.242712912,0.321722097,3.475253556,4.95478874,9.885117903,6.750706425,0.23938742,16.51161615,4.727253416,6.323260494,0.315426673,2.458430748,1.277972687,29,36,0.038174935,0.866668837,0.739657991,5,0.12,0.62,0.85,0.877808907,0.13,0,0.133089243
130,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.931675959,0.044983062,0.029591742,0.850504282,0.231537369,0.14509869,0.803322791,0.259222152,0.346200325,3.63677373,5.791428193,8.390643591,5.595823055,0.162819586,15.69050597,3.691138148,6.537509988,0.371608843,2.137692096,1.565659632,98,36,0.041127764,0.703833803,0.575524801,5,0.15,0.61,0.75,0.792412356,0.15,0,0.605934716
131,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.90804169,0.042138705,0.021040054,0.719673896,0.260881158,0.143886255,0.784667856,0.235720974,0.343361896,3.513594851,5.22148959,9.830649283,6.682323212,0.171575793,17.22161002,4.718297727,5.968504502,0.318209493,2.970686578,1.42494811,76,36,0.039003297,0.622535697,0.630102111,9,0.3,0.49,0.89,0.787866386,0.35,0,0.882244764
132,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.853578541,0.037162129,0.026748121,0.857155678,0.239546328,0.132218285,0.70504221,0.255558357,0.369965833,2.878408867,5.035650766,8.368622792,5.13409765,0.231622735,15.06583667,3.487063278,5.28352925,0.21259703,2.864878925,1.417984068,100,36,0.041416355,0.785491114,0.713229607,4,0.17,0.49,0.87,0.835335627,0.41,0,0.974466855
133,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.936961821,0.042623048,0.033315927,0.71685383,0.266810912,0.122760772,0.747131617,0.254686518,0.348570648,2.989893314,4.944366784,8.673209505,5.249639509,0.220236163,14.40889569,4.638953893,6.416995601,0.263435724,1.72595155,1.388119925,18,36,0.037581817,0.887178608,0.57286082,9,0.39,0.63,0.81,0.794126397,0.11,0,0.850862454
134,2020-02-13,0.99,0.01,0.0002,0.99,0.01,0.0002,0.86236942,0.036842478,0.023096151,0.750670269,0.258104675,0.149054688,0.818605667,0.237637757,0.336530462,2.019701039,5.760576911,9.621595854,5.401735736,0.217794124,15.62904303,4.418334363,7.16048381,0.356812104,1.511941605,1.596577379,10,36,0.038118387,0.792932715,0.737127268,8,0.37,0.41,0.73,0.707225117,0.42,0,0.648035265
135,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.920949501,0.042350836,0.033365908,0.738432618,0.24142643,0.113079417,0.773038447,0.24418333,0.342638185,3.479480889,5.216308589,8.926859314,6.269402294,0.182814148,15.82827729,4.428407875,5.688214356,0.348856414,2.660502468,1.435138684,60,36,0.038249534,0.611954552,0.888877282,10,0.36,0.47,0.74,0.896807773,0.21,0,0.575127923
136,2020-02-12,0.99,0.01,0.0002,0.99,0.01,0.0002,0.854194726,0.044931731,0.023756374,0.784880483,0.237501823,0.112720798,0.740478796,0.267067035,0.322194589,2.038607691,5.610366806,9.332021421,6.886951238,0.212895464,15.90000679,3.14827117,7.283441229,0.223338306,2.114830036,1.035177554,35,36,0.038548754,0.809403913,0.832078471,8,0.18,0.44,0.85,0.657855123,0.49,0,0.195984638
137,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.923725866,0.040691147,0.026068058,0.723817718,0.242338159,0.115633247,0.842762191,0.245348403,0.340048744,2.533737136,5.7774262,8.640347721,6.534962958,0.20217052,17.09110984,3.655956296,6.556511669,0.342635374,1.188921483,1.278943903,27,36,0.037850622,0.687874132,0.506257669,7,0.14,0.55,0.76,0.827492244,0.37,0,0.101453571
138,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.925709415,0.037179878,0.037791737,0.800924905,0.238642104,0.114103003,0.806732379,0.242665683,0.331704988,2.582703329,5.62792659,9.107085245,6.600017762,0.209158831,15.9126235,3.224350838,7.384082127,0.29623864,2.008783562,1.732118702,51,36,0.041791556,0.747200784,0.78725629,8,0.14,0.62,0.73,0.631923759,0.27,0,0.339032475
139,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.94351339,0.035484893,0.033320506,0.716908489,0.269838392,0.122956951,0.838652837,0.236102199,0.302932406,3.601148939,4.872937791,8.57946494,6.75944174,0.167535031,16.8549783,3.66275289,5.067972552,0.220165141,2.39487647,1.616306707,80,36,0.041988225,0.818590202,0.511900031,9,0.17,0.4,0.77,0.765791923,0.44,0,0.959170084
140,2020-02-16,0.99,0.01,0.0002,0.99,0.01,0.0002,0.90131432,0.031218431,0.022670144,0.801562778,0.269395301,0.121659801,0.893204213,0.247761192,0.310960984,2.651440408,5.756225106,8.007078717,6.054136169,0.242885181,16.03312284,4.267438502,7.756129359,0.346531755,2.189298506,1.543312022,29,36,0.041758928,0.717355555,0.516955615,10,0.34,0.62,0.85,0.853821555,0.48,0,0.102241351
141,2020-02-03,0.99,0.01,0.0002,0.99,0.01,0.0002,0.863211422,0.035830622,0.026725069,0.742721217,0.240234922,0.134972339,0.762970841,0.268609624,0.316186024,2.708336363,5.92994273,8.771319041,5.058607493,0.216770522,14.09068714,3.492524331,7.391851928,0.323013876,2.383558604,1.156681841,4,36,0.038704847,0.653714385,0.83890987,4,0.34,0.63,0.77,0.884605513,0.18,0,0.342159686
142,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.879298141,0.04960602,0.021633469,0.80271553,0.257564244,0.101609505,0.745341099,0.24964601,0.352673017,2.481830036,5.499126113,9.11053957,6.476663875,0.221222948,16.45548968,3.759193703,6.421195826,0.247395266,2.348602404,1.739151607,68,36,0.038783089,0.669638032,0.693272,4,0.37,0.56,0.74,0.840084328,0.45,0,0.497845229
143,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.864972466,0.04410204,0.023423217,0.832994093,0.248388171,0.103869404,0.84705945,0.264332381,0.310980949,3.435782371,5.65460621,9.917203329,6.027167259,0.22168081,15.80061311,4.356742572,7.623039571,0.368433094,1.536074042,1.314203085,42,36,0.041443746,0.676831667,0.824570818,3,0.3,0.55,0.81,0.860101521,0.33,0,0.853457759
144,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.922276116,0.045724829,0.03433123,0.889636975,0.249982915,0.122128219,0.802672964,0.240924912,0.344477354,2.034396541,5.967447618,9.392841511,6.746966417,0.211167626,17.34285016,3.972246313,6.460642152,0.248603296,1.255618288,1.134205633,18,36,0.038455352,0.67233183,0.697924576,1,0.34,0.57,0.83,0.863173955,0.27,0,0.104805023
145,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.856554041,0.03677727,0.038093994,0.857249839,0.267365394,0.125424238,0.755209321,0.265969967,0.344284574,2.867605252,4.853662873,8.374414378,5.58728389,0.212566175,14.64979679,4.38568533,6.467712849,0.237600386,2.174520078,1.015766506,87,36,0.040806039,0.779888441,0.879801671,5,0.15,0.59,0.9,0.711605768,0.11,0,0.355783131
146,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.888164243,0.047580772,0.036425735,0.844751977,0.245463786,0.149849033,0.895470102,0.239569918,0.343386956,3.339849471,5.743684538,8.050404204,6.959398685,0.177785346,17.48423837,3.014655142,7.221974755,0.265044432,2.895903361,1.261254141,63,36,0.039442418,0.608745018,0.708627602,10,0.18,0.62,0.87,0.820292465,0.23,0,0.516549661
147,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.868546401,0.036371545,0.021253191,0.75608447,0.25158395,0.107613,0.848432849,0.264485085,0.341125279,2.349475302,4.4549422,9.315686729,6.270432274,0.238172936,16.98931284,3.367030079,5.2426151,0.307537649,1.038492856,1.253743817,59,36,0.040757815,0.826357044,0.539138167,5,0.26,0.58,0.89,0.831536396,0.44,0,0.217159073
148,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.921850208,0.047283293,0.023483763,0.727297696,0.25673307,0.147321091,0.869133048,0.230936949,0.31381089,3.584655322,5.826542325,8.132447595,5.134179438,0.218956501,15.35322811,4.829088249,6.354166267,0.321523911,1.473621878,1.173843883,61,36,0.041521805,0.735050148,0.605602914,8,0.33,0.44,0.88,0.713067756,0.22,0,0.732912935
149,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.863247497,0.048435231,0.025101898,0.792671795,0.238070704,0.116588541,0.762570742,0.24504715,0.305809683,3.003180154,5.19649466,8.038909706,6.20625189,0.236368604,16.19373087,4.064544996,7.011393365,0.201753734,2.641238998,1.243717907,96,36,0.041057952,0.600213922,0.779900564,10,0.29,0.64,0.81,0.793148617,0.46,0,0.223397879
150,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.944925422,0.031296479,0.030144266,0.811633563,0.257211603,0.109034254,0.777437506,0.251936304,0.332092687,3.03652987,4.699402907,8.951679397,5.734756678,0.21374379,16.0151245,4.204328468,7.515368171,0.209318042,2.54011567,1.734490531,26,36,0.037951674,0.88746432,0.536924932,6,0.24,0.55,0.87,0.888697915,0.37,0,0.653205193
151,2020-02-13,0.99,0.01,0.0002,0.99,0.01,0.0002,0.855825477,0.038109905,0.027855625,0.856448042,0.269981377,0.140104999,0.709588257,0.249460364,0.339681437,2.399912548,4.349945034,8.01574427,6.855139324,0.155388091,16.34522393,4.544376121,5.497641742,0.370549217,1.383007179,1.860785372,19,36,0.041929,0.64859882,0.895800793,6,0.34,0.44,0.88,0.852904261,0.42,0,0.385945074
152,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.927443288,0.049607173,0.024750982,0.705849481,0.230043774,0.116393346,0.870144439,0.238448227,0.307747376,3.299046088,5.889296641,8.116886753,6.258812389,0.160564101,16.77962721,4.827636155,7.888896527,0.293009363,2.004269837,1.712369381,12,36,0.041926613,0.730870644,0.62865311,8,0.17,0.61,0.75,0.757919212,0.27,0,0.345157297
153,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9403613,0.034640509,0.039556717,0.819670008,0.253992047,0.113840752,0.703093922,0.239187795,0.302285738,3.291172111,5.145201025,8.101484724,6.491224439,0.217082415,15.81630606,4.049284889,7.21106294,0.289675404,1.593511902,1.789749252,40,36,0.037246578,0.776654073,0.722989446,8,0.28,0.42,0.84,0.772941544,0.41,0,0.530969847
154,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.871095255,0.038893344,0.038533628,0.794726389,0.242830765,0.126703539,0.715261838,0.252196305,0.309436852,2.215471157,5.213988143,8.596743109,5.874493265,0.159048929,16.75105944,4.161342689,5.702562835,0.291116577,1.690838916,1.980184062,14,36,0.038423733,0.782410378,0.898765528,3,0.3,0.64,0.8,0.733319408,0.4,0,0.6989283
155,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.861011189,0.035958589,0.034511004,0.766397553,0.266405401,0.11385333,0.800422836,0.236563983,0.366094046,2.439213768,4.649040863,9.980098731,6.381450702,0.171148084,17.07013791,3.066750057,7.407492178,0.27078381,2.503181765,1.021588601,98,36,0.038995914,0.790621109,0.715306284,5,0.36,0.45,0.73,0.892605649,0.16,0,0.802105006
156,2020-02-14,0.99,0.01,0.0002,0.99,0.01,0.0002,0.941611761,0.046834372,0.023274005,0.812627243,0.255791239,0.146617275,0.823569075,0.249741374,0.351615753,2.968899115,5.7051426,8.290407258,6.815025215,0.225638611,17.29124996,3.781440498,7.837450838,0.399764995,1.415610498,1.594195787,17,36,0.037077258,0.880999664,0.772908007,8,0.11,0.42,0.85,0.85634957,0.43,0,0.229976857
157,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.905271227,0.034644822,0.035415528,0.782806004,0.233887177,0.121814499,0.792695454,0.252815922,0.332612143,2.844752341,4.067919375,8.123461743,6.832360807,0.194078444,17.82716889,4.265289863,7.606056546,0.303260559,1.83086023,1.467467879,4,36,0.041395037,0.892834051,0.70999292,5,0.33,0.62,0.82,0.894189884,0.11,0,0.653862337
158,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.859943796,0.03761822,0.032385306,0.856287772,0.258409882,0.102522268,0.735715559,0.268486695,0.368255907,3.171728345,4.749418023,9.009528232,5.345477163,0.234621705,14.64983774,3.33750162,7.982455503,0.391036345,1.894728024,1.766824325,84,36,0.039817718,0.66666032,0.860783165,10,0.1,0.4,0.82,0.89626996,0.34,0,0.89678562
159,2020-02-14,0.99,0.01,0.0002,0.99,0.01,0.0002,0.87322592,0.036150239,0.027651033,0.731071745,0.260804745,0.14647147,0.888864277,0.237438363,0.307275798,2.897900632,5.134004748,9.105822105,6.957555688,0.24570554,17.28984248,3.982930894,6.01263475,0.265330345,1.851729784,1.80270124,86,36,0.038588613,0.744794752,0.797254486,4,0.15,0.65,0.78,0.876965693,0.44,0,0.663201045
160,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.854209259,0.038748757,0.034888302,0.75398961,0.244902487,0.146359081,0.891105296,0.240452822,0.307494307,2.239591112,5.844225326,8.293376082,6.235463896,0.158776118,15.37402575,3.217787645,5.711487369,0.35528738,2.676940563,1.585314857,5,36,0.038928668,0.679757565,0.800067911,4,0.26,0.65,0.89,0.691460193,0.5,0,0.399569509
161,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.942651792,0.045465912,0.038282987,0.805120697,0.267591584,0.144967981,0.836332399,0.231066913,0.333287597,3.568737304,5.494859004,8.712542366,6.829665347,0.195627691,16.3598657,4.815407548,5.880952977,0.380045796,2.637143932,1.998877385,61,36,0.037274022,0.868733661,0.817984607,6,0.25,0.46,0.79,0.885411326,0.36,0,0.709493679
162,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.899719243,0.047423517,0.038891944,0.775341343,0.265153515,0.102530355,0.815043011,0.26651916,0.348427292,2.746363225,4.630186139,8.818776257,5.443475445,0.238355066,15.41368413,3.922615302,5.834881175,0.249867886,2.432798782,1.978696011,70,36,0.041381186,0.896016255,0.725203721,5,0.22,0.42,0.72,0.662763826,0.2,0,0.745252253
163,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.888094758,0.032397036,0.025407754,0.723981105,0.253534354,0.140346768,0.858055803,0.245188844,0.363960976,2.534212246,5.321933062,9.003351146,5.26559807,0.247308499,16.19871496,3.54493671,6.088346874,0.235610773,1.723729444,1.720041262,40,36,0.039680595,0.750682137,0.802056794,8,0.11,0.53,0.88,0.718494798,0.34,0,0.244159634
164,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.916740305,0.039669621,0.036481682,0.85531569,0.264241172,0.117150174,0.742164295,0.2636767,0.31475482,2.836558765,5.629433237,9.791952566,5.038662453,0.155681512,14.66317883,3.870656306,6.949480367,0.282768364,1.069515162,1.22511544,23,36,0.039506908,0.801636914,0.632660625,3,0.27,0.6,0.82,0.810550491,0.44,0,0.141431868
165,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.944156246,0.045490511,0.023784154,0.707831136,0.240512557,0.102628741,0.777200298,0.251597872,0.317184001,3.228756761,5.801747745,9.710244124,6.954774591,0.208072099,16.28073313,4.544978827,7.591258671,0.30817769,1.983014496,1.839986719,74,36,0.039922198,0.84400291,0.695240234,5,0.11,0.51,0.77,0.660911998,0.23,0,0.432715117
166,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8661849,0.032452393,0.027241697,0.80059013,0.231956035,0.137833647,0.885267003,0.26512084,0.356204267,3.922182276,5.915101885,8.280945873,6.141405086,0.19708552,15.75949394,4.057240951,7.956796389,0.256249725,2.171608199,1.055144842,79,36,0.041124477,0.845383926,0.725935374,9,0.27,0.61,0.81,0.782227326,0.38,0,0.278336633
167,2020-02-12,0.99,0.01,0.0002,0.99,0.01,0.0002,0.871361984,0.037587161,0.023487425,0.820969002,0.232555506,0.133908588,0.882975738,0.243930685,0.348883171,2.138730962,5.58880861,8.776580111,6.486410385,0.196991596,16.07410214,3.479103829,6.214613641,0.237053524,1.246100759,1.917475227,28,36,0.040305593,0.722336091,0.834322161,3,0.24,0.55,0.81,0.815769389,0.3,0,0.763287567
168,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.89708327,0.042856364,0.035723913,0.869027011,0.230252571,0.136935436,0.739123983,0.253226698,0.308118925,3.076794623,4.47507112,9.688504398,5.309299772,0.229244111,14.79904423,4.97198606,7.227595152,0.267352122,2.144313818,1.296275299,16,36,0.040961067,0.85347517,0.730500399,10,0.21,0.47,0.87,0.756085128,0.1,0,0.778748876
169,2020-02-09,0.99,0.01,0.0002,0.99,0.01,0.0002,0.865231471,0.047666384,0.035546706,0.775460512,0.268440619,0.136440857,0.737144376,0.269566693,0.363267241,3.492121258,4.659755941,8.680419541,5.014930942,0.242722466,14.8809473,4.307586131,5.439430393,0.325288539,2.781955227,1.722784737,63,36,0.040606394,0.75094606,0.736901111,5,0.23,0.44,0.72,0.81097846,0.16,0,0.375714825
170,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.860914131,0.045599528,0.034833909,0.854375468,0.26606005,0.121532926,0.760360735,0.240780845,0.302271411,3.539751922,4.764459679,9.201153142,6.951422319,0.243458776,17.28737059,4.436577889,7.833410649,0.204534164,2.281351594,1.936595282,60,36,0.040502436,0.878523649,0.529626644,5,0.24,0.55,0.72,0.889825856,0.27,0,0.254035276
171,2020-02-14,0.99,0.01,0.0002,0.99,0.01,0.0002,0.888471585,0.036930216,0.029647285,0.743036441,0.254567273,0.114839082,0.798905856,0.230911782,0.320182714,2.196038525,4.039449785,8.676754232,6.932269257,0.195923098,16.83520342,3.758957808,5.823565944,0.243806239,1.858633523,1.807655315,65,36,0.040609317,0.839567353,0.501163723,8,0.38,0.59,0.83,0.824665135,0.21,0,0.572355125
172,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.937298702,0.031709399,0.035436663,0.779301825,0.242856262,0.1200668,0.850689817,0.253516966,0.34847057,3.452541488,5.276813025,9.570616973,6.26054326,0.156602872,15.40365154,3.104287347,7.028951381,0.293418506,2.507625496,1.210919172,57,36,0.03869283,0.702194552,0.705482318,10,0.36,0.46,0.76,0.811514717,0.2,0,0.71042652
173,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.931567363,0.032433315,0.025296825,0.843340731,0.238905031,0.100092314,0.821531677,0.25375821,0.300412076,3.796174883,5.62725499,9.905624252,6.20319854,0.156182358,17.05691199,4.759433439,5.183739784,0.203233291,1.604562982,1.683237042,17,36,0.037024874,0.805026556,0.883561242,10,0.27,0.47,0.79,0.89659051,0.3,0,0.260209683
174,2020-02-16,0.99,0.01,0.0002,0.99,0.01,0.0002,0.893585393,0.042603699,0.034337123,0.718115153,0.264389158,0.128106563,0.713673943,0.251291767,0.334241767,3.872944313,5.539929967,9.588138021,6.219159847,0.159286473,15.48339378,4.29578193,7.731984406,0.31266593,2.044317123,1.755286491,91,36,0.039371948,0.822364101,0.557250004,7,0.27,0.54,0.74,0.88610215,0.46,0,0.930118166
175,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.940647102,0.041412673,0.036169707,0.857262334,0.261538592,0.1290512,0.816613674,0.239153796,0.364806147,3.779818441,4.300066752,8.525315239,5.910707721,0.168451197,16.20333967,4.815578725,6.898135942,0.207342527,2.63211752,1.726959296,19,36,0.040775511,0.712425152,0.621176648,9,0.14,0.52,0.73,0.885843085,0.39,0,0.624856908
176,2020-02-13,0.99,0.01,0.0002,0.99,0.01,0.0002,0.921082547,0.03073906,0.025138866,0.837509737,0.261149036,0.108569134,0.895912182,0.233815247,0.327666823,3.610269341,5.94674204,8.70665119,6.42258275,0.234305144,15.49272293,3.741223822,6.081648746,0.279139058,1.899956789,1.543527437,55,36,0.039657069,0.885326067,0.69298747,7,0.09,0.64,0.79,0.861361556,0.35,0,0.6932933
177,2020-02-07,0.99,0.01,0.0002,0.99,0.01,0.0002,0.911590951,0.04794364,0.039655512,0.756520955,0.244596371,0.122743149,0.708785345,0.265618806,0.359112316,2.832741509,5.367770574,8.799383493,5.357678449,0.160312429,14.88594109,4.792461851,5.971452983,0.316012383,1.22958851,1.04113543,79,36,0.041769854,0.888398863,0.794962821,3,0.15,0.6,0.84,0.707652035,0.27,0,0.133953688
178,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.856745167,0.032404843,0.028488922,0.859062278,0.262604034,0.130270779,0.868174646,0.261535281,0.343153036,2.042536836,5.547150258,9.772548049,6.353214748,0.189653781,16.63821465,3.23872209,6.754051713,0.325058821,1.162599948,1.580913861,54,36,0.039573701,0.712911254,0.575118191,1,0.29,0.5,0.77,0.827173298,0.24,0,0.51884903
179,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.864810413,0.033813915,0.031171941,0.867161047,0.24729235,0.108756187,0.773340992,0.255870502,0.332182895,2.492662125,4.753227506,8.294876966,6.795704854,0.201801296,17.63161717,3.267597079,6.207834797,0.327933305,2.390282482,1.92164486,100,36,0.040355255,0.899192962,0.626784042,8,0.14,0.61,0.76,0.778788945,0.47,0,0.769849366
180,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.931855075,0.034597186,0.023348921,0.718264785,0.252849896,0.113271877,0.714713431,0.263905008,0.31559389,2.277647557,5.557526223,8.642793192,6.92648214,0.21033539,16.03059626,3.936503935,5.50512672,0.393552785,1.993745132,1.850126139,42,36,0.039061904,0.819196707,0.688070541,3,0.38,0.58,0.71,0.667396752,0.32,0,0.818762968
181,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.904888446,0.030682721,0.03696267,0.878005824,0.239113744,0.128478466,0.714124393,0.2584157,0.319485402,2.331338168,5.535250171,9.931087625,5.741618099,0.157890193,15.8851241,3.960398374,7.20515961,0.233862636,2.68155126,1.332378906,11,36,0.037712829,0.839832111,0.540900307,10,0.32,0.49,0.72,0.653699022,0.19,0,0.981345301
182,2020-02-11,0.99,0.01,0.0002,0.99,0.01,0.0002,0.948049477,0.045585415,0.032324324,0.831921391,0.250217456,0.106968751,0.823236474,0.261243799,0.352878566,2.702243004,5.485229392,8.352580488,5.223159982,0.194274613,15.56232803,4.917177183,5.494848963,0.38588582,1.593167859,1.19240324,34,36,0.038918922,0.742345285,0.643991848,10,0.26,0.46,0.7,0.826229472,0.41,0,0.901842248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
