ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
21658,Queen Anne's County,MD,24035,H1
21640,Queen Anne's County,MD,24035,H1
21651,Queen Anne's County,MD,24035,H1
21628,Queen Anne's County,MD,24035,H1
21657,Queen Anne's County,MD,24035,H1
21656,Queen Anne's County,MD,24035,H1
21623,Queen Anne's County,MD,24035,H1
21644,Queen Anne's County,MD,24035,H1
20692,St. Mary's County,MD,24037,H1
20690,St. Mary's County,MD,24037,H1
20636,St. Mary's County,MD,24037,H1
20609,St. Mary's County,MD,24037,H1
20686,St. Mary's County,MD,24037,H1
20684,St. Mary's County,MD,24037,H1
20622,St. Mary's County,MD,24037,H1
20660,St. Mary's County,MD,24037,H1
20620,St. Mary's County,MD,24037,H1
20606,St. Mary's County,MD,24037,H1
20635,St. Mary's County,MD,24037,H1
20653,St. Mary's County,MD,24037,H1
20680,St. Mary's County,MD,24037,H1
20670,St. Mary's County,MD,24037,H1
20628,St. Mary's County,MD,24037,H1
20619,St. Mary's County,MD,24037,H1
20630,St. Mary's County,MD,24037,H1
20621,St. Mary's County,MD,24037,H1
20650,St. Mary's County,MD,24037,H1
20634,St. Mary's County,MD,24037,H1
20618,St. Mary's County,MD,24037,H1
20667,St. Mary's County,MD,24037,H1
20659,St. Mary's County,MD,24037,H1
20624,St. Mary's County,MD,24037,H1
20626,St. Mary's County,MD,24037,H1
20674,St. Mary's County,MD,24037,H1
20656,St. Mary's County,MD,24037,H1
20687,St. Mary's County,MD,24037,H1
20627,St. Mary's County,MD,24037,H1
21857,Somerset County,MD,24039,H1
21866,Somerset County,MD,24039,H1
21890,Somerset County,MD,24039,H1
21871,Somerset County,MD,24039,H1
21838,Somerset County,MD,24039,H1
21851,Somerset County,MD,24039,H1
21821,Somerset County,MD,24039,H1
21822,Somerset County,MD,24039,H1
21824,Somerset County,MD,24039,H1
21817,Somerset County,MD,24039,H1
21836,Somerset County,MD,24039,H1
21867,Somerset County,MD,24039,H1
21853,Somerset County,MD,24039,H1
21647,Talbot County,MD,24041,H1
21612,Talbot County,MD,24041,H1
21657,Talbot County,MD,24041,H1
21624,Talbot County,MD,24041,H1
21654,Talbot County,MD,24041,H1
21653,Talbot County,MD,24041,H1
21625,Talbot County,MD,24041,H1
21652,Talbot County,MD,24041,H1
21662,Talbot County,MD,24041,H1
21679,Talbot County,MD,24041,H1
21676,Talbot County,MD,24041,H1
21671,Talbot County,MD,24041,H1
21663,Talbot County,MD,24041,H1
21601,Talbot County,MD,24041,H1
21673,Talbot County,MD,24041,H1
21665,Talbot County,MD,24041,H1
21742,Washington County,MD,24043,H1
21750,Washington County,MD,24043,H1
21756,Washington County,MD,24043,H1
21741,Washington County,MD,24043,H1
21720,Washington County,MD,24043,H1
21722,Washington County,MD,24043,H1
21782,Washington County,MD,24043,H1
21779,Washington County,MD,24043,H1
21719,Washington County,MD,24043,H1
21734,Washington County,MD,24043,H1
21721,Washington County,MD,24043,H1
21733,Washington County,MD,24043,H1
21780,Washington County,MD,24043,H1
21746,Washington County,MD,24043,H1
21781,Washington County,MD,24043,H1
21713,Washington County,MD,24043,H1
21740,Washington County,MD,24043,H1
21783,Washington County,MD,24043,H1
21711,Washington County,MD,24043,H1
21767,Washington County,MD,24043,H1
21755,Washington County,MD,24043,H1
21769,Washington County,MD,24043,H1
21715,Washington County,MD,24043,H1
21795,Washington County,MD,24043,H1
21758,Washington County,MD,24043,H1
21837,Wicomico County,MD,24045,H1
21826,Wicomico County,MD,24045,H1
21874,Wicomico County,MD,24045,H1
21852,Wicomico County,MD,24045,H1
21830,Wicomico County,MD,24045,H1
21850,Wicomico County,MD,24045,H1
21856,Wicomico County,MD,24045,H1
21840,Wicomico County,MD,24045,H1
21849,Wicomico County,MD,24045,H1
21804,Wicomico County,MD,24045,H1
21802,Wicomico County,MD,24045,H1
21822,Wicomico County,MD,24045,H1
21803,Wicomico County,MD,24045,H1
21810,Wicomico County,MD,24045,H1
21814,Wicomico County,MD,24045,H1
21875,Wicomico County,MD,24045,H1
21801,Wicomico County,MD,24045,H1
21861,Wicomico County,MD,24045,H1
21865,Wicomico County,MD,24045,H1
21864,Worcester County,MD,24047,H1
21804,Worcester County,MD,24047,H1
21872,Worcester County,MD,24047,H1
21792,Worcester County,MD,24047,H1
21851,Worcester County,MD,24047,H1
21863,Worcester County,MD,24047,H1
21813,Worcester County,MD,24047,H1
21841,Worcester County,MD,24047,H1
21822,Worcester County,MD,24047,H1
21862,Worcester County,MD,24047,H1
21843,Worcester County,MD,24047,H1
21842,Worcester County,MD,24047,H1
21811,Worcester County,MD,24047,H1
21829,Worcester County,MD,24047,H1
21229,Baltimore city,MD,24510,C7
21230,Baltimore city,MD,24510,C7
21223,Baltimore city,MD,24510,C7
21233,Baltimore city,MD,24510,C7
21278,Baltimore city,MD,24510,C7
21281,Baltimore city,MD,24510,C7
21237,Baltimore city,MD,24510,C7
21217,Baltimore city,MD,24510,C7
21213,Baltimore city,MD,24510,C7
21236,Baltimore city,MD,24510,C7
21201,Baltimore city,MD,24510,C7
21225,Baltimore city,MD,24510,C7
21231,Baltimore city,MD,24510,C7
21224,Baltimore city,MD,24510,C7
21227,Baltimore city,MD,24510,C7
21214,Baltimore city,MD,24510,C7
21206,Baltimore city,MD,24510,C7
21207,Baltimore city,MD,24510,C7
21287,Baltimore city,MD,24510,C7
21228,Baltimore city,MD,24510,C7
21203,Baltimore city,MD,24510,C7
21211,Baltimore city,MD,24510,C7
21208,Baltimore city,MD,24510,C7
21290,Baltimore city,MD,24510,C7
21202,Baltimore city,MD,24510,C7
21239,Baltimore city,MD,24510,C7
21226,Baltimore city,MD,24510,C7
21234,Baltimore city,MD,24510,C7
21216,Baltimore city,MD,24510,C7
21209,Baltimore city,MD,24510,C7
21222,Baltimore city,MD,24510,C7
21263,Baltimore city,MD,24510,C7
21205,Baltimore city,MD,24510,C7
21215,Baltimore city,MD,24510,C7
21218,Baltimore city,MD,24510,C7
21212,Baltimore city,MD,24510,C7
21210,Baltimore city,MD,24510,C7
21251,Baltimore city,MD,24510,C7
21270,Baltimore city,MD,24510,C7
22209,Arlington County,VA,51013,H1
22230,Arlington County,VA,51013,H1
22240,Arlington County,VA,51013,H1
22241,Arlington County,VA,51013,H1
20330,Arlington County,VA,51013,H1
20406,Arlington County,VA,51013,H1
20598,Arlington County,VA,51013,H1
22226,Arlington County,VA,51013,H1
22202,Arlington County,VA,51013,H1
22211,Arlington County,VA,51013,H1
22244,Arlington County,VA,51013,H1
22215,Arlington County,VA,51013,H1
22207,Arlington County,VA,51013,H1
22101,Arlington County,VA,51013,H1
22046,Arlington County,VA,51013,H1
22245,Arlington County,VA,51013,H1
22242,Arlington County,VA,51013,H1
22213,Arlington County,VA,51013,H1
22204,Arlington County,VA,51013,H1
20301,Arlington County,VA,51013,H1
22217,Arlington County,VA,51013,H1
22206,Arlington County,VA,51013,H1
20310,Arlington County,VA,51013,H1
22216,Arlington County,VA,51013,H1
22210,Arlington County,VA,51013,H1
22212,Arlington County,VA,51013,H1
22227,Arlington County,VA,51013,H1
22201,Arlington County,VA,51013,H1
22205,Arlington County,VA,51013,H1
22219,Arlington County,VA,51013,H1
20350,Arlington County,VA,51013,H1
22225,Arlington County,VA,51013,H1
22203,Arlington County,VA,51013,H1
22243,Arlington County,VA,51013,H1
22214,Arlington County,VA,51013,H1
20121,Fairfax County,VA,51059,H1
22124,Fairfax County,VA,51059,H1
22042,Fairfax County,VA,51059,H1
22106,Fairfax County,VA,51059,H1
22003,Fairfax County,VA,51059,H1
22015,Fairfax County,VA,51059,H1
20194,Fairfax County,VA,51059,H1
22009,Fairfax County,VA,51059,H1
20171,Fairfax County,VA,51059,H1
20170,Fairfax County,VA,51059,H1
22150,Fairfax County,VA,51059,H1
22037,Fairfax County,VA,51059,H1
20152,Fairfax County,VA,51059,H1
22044,Fairfax County,VA,51059,H1
22103,Fairfax County,VA,51059,H1
22030,Fairfax County,VA,51059,H1
20151,Fairfax County,VA,51059,H1
22306,Fairfax County,VA,51059,H1
22308,Fairfax County,VA,51059,H1
22311,Fairfax County,VA,51059,H1
22310,Fairfax County,VA,51059,H1
22182,Fairfax County,VA,51059,H1
22180,Fairfax County,VA,51059,H1
22183,Fairfax County,VA,51059,H1
22199,Fairfax County,VA,51059,H1
20195,Fairfax County,VA,51059,H1
22107,Fairfax County,VA,51059,H1
22109,Fairfax County,VA,51059,H1
22160,Fairfax County,VA,51059,H1
20598,Fairfax County,VA,51059,H1
22041,Fairfax County,VA,51059,H1
22033,Fairfax County,VA,51059,H1
20153,Fairfax County,VA,51059,H1
22151,Fairfax County,VA,51059,H1
20069,Fairfax County,VA,51059,H1
22102,Fairfax County,VA,51059,H1
22060,Fairfax County,VA,51059,H1
22039,Fairfax County,VA,51059,H1
22027,Fairfax County,VA,51059,H1
22204,Fairfax County,VA,51059,H1
20206,Fairfax County,VA,51059,H1
20120,Fairfax County,VA,51059,H1
20122,Fairfax County,VA,51059,H1
22101,Fairfax County,VA,51059,H1
22043,Fairfax County,VA,51059,H1
22307,Fairfax County,VA,51059,H1
22153,Fairfax County,VA,51059,H1
22035,Fairfax County,VA,51059,H1
22304,Fairfax County,VA,51059,H1
20070,Fairfax County,VA,51059,H1
22158,Fairfax County,VA,51059,H1
22079,Fairfax County,VA,51059,H1
22116,Fairfax County,VA,51059,H1
22122,Fairfax County,VA,51059,H1
22031,Fairfax County,VA,51059,H1
22032,Fairfax County,VA,51059,H1
20191,Fairfax County,VA,51059,H1
22312,Fairfax County,VA,51059,H1
22181,Fairfax County,VA,51059,H1
22207,Fairfax County,VA,51059,H1
22185,Fairfax County,VA,51059,H1
22066,Fairfax County,VA,51059,H1
22315,Fairfax County,VA,51059,H1
22303,Fairfax County,VA,51059,H1
22161,Fairfax County,VA,51059,H1
20172,Fairfax County,VA,51059,H1
20192,Fairfax County,VA,51059,H1
22206,Fairfax County,VA,51059,H1
22121,Fairfax County,VA,51059,H1
20165,Fairfax County,VA,51059,H1
22213,Fairfax County,VA,51059,H1
20041,Fairfax County,VA,51059,H1
22067,Fairfax County,VA,51059,H1
20124,Fairfax County,VA,51059,H1
22046,Fairfax County,VA,51059,H1
20190,Fairfax County,VA,51059,H1
22302,Fairfax County,VA,51059,H1
22309,Fairfax County,VA,51059,H1
22152,Fairfax County,VA,51059,H1
22108,Fairfax County,VA,51059,H1
22081,Fairfax County,VA,51059,H1
20164,Fairfax County,VA,51059,H1
22159,Fairfax County,VA,51059,H1
20135,Loudoun County,VA,51107,H1
20164,Loudoun County,VA,51107,H1
20120,Loudoun County,VA,51107,H1
20101,Loudoun County,VA,51107,H1
20189,Loudoun County,VA,51107,H1
20178,Loudoun County,VA,51107,H1
20177,Loudoun County,VA,51107,H1
20167,Loudoun County,VA,51107,H1
20151,Loudoun County,VA,51107,H1
20197,Loudoun County,VA,51107,H1
20103,Loudoun County,VA,51107,H1
20131,Loudoun County,VA,51107,H1
20159,Loudoun County,VA,51107,H1
20180,Loudoun County,VA,51107,H1
20152,Loudoun County,VA,51107,H1
20129,Loudoun County,VA,51107,H1
20184,Loudoun County,VA,51107,H1
20165,Loudoun County,VA,51107,H1
20146,Loudoun County,VA,51107,H1
20130,Loudoun County,VA,51107,H1
20141,Loudoun County,VA,51107,H1
20175,Loudoun County,VA,51107,H1
20158,Loudoun County,VA,51107,H1
20149,Loudoun County,VA,51107,H1
20132,Loudoun County,VA,51107,H1
20117,Loudoun County,VA,51107,H1
20105,Loudoun County,VA,51107,H1
20176,Loudoun County,VA,51107,H1
20166,Loudoun County,VA,51107,H1
20148,Loudoun County,VA,51107,H1
20160,Loudoun County,VA,51107,H1
22066,Loudoun County,VA,51107,H1
20598,Loudoun County,VA,51107,H1
20104,Loudoun County,VA,51107,H1
20147,Loudoun County,VA,51107,H1
20169,Prince William County,VA,51153,H1
22172,Prince William County,VA,51153,H1
20156,Prince William County,VA,51153,H1
20109,Prince William County,VA,51153,H1
22026,Prince William County,VA,51153,H1
20182,Prince William County,VA,51153,H1
20181,Prince William County,VA,51153,H1
22192,Prince William County,VA,51153,H1
20155,Prince William County,VA,51153,H1
22193,Prince William County,VA,51153,H1
20112,Prince William County,VA,51153,H1
22025,Prince William County,VA,51153,H1
22191,Prince William County,VA,51153,H1
20198,Prince William County,VA,51153,H1
20168,Prince William County,VA,51153,H1
20187,Prince William County,VA,51153,H1
20110,Prince William County,VA,51153,H1
22195,Prince William County,VA,51153,H1
22194,Prince William County,VA,51153,H1
20137,Prince William County,VA,51153,H1
20143,Prince William County,VA,51153,H1
20136,Prince William County,VA,51153,H1
20111,Prince William County,VA,51153,H1
22134,Prince William County,VA,51153,H1
22125,Prince William County,VA,51153,H1
20119,Prince William County,VA,51153,H1
22206,Alexandria city,VA,51510,C7
22333,Alexandria city,VA,51510,C7
22301,Alexandria city,VA,51510,C7
22314,Alexandria city,VA,51510,C7
22311,Alexandria city,VA,51510,C7
22313,Alexandria city,VA,51510,C7
22305,Alexandria city,VA,51510,C7
22332,Alexandria city,VA,51510,C7
22304,Alexandria city,VA,51510,C7
22302,Alexandria city,VA,51510,C7
22350,Alexandria city,VA,51510,C7
22312,Alexandria city,VA,51510,C7
20598,Alexandria city,VA,51510,C7
22320,Alexandria city,VA,51510,C7
22331,Alexandria city,VA,51510,C7
22030,Fairfax city,VA,51600,C7
22031,Fairfax city,VA,51600,C7
22038,Fairfax city,VA,51600,C7
22032,Fairfax city,VA,51600,C7
22046,Falls Church city,VA,51610,C7
22213,Falls Church city,VA,51610,C7
22042,Falls Church city,VA,51610,C7
22040,Falls Church city,VA,51610,C7
22044,Falls Church city,VA,51610,C7
22205,Falls Church city,VA,51610,C7
