key,startdate,AG04AsymptomaticRate,AG04HospRate,AG04MortalityRate,AG517AsymptomaticRate,AG517HospRate,AG517MortalityRate,AG1849AsymptomaticRate,AG1849HospRate,AG1849MortalityRate,AG5064AsymptomaticRate,AG5064HospRate,AG5064MortalityRate,AG65AsymptomaticRate,AG65HospRate,AG65MortalityRate,IncubationTime,mildContagiousTime,symptomaticTime,hospitalSymptomaticTime,ICURate,ICUtime,PostICUTime,preHospTime,EDVisit,preContagiousTime,postContagiousTime,NumInfStart,householdcontactRate,ProbabilityOfTransmissionPerContact,symptomaticContactRateReduction,hospitalSymptomaticContactRateReduction,ImportationRate,InterventionRate,InterventionRateLow,InterventionMobilityEffect,AsymptomaticReducationTrans,InterventionPerIncrease,locked,InterventionEndPerIncrease
2014,2/2/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.908236394,0.09203746,0.052267969,0.86359426,0.232751818,0.156596216,0.837944947,0.578355362,0.413337205,2.554834577,5.270217273,8.665200437,5.481151491,0.405618727,16.21361893,4.773819821,6.172434352,0.399004721,1.618569056,1.446329465,27,36,0.039063113,0.884986807,0.512682552,8,0.214750422,0.457937747,0.75,0.592821905,0.33,0,0.9
63,2/2/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.879110191,0.096357438,0.088093111,0.864526952,0.247728174,0.152630372,0.769184748,0.550693052,0.422473038,3.933863796,4.7090714,9.808384695,6.759270622,0.404316804,17.0752417,4.945384433,6.140776777,0.318389974,1.31180463,1.198198001,92,36,0.040182657,0.752666181,0.890479037,7,0.179514439,0.466113403,0.75,0.673543934,0.48,0,0.6
233,2/2/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.911500672,0.109961537,0.073924819,0.885865996,0.242642281,0.198884564,0.78028173,0.508712247,0.477764978,2.707220023,4.231059168,9.638835602,5.888270103,0.435377124,15.86074514,3.876910487,7.441582875,0.234607985,2.49910653,1.550197979,21,36,0.040146746,0.87134606,0.620573305,4,0.228244767,0.522641488,0.75,0.725276434,0.28,0,0.3
133,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.927017202,0.116892593,0.088357494,0.712085914,0.256607962,0.198433201,0.863798998,0.503162569,0.497764904,2.577627378,4.820630835,9.669477314,6.485300852,0.424179564,16.7777021,4.317925604,6.485835939,0.371825407,2.118114019,1.818981263,40,36,0.039201773,0.613938823,0.726560859,8,0.144727718,0.538088345,0.75,0.579526121,0.16,0,0.8
37,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.892071269,0.11905183,0.098831665,0.721134945,0.259538149,0.193703675,0.841435307,0.599192796,0.455351288,3.360241105,4.46882728,9.449886104,5.843182831,0.412233232,14.87044441,3.565695733,6.310216719,0.385016545,1.754164037,1.500902312,53,36,0.037498863,0.687781211,0.747402483,5,0.165801875,0.547406803,0.75,0.789263782,0.42,0,0.3
213,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.937660691,0.086241065,0.062951667,0.728491014,0.255422518,0.152902964,0.897817335,0.589919248,0.43930803,2.405330397,5.317947614,9.274781424,6.464958574,0.422667259,16.74742244,4.927923053,5.626548678,0.24311236,1.433579969,1.771606373,5,36,0.039863695,0.822939358,0.51548479,9,0.75,0.803333333,0.916666667,0.587467426,0.43,0,0.8
377,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.916102501,0.110144352,0.053902603,0.74670387,0.236045174,0.211164361,0.762433826,0.543603171,0.491542116,3.291646564,5.119597717,9.838769298,6.273669765,0.411286257,17.01093547,4.904980064,7.151075242,0.265052088,2.863109586,1.517892696,82,36,0.039983438,0.771732562,0.544519321,4,0.723333333,0.8,0.916666667,0.681807545,0.19,0,1
515,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.889225318,0.099536446,0.094533485,0.751957749,0.243343352,0.228134691,0.840719685,0.582952847,0.408076621,2.16973787,4.922963349,9.339015221,6.686952658,0.42975023,16.56056493,4.012020956,5.4188546,0.302035257,2.411195525,1.462624697,48,36,0.039349083,0.6192174,0.517592275,9,0.106993509,0.471856152,0.75,0.509023117,0.31,0,0.2
461,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.926668693,0.118511537,0.089004322,0.757621242,0.239228021,0.156729869,0.753396165,0.586414662,0.412115887,2.682332256,5.232652346,9.995102884,5.927771305,0.429351739,15.71027042,4.80073487,6.231049887,0.343911229,1.820135709,1.536216313,65,36,0.039073097,0.670852837,0.571674162,7,0.177409201,0.538458611,0.75,0.57134768,0.38,0,0.4
516,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.91415064,0.086184208,0.059365821,0.764637951,0.246859661,0.242582778,0.743533654,0.538019436,0.401559377,3.245431309,4.99416506,9.511836182,5.634430345,0.414437784,16.55816831,3.060325942,7.839877893,0.315761387,1.428651201,1.132771673,18,36,0.038642446,0.65645888,0.806752319,9,0.138344743,0.554447823,0.75,0.628963513,0.14,0,0.4
