key,startdate,AG04AsymptomaticRate,AG04HospRate,AG04MortalityRate,AG517AsymptomaticRate,AG517HospRate,AG517MortalityRate,AG1849AsymptomaticRate,AG1849HospRate,AG1849MortalityRate,AG5064AsymptomaticRate,AG5064HospRate,AG5064MortalityRate,AG65AsymptomaticRate,AG65HospRate,AG65MortalityRate,IncubationTime,mildContagiousTime,symptomaticTime,hospitalSymptomaticTime,ICURate,ICUtime,PostICUTime,preHospTime,EDVisit,preContagiousTime,postContagiousTime,NumInfStart,householdcontactRate,ProbabilityOfTransmissionPerContact,symptomaticContactRateReduction,hospitalSymptomaticContactRateReduction,ImportationRate,InterventionRate,InterventionRateLow,InterventionMobilityEffect,AsymptomaticReducationTrans,InterventionPerIncrease,locked,InterventionEndPerIncrease
229,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.859008819,0.081819335,0.097588482,0.778983963,0.247051671,0.191439262,0.896909829,0.598345692,0.416016532,3.741447018,5.223092284,9.97102038,5.21283331,0.4178759,14.80013452,3.929701623,6.100848653,0.399289861,2.551024574,1.370214569,14,36,0.041574375,0.856117046,0.617742331,8,0.170391579,0.548477072,0.75,0.711365539,0.41,0,0.6
452,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.918357673,0.094708442,0.090243882,0.821673801,0.245203376,0.244195174,0.785848517,0.509651568,0.417000494,2.821874113,4.580195496,8.119511213,5.099135019,0.402597328,15.20381959,3.527682715,7.360125453,0.344182208,1.766091127,1.077509334,14,36,0.037578437,0.807418934,0.751975175,3,0.129334858,0.501817231,0.75,0.755167007,0.1,0,0.3
24,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.893056068,0.100848437,0.090070058,0.831238027,0.230413697,0.173366794,0.810453876,0.514440741,0.492396215,2.589191721,5.197667208,9.147356497,6.255281577,0.44574983,16.5582014,4.908001011,6.581520093,0.386351465,2.840063496,1.893681783,50,36,0.040707183,0.607550075,0.815343609,10,0.206976135,0.495719202,0.75,0.570686758,0.16,0,0.7
113,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.88179396,0.114193763,0.061912489,0.83589345,0.252629663,0.204496456,0.840724893,0.585861789,0.452345763,2.804460163,4.970867625,8.809716143,6.822853411,0.441492974,15.85899085,3.905099653,6.694414814,0.323680443,1.64501668,1.584017035,8,36,0.040710377,0.811587432,0.590488651,2,0.223135682,0.463226197,0.75,0.762461651,0.41,0,0.6
235,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9191864,0.105012828,0.057996891,0.860786832,0.241645533,0.167635195,0.759445542,0.588341807,0.490492606,3.185310985,5.067718097,8.686783668,5.410829444,0.405166337,15.9609241,4.010579687,6.38194609,0.338925274,1.698703011,1.902474863,40,36,0.037866694,0.720217373,0.642955927,9,0.123365328,0.4963084,0.75,0.661308498,0.15,0,0.5
748,2/3/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.889518884,0.083263709,0.052760844,0.894692208,0.231552623,0.186792003,0.894558543,0.501335622,0.405207111,2.259391788,5.200425713,9.420674404,6.218691107,0.401307256,17.09311559,3.906379746,6.323063455,0.302677503,1.207615899,1.134905174,68,36,0.037209747,0.623825132,0.838183717,10,0.151035573,0.55852393,0.75,0.624009054,0.13,0,0.8
34,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.903341278,0.080233553,0.08753348,0.708324653,0.245744227,0.179707192,0.822542398,0.588191953,0.499476506,3.112945275,4.032565361,8.259851264,5.121701905,0.43248105,15.88401065,3.624668578,6.426522735,0.276910536,2.08458892,1.205476503,89,36,0.039088458,0.882430682,0.812463344,5,0.104686523,0.565194013,0.75,0.798185882,0.5,0,0.8
0,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.892762001,0.119666832,0.071841883,0.715403199,0.258275373,0.192226059,0.79937897,0.548341744,0.423875514,2.510733884,4.388173314,8.331126455,5.413308359,0.403483267,15.65716462,3.764629974,6.875810544,0.373505158,1.818344195,1.847809007,43,36,0.041939379,0.659291198,0.690061288,3,0.171040303,0.559470106,0.75,0.61993462,0.42,0,0.3
395,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.912218333,0.118329101,0.073162764,0.719741284,0.247887383,0.179474148,0.738480307,0.569645909,0.405831404,2.451805548,5.441154548,9.402810617,6.810820466,0.421479046,16.53799013,3.859574291,6.560851277,0.313996676,1.855359689,1.675938067,51,36,0.041152759,0.76075059,0.551348948,2,0.20553544,0.467644263,0.75,0.614487704,0.34,0,0.9
223,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.923416157,0.093456698,0.082576504,0.720333665,0.248316876,0.182901025,0.768956866,0.554739927,0.464709689,2.10483792,4.645480737,8.110412343,5.795696567,0.402648594,16.20018892,3.27539439,7.326653419,0.345238117,1.929335041,1.160283574,94,36,0.038257895,0.606639499,0.516854489,7,0.248858336,0.460128943,0.75,0.693657885,0.46,0,0.5
110,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.922522591,0.098055491,0.056058333,0.720468196,0.257637675,0.181232046,0.788253213,0.529508542,0.456211884,3.585845081,4.531152435,9.988435547,5.362601545,0.434639965,15.79725215,4.317688909,6.197843976,0.215234885,2.364355485,1.490913207,71,36,0.039875753,0.765611377,0.836942839,7,0.165272132,0.49076112,0.75,0.763869137,0.14,0,0.2
134,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.917524848,0.10754667,0.090390549,0.725180926,0.234181911,0.213147935,0.897169182,0.550914455,0.453229519,2.695850517,4.350118612,8.588683564,5.482560451,0.40614876,15.16113857,3.168858559,6.880786401,0.343513884,2.695595026,1.377008638,51,36,0.041812614,0.71799655,0.577563502,1,0.696666667,0.778333333,0.902777778,0.82081608,0.48,0,0.5
608,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.903661947,0.089930031,0.085615251,0.730346196,0.269653952,0.189218689,0.7073813,0.526967231,0.426299406,2.363339926,5.066779398,9.916546423,5.11723628,0.43740171,14.87195383,3.929112113,5.238237643,0.322105554,2.144567805,1.692270172,25,36,0.040582781,0.748991794,0.714965374,7,0.209300858,0.543039238,0.75,0.527031797,0.49,0,0.9
274,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.906166752,0.104764918,0.066098917,0.737224087,0.241326564,0.21937171,0.822739348,0.589529902,0.49850308,2.619777629,4.249508073,9.43948245,5.048930849,0.4086661,14.98166728,4.383780959,5.566013969,0.352079167,1.184666733,1.664772662,35,36,0.037130732,0.716663115,0.870962372,9,0.166242618,0.50360984,0.75,0.672129183,0.26,0,0.6
39,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.865141431,0.11138304,0.064978378,0.738091231,0.247030903,0.203219262,0.799489622,0.59343653,0.485477149,2.109725064,4.09356661,8.388761743,6.732715326,0.411855255,17.42733475,4.73727471,5.411802841,0.256548797,1.315812997,1.452167408,99,36,0.038254259,0.793328733,0.598170979,10,0.233951259,0.472495671,0.75,0.609660144,0.41,0,0.9
352,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.921994508,0.089488171,0.098408144,0.765042846,0.231616975,0.156243318,0.828862914,0.58390041,0.461843693,2.057041298,4.389381279,9.572424081,6.035941162,0.406460548,16.42507588,4.380985523,5.933137399,0.252522003,2.93457206,1.691313666,36,36,0.038520669,0.838229816,0.723163209,9,0.243164672,0.517662152,0.75,0.579967388,0.3,0,0.4
49,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.94451954,0.102688161,0.063316646,0.782975801,0.254523284,0.171346219,0.751971863,0.536511607,0.455286562,3.549491499,4.484087194,9.20350779,5.111059616,0.433151524,15.57808802,3.012030835,5.612701302,0.240568671,1.133330851,1.247619359,44,36,0.039518219,0.768032244,0.889488713,8,0.170129027,0.504441172,0.75,0.765672893,0.43,0,0.8
55,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.922080856,0.111061638,0.090317995,0.791808356,0.252147157,0.224500542,0.861977113,0.580494647,0.463320289,2.669993965,4.375440055,8.951968246,5.045602173,0.421954177,15.97342105,3.677454528,7.404420645,0.382965737,1.250305888,1.192189986,36,36,0.041238763,0.731854859,0.648265707,6,0.712222222,0.786111111,0.902777778,0.65707829,0.31,0,0.9
336,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.906812997,0.114341054,0.084831086,0.803091328,0.260855608,0.176934858,0.859899203,0.565204814,0.440154636,3.442362694,5.180391627,9.449677271,5.365264382,0.426881219,14.55146622,3.995092147,6.436117768,0.220417603,1.691715042,1.637716275,18,36,0.040380051,0.859366098,0.697442976,7,0.176189428,0.549053809,0.75,0.714207669,0.19,0,1
641,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.948115857,0.109252364,0.08813775,0.806817549,0.231253493,0.156175634,0.764059949,0.560856105,0.400413038,2.688579617,5.726141301,8.213740506,6.425583116,0.41152502,15.58769627,3.305694904,5.580701726,0.25532591,1.932619541,1.672229674,63,36,0.03781685,0.727553336,0.608603735,10,0.160910701,0.483321412,0.75,0.602463329,0.48,0,0.8
384,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.937924655,0.118133699,0.098290579,0.809506045,0.259684202,0.174754838,0.834195192,0.5477111,0.499538404,3.389117859,4.35573817,8.103978808,6.415522665,0.401675682,16.97318848,4.765517175,7.568796024,0.295114071,1.816734061,1.744045603,31,36,0.040946623,0.77657991,0.704366078,10,0.187130753,0.548909467,0.75,0.789179022,0.17,0,0.2
243,2/4/2020,0.99,0.01,0.0002,0.99,0.01,0.0002,0.927238295,0.109068655,0.066870598,0.822378974,0.257734488,0.231987995,0.849106815,0.567156835,0.410632956,2.609844694,4.514459154,8.086702568,6.75195511,0.437446087,17.65692005,4.13006342,7.780711177,0.213156255,2.729201745,1.379934379,77,36,0.040126433,0.852013448,0.571047817,3,0.18374811,0.472373971,0.75,0.771288738,0.22,0,0.8
