key,startdate,AG04AsymptomaticRate,AG04HospRate,AG04MortalityRate,AG517AsymptomaticRate,AG517HospRate,AG517MortalityRate,AG1849AsymptomaticRate,AG1849HospRate,AG1849MortalityRate,AG5064AsymptomaticRate,AG5064HospRate,AG5064MortalityRate,AG65AsymptomaticRate,AG65HospRate,AG65MortalityRate,IncubationTime,mildContagiousTime,symptomaticTime,hospitalSymptomaticTime,ICURate,ICUtime,PostICUTime,preHospTime,EDVisit,preContagiousTime,postContagiousTime,NumInfStart,householdcontactRate,ProbabilityOfTransmissionPerContact,symptomaticContactRateReduction,hospitalSymptomaticContactRateReduction,ImportationRate,InterventionRate,InterventionRateLow,InterventionMobilityEffect,AsymptomaticReducationTrans,InterventionPerIncrease,locked,
10,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8662357666483741,0.10482735288708693,0.06790042512062652,0.7111072088804711,0.24850044051429487,0.17323348294269658,0.8470250022062873,0.5128724032751062,0.4833819371265883,2.746029249677874,4.028513657760371,8.776666671303873,6.872147941707991,0.41407998497825893,16.24688308581482,3.2879074959927572,5.261729326178083,0.37970141721531236,2.0992486643052253,1.5917389586416388,50,36.0,0.0395358162021086,0.7441843367048164,0.726372972534072,6,0.15611063935810554,0.5335191560447499,0.7500000000000009,0.704160560950393,0.41,0,
11,2020-02-12,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9158486579239853,0.09774649820454986,0.053874840679637,0.724647349575265,0.26045562949190054,0.2297363470790286,0.8870920288949496,0.598814442502569,0.42557529281910184,2.2227686830788684,5.933699767638877,8.04454887041896,6.529923775687499,0.4121516587186474,16.06471467362646,4.172949897512593,7.6118348911448095,0.28915577050688934,1.5421823422415748,1.741359301515685,56,36.0,0.040469683894464606,0.8656633391803067,0.7622104729767187,7,0.17524062542548346,0.4865851188976535,0.7500000000000009,0.6481806165859484,0.5,0,
12,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8928788042292275,0.08116197154422322,0.052102458042241,0.8547618140902365,0.24050665686052378,0.20679897645670037,0.8822907812485965,0.520387054345684,0.47704198912268414,2.238016042869944,5.459697416547965,8.746199641962392,5.896697683243695,0.4125237733704789,16.063187142504628,4.84487430982607,5.5480160353599555,0.3910837646235439,1.8025308237723843,1.6111574884956221,46,36.0,0.0399310653186845,0.8083715764129502,0.6486297141319401,5,0.17856870552116266,0.5439883751548658,0.7500000000000009,0.6399202393569882,0.25,0,
13,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8604265205312978,0.0924890946643679,0.09220284883855895,0.7487841341185397,0.23705689863501916,0.1828169694457492,0.8883033554485305,0.5091561801475585,0.49600379911227477,2.4841720960556732,4.397013601185156,9.369459997348342,6.6634436844837515,0.42891080088341815,16.694365496125123,4.809400333234213,5.985710976751105,0.21021341529006418,1.056080795634897,1.1636253801888876,77,36.0,0.04132268165513487,0.6304528650674774,0.8018986079776502,7,0.23709124682812877,0.5353689547161002,0.7500000000000009,0.6750402042854089,0.44,0,
14,2020-02-17,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9061979459819144,0.09174041369470934,0.07611071878462876,0.876838376682088,0.2329706790337528,0.1935856639947864,0.729616866355093,0.5839725107501732,0.45017895607177044,2.590717935786765,5.746259933340967,9.570603310139427,5.737635016272483,0.4103875012986312,14.786837865183813,4.410979487187005,5.616646874208365,0.34088348277734765,2.1259697141275344,1.1126965545605332,67,36.0,0.03970555890098699,0.6526141487504347,0.5717451173971531,8,0.238275294870268,0.5130896241809537,0.7500000000000009,0.8902951959574232,0.4,0,
15,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8662357666483741,0.10482735288708693,0.06790042512062652,0.7111072088804711,0.24850044051429487,0.17323348294269658,0.8470250022062873,0.5128724032751062,0.4833819371265883,2.746029249677874,4.028513657760371,8.776666671303873,6.872147941707991,0.41407998497825893,16.24688308581482,3.2879074959927572,5.261729326178083,0.37970141721531236,2.0992486643052253,1.5917389586416388,95,36.0,0.0395358162021086,0.7441843367048164,0.726372972534072,6,0.14300786957460154,0.5135311692081987,0.7500000000000009,0.704160560950393,0.23,0,
16,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8928788042292275,0.08116197154422322,0.052102458042241,0.8547618140902365,0.24050665686052378,0.20679897645670037,0.8822907812485965,0.520387054345684,0.47704198912268414,2.238016042869944,5.459697416547965,8.746199641962392,5.896697683243695,0.4125237733704789,16.063187142504628,4.84487430982607,5.5480160353599555,0.3910837646235439,1.8025308237723843,1.6111574884956221,37,36.0,0.0399310653186845,0.8083715764129502,0.6486297141319401,5,0.10025531633982085,0.514983113299706,0.7500000000000009,0.6399202393569882,0.22,0,
17,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8644876427393496,0.1132066203422282,0.06618117197643836,0.7437268620677885,0.25703233345442267,0.22331138297507652,0.7372394993873364,0.5192236674663351,0.47666046131837647,2.422122184880819,4.459896876823999,8.070971302050827,5.691811712959651,0.44811443674722884,15.170307385573896,3.3887186781489445,7.637944736305528,0.3560432900074445,1.0701603502050174,1.645018506202942,99,36.0,0.0402975180275447,0.895712109132581,0.7078277073449524,4,0.13562637366962482,0.5029203602533601,0.7500000000000009,0.6089259002616096,0.19,0,
18,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8662357666483741,0.10482735288708693,0.06790042512062652,0.7111072088804711,0.24850044051429487,0.17323348294269658,0.8470250022062873,0.5128724032751062,0.4833819371265883,2.746029249677874,4.028513657760371,8.776666671303873,6.872147941707991,0.41407998497825893,16.24688308581482,3.2879074959927572,5.261729326178083,0.37970141721531236,2.0992486643052253,1.5917389586416388,31,36.0,0.0395358162021086,0.7441843367048164,0.726372972534072,6,0.6844444444444449,0.7555555555555555,0.8888888888888893,0.704160560950393,0.37,0,
19,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8644876427393496,0.1132066203422282,0.06618117197643836,0.7437268620677885,0.25703233345442267,0.22331138297507652,0.7372394993873364,0.5192236674663351,0.47666046131837647,2.422122184880819,4.459896876823999,8.070971302050827,5.691811712959651,0.44811443674722884,15.170307385573896,3.3887186781489445,7.637944736305528,0.3560432900074445,1.0701603502050174,1.645018506202942,62,36.0,0.0402975180275447,0.895712109132581,0.7078277073449524,4,0.11565809949345017,0.45701054123911744,0.7500000000000009,0.6089259002616096,0.3,0,
20,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9413303506281796,0.11392475395348603,0.052912100261414366,0.7722438411003251,0.23497652613421455,0.24037217903035166,0.8672240704388477,0.5905591600611361,0.45435011015604915,2.4135265713487204,4.643436822443611,8.310497663880307,5.218351022811603,0.43087549199681985,15.385017833628822,4.686633482330827,5.247041289201514,0.3365032767231483,2.335023886510415,1.2337475304760848,49,36.0,0.040608192767924205,0.8013458333081886,0.8826120221535885,3,0.19826876040273234,0.5168146017311082,0.7500000000000009,0.8216870459857001,0.38,0,
21,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9397609459553885,0.10035612988799028,0.0737007348850463,0.8864391293078158,0.2524725565083199,0.23440834190189527,0.8411947049356899,0.599089636641095,0.4079200825652326,3.4875919798828523,4.728975973987219,8.417703193739552,6.787783006504263,0.4267375589693088,17.646575124686848,4.798606151636185,6.145658168615356,0.2810228563268998,2.4872776548085027,1.0168142969466527,22,36.0,0.04014878716210184,0.8435392666081771,0.8762012784985116,6,0.1954653069832079,0.5431950133083574,0.7500000000000009,0.7797018942866045,0.13,0,
22,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8927620010701672,0.11966683165276201,0.0718418826305782,0.7154031986029379,0.25827537277361345,0.19222605860288666,0.7993789700216801,0.5483417440436806,0.4238755139164523,2.5107338837608064,4.388173313612402,8.331126455435777,5.413308359055694,0.40348326743815593,15.65716462155206,3.76462997392779,6.875810544129589,0.37350515802787077,1.8183441948136363,1.847809007322716,52,36.0,0.04193937862779357,0.6592911976419207,0.6900612882902468,3,0.20345783244125304,0.4850532288886262,0.7500000000000009,0.6199346197265688,0.26,0,
23,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.851230978318374,0.11617482345146934,0.06410434796445066,0.7675118645468998,0.23598227440122516,0.23159870604679478,0.7818473227175792,0.5338506905716479,0.4413398782189612,2.81687665555243,4.207773477531876,8.000172790895896,6.630571694464386,0.41662702962840165,17.586654975408667,4.273732862155299,5.643002778202529,0.23325213186360222,1.0441173050933925,1.9871517740950884,68,36.0,0.03766380760888663,0.6928464910574575,0.5074447001681506,10,0.1985648448556641,0.5657370168082492,0.7500000000000009,0.8057220262125551,0.25,0,
24,2020-02-03,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8930560683827741,0.10084843746530849,0.09007005825726898,0.8312380267357294,0.23041369691761465,0.17336679355412307,0.8104538764481374,0.5144407406488486,0.4923962146184646,2.589191720933437,5.1976672082798006,9.147356497248774,6.255281576726586,0.4457498296048469,16.55820139911943,4.908001011210191,6.5815200929191455,0.38635146544862997,2.8400634961813536,1.8936817834388484,50,36.0,0.04070718270537851,0.6075500746536997,0.8153436087583281,10,0.2069761348834318,0.4957192022750576,0.7500000000000009,0.5706867576486413,0.16,0,
25,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8928788042292275,0.08116197154422322,0.052102458042241,0.8547618140902365,0.24050665686052378,0.20679897645670037,0.8822907812485965,0.520387054345684,0.47704198912268414,2.238016042869944,5.459697416547965,8.746199641962392,5.896697683243695,0.4125237733704789,16.063187142504628,4.84487430982607,5.5480160353599555,0.3910837646235439,1.8025308237723843,1.6111574884956221,6,36.0,0.0399310653186845,0.8083715764129502,0.6486297141319401,5,0.2334885765767935,0.5624065925836899,0.7500000000000009,0.6399202393569882,0.13,0,
26,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8927620010701672,0.11966683165276201,0.0718418826305782,0.7154031986029379,0.25827537277361345,0.19222605860288666,0.7993789700216801,0.5483417440436806,0.4238755139164523,2.5107338837608064,4.388173313612402,8.331126455435777,5.413308359055694,0.40348326743815593,15.65716462155206,3.76462997392779,6.875810544129589,0.37350515802787077,1.8183441948136363,1.847809007322716,44,36.0,0.04193937862779357,0.6592911976419207,0.6900612882902468,3,0.12547232360549812,0.5605114536799249,0.7500000000000009,0.6199346197265688,0.26,0,
27,2020-02-08,0.99,0.01,0.0002,0.99,0.01,0.0002,0.851230978318374,0.11617482345146934,0.06410434796445066,0.7675118645468998,0.23598227440122516,0.23159870604679478,0.7818473227175792,0.5338506905716479,0.4413398782189612,2.81687665555243,4.207773477531876,8.000172790895896,6.630571694464386,0.41662702962840165,17.586654975408667,4.273732862155299,5.643002778202529,0.23325213186360222,1.0441173050933925,1.9871517740950884,72,36.0,0.03766380760888663,0.6928464910574575,0.5074447001681506,10,0.20746337987898805,0.5258264065858009,0.7500000000000009,0.8057220262125551,0.13,0,
28,2020-02-01,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8816403747304126,0.09603462136729049,0.08174435179245351,0.7111247109717703,0.26577996760638906,0.23046791872564446,0.8407612769228556,0.5804832617444842,0.47163667686183586,3.1291897422611195,4.945149668022406,8.370250003274466,5.762625809058566,0.4043746808542027,16.366770043999615,3.154140982907899,7.158163607988135,0.316049848553542,1.9947295003419048,1.2138795739234056,56,36.0,0.038987870492202065,0.6322597453111984,0.6380210398441792,8,0.13728797035018156,0.4857355033065047,0.7500000000000009,0.6390978146594826,0.47,0,
29,2020-02-15,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9054173417916218,0.08499214778518273,0.0805978127964441,0.7355108033470592,0.2494073231915225,0.20603122718594186,0.7440611020938089,0.5631360632167794,0.47566530638661103,3.1047218835496095,5.264176091839163,9.993610098246538,5.667927740359867,0.4249018573608525,16.520225536625517,3.798854892173946,6.891405023323227,0.3695654682546467,2.064810694878374,1.0327916316263615,5,36.0,0.038536696502826005,0.7275802931380027,0.7314144634433392,9,0.16306827568813748,0.4981837382584767,0.7500000000000009,0.7832642793824127,0.37,0,
30,2020-02-06,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8604265205312978,0.0924890946643679,0.09220284883855895,0.7487841341185397,0.23705689863501916,0.1828169694457492,0.8883033554485305,0.5091561801475585,0.49600379911227477,2.4841720960556732,4.397013601185156,9.369459997348342,6.6634436844837515,0.42891080088341815,16.694365496125123,4.809400333234213,5.985710976751105,0.21021341529006418,1.056080795634897,1.1636253801888876,71,36.0,0.04132268165513487,0.6304528650674774,0.8018986079776502,7,0.13363348104821338,0.5137422460453256,0.7500000000000009,0.6750402042854089,0.5,0,
31,2020-02-05,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9397609459553885,0.10035612988799028,0.0737007348850463,0.8864391293078158,0.2524725565083199,0.23440834190189527,0.8411947049356899,0.599089636641095,0.4079200825652326,3.4875919798828523,4.728975973987219,8.417703193739552,6.787783006504263,0.4267375589693088,17.646575124686848,4.798606151636185,6.145658168615356,0.2810228563268998,2.4872776548085027,1.0168142969466527,52,36.0,0.04014878716210184,0.8435392666081771,0.8762012784985116,6,0.10239940080077714,0.47972950653112506,0.7500000000000009,0.7797018942866045,0.42,0,
32,2020-02-12,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9158486579239853,0.09774649820454986,0.053874840679637,0.724647349575265,0.26045562949190054,0.2297363470790286,0.8870920288949496,0.598814442502569,0.42557529281910184,2.2227686830788684,5.933699767638877,8.04454887041896,6.529923775687499,0.4121516587186474,16.06471467362646,4.172949897512593,7.6118348911448095,0.28915577050688934,1.5421823422415748,1.741359301515685,15,36.0,0.040469683894464606,0.8656633391803067,0.7622104729767187,7,0.24159715108925628,0.5179317902158609,0.7500000000000009,0.6481806165859484,0.41,0,
33,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.8927620010701672,0.11966683165276201,0.0718418826305782,0.7154031986029379,0.25827537277361345,0.19222605860288666,0.7993789700216801,0.5483417440436806,0.4238755139164523,2.5107338837608064,4.388173313612402,8.331126455435777,5.413308359055694,0.40348326743815593,15.65716462155206,3.76462997392779,6.875810544129589,0.37350515802787077,1.8183441948136363,1.847809007322716,50,36.0,0.04193937862779357,0.6592911976419207,0.6900612882902468,3,0.1787090329295915,0.4770715178406626,0.7500000000000009,0.6199346197265688,0.37,0,
34,2020-02-04,0.99,0.01,0.0002,0.99,0.01,0.0002,0.9033412783711725,0.08023355316592266,0.08753348018419399,0.7083246528826795,0.24574422722134492,0.17970719245847436,0.8225423976501802,0.5881919526364038,0.4994765060113631,3.1129452745663393,4.032565361371036,8.259851263995019,5.121701905146022,0.43248104965531103,15.884010645398233,3.624668577942071,6.426522735192741,0.27691053621971673,2.084588920225907,1.2054765034956536,89,36.0,0.03908845784956808,0.8824306818244182,0.8124633441325281,5,0.1046865227225059,0.5651940133307769,0.7500000000000009,0.7981858822550543,0.5,0,
