state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-07-29,4,POST,F,1.3,-0.25724666,D,2,-0.259733299,F,1,6.474785305,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-07-30,5,POST,F,1,-0.186968351,F,1,-0.314744763,F,1,6.571514187,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-07-30,5,POST,F,1,-0.186968351,F,1,-0.314744763,F,1,6.571514187,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-07-31,6,POST,F,1,-0.201989293,F,1,-0.319091739,F,1,3.871718713,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-01,7,POST,F,1,-0.243480129,F,1,-0.30189534,F,1,6.973049548,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-02,1,POST,F,1.3,-0.267069256,D,2,-0.292958308,F,1,6.889240516,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-03,2,POST,F,1,-0.223875986,F,1,-0.310704763,F,1,5.956262962,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-04,3,POST,F,1,-0.228823628,F,1,-0.317124288,F,1,6.518701464,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-05,4,POST,F,1.3,-0.33257528,D,2,-0.255140022,F,1,6.688926164,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-06,5,POST,F,1.3,-0.367312624,D,2,-0.341385346,F,1,6.20601841,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-07,6,POST,F,1.3,-0.363999358,D,2,-0.327672253,F,1,7.08570158,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-08,7,POST,F,1.3,-0.328769069,D,2,-0.305354058,F,1,6.517709809,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-09,1,POST,F,1.3,-0.263840515,D,2,-0.287032635,F,1,3.506222936,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-10,2,POST,F,1.3,-0.364713596,D,2,-0.309836181,F,1,6.503316642,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-11,3,POST,F,1,-0.248264573,F,1,-0.301418471,F,1,5.247541151,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-12,4,POST,F,1,-0.225591347,F,1,-0.343092404,F,1,2.43551864,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-13,5,POST,F,1.3,-0.289443229,D,2,-0.40682511,F,1,5.504011521,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-14,6,POST,F,1,-0.22111951,F,1,-0.288407418,F,1,4.638069859,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-15,7,POST,F,1.3,-0.281469372,D,2,-0.303342738,F,1,5.821369521,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-16,1,POST,F,1.3,-0.310593519,D,2,-0.306094136,F,1,5.005407281,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-17,2,POST,F,1.3,-0.272809013,D,2,-0.309321092,F,1,4.047043354,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-18,3,POST,F,1,-0.184485603,F,1,-0.276385582,F,1,5.082048063,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-19,4,POST,F,1,-0.192753765,F,1,-0.298372023,F,1,2.502781196,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-20,5,POST,F,1,-0.087379355,F,1,-0.312094583,F,1,1.723340202,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-21,6,POST,F,1,-0.107893248,F,1,-0.306275672,F,1,2.21165956,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-22,7,POST,F,1,-0.07120016,F,1,-0.298372711,F,1,2.439173598,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-23,1,POST,F,1,0.014087597,F,1,-0.239551987,F,1,1.676590742,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-24,2,POST,F,1,0.006764871,F,1,-0.278339999,F,1,1.71285699,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-25,3,POST,F,1,-0.076068212,F,1,-0.273437252,F,1,1.432586894,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-26,4,POST,F,1,-0.100611517,F,1,-0.266495076,F,1,1.696112183,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-27,5,POST,F,1,-0.034244545,F,1,-0.30749258,F,1,1.977175602,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-28,6,POST,F,1,-0.178446467,F,1,-0.37126251,F,1,1.890703268,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-29,7,POST,F,1,-0.131753045,F,1,-0.274026343,F,1,2.507201145,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-30,1,POST,F,1,-0.101202643,F,1,-0.236210329,F,1,1.716200284,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-08-31,2,POST,F,1.3,-0.327086875,D,2,-0.371561023,F,1,0.904119667,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-01,3,POST,F,1.3,-0.30910546,D,2,-0.30515336,F,1,1.22093934,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-02,4,POST,F,1,-0.239476055,F,1,-0.275597847,F,1,1.352687818,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-03,5,POST,F,1,-0.245245534,F,1,-0.365787601,F,1,1.251000659,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-04,6,POST,F,1,-0.242537788,F,1,-0.340507856,F,1,2.166100086,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-05,7,POST,F,1,-0.182820521,F,1,-0.242473059,F,1,2.824049151,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-06,1,POST,F,1,-0.209770589,F,1,-0.192407512,F,1,1.857298654,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-07,2,POST,F,1,-0.214156489,F,1,-0.219544096,F,1,1.403432231,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-08,3,POST,F,1.3,-0.268320683,D,2,-0.347353545,F,1,0.950954126,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-09,4,POST,F,1.3,-0.297379801,D,2,-0.35081522,F,1,0.936617625,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-10,5,POST,F,1.3,-0.346061421,D,2,-0.466610858,F,1,0.746729819,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-11,6,POST,F,1.3,-0.310684439,D,2,-0.338812072,F,1,1.42405866,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-12,7,POST,F,1.3,-0.25379505,D,2,-0.281210702,F,1,2.088920978,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-13,1,POST,F,1.3,-0.30818001,D,2,-0.247539855,F,1,0.87267003,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-14,2,POST,F,1.3,-0.29444216,D,2,-0.34717509,F,1,0.863575135,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-15,3,POST,F,1.3,-0.265463556,D,2,-0.318895315,F,1,0.903694672,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-16,4,POST,F,1,-0.238400156,F,1,-0.306750318,F,1,0.994360291,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-17,5,POST,F,1.3,-0.265462086,D,2,-0.419511955,F,1,0.843912029,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-18,6,POST,F,1,-0.218590905,F,1,-0.369793351,F,1,1.507641027,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-19,7,POST,F,1,-0.155885267,F,1,-0.302214895,F,1,1.936461073,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-20,1,POST,F,1.3,-0.259809498,D,2,-0.332451089,F,1,0.749591452,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-21,2,POST,F,1.3,-0.283462036,D,2,-0.349184947,F,1,0.214919296,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-22,3,POST,F,1.3,-0.302769184,D,2,-0.387731956,F,1,0.605404785,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-23,4,POST,F,1.3,-0.252712878,D,2,-0.333048307,F,1,0.894741442,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-24,5,POST,F,1,-0.249423347,F,1,-0.415312851,F,1,0.839237083,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-25,6,POST,F,1,-0.220882673,F,1,-0.340128844,F,1,1.576405233,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-26,7,POST,F,1,-0.204158198,F,1,-0.306410471,F,1,1.852510376,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-27,1,POST,F,1.3,-0.280164194,D,2,-0.336374778,F,1,0.826883893,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-28,2,POST,F,1.3,-0.279864182,D,2,-0.330828586,F,1,0.639489391,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-29,3,POST,F,1,-0.216588099,F,1,-0.391471919,F,1,0.530435651,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-09-30,4,POST,F,1,-0.151604041,F,1,-0.336503122,F,1,1.037284795,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-01,5,POST,F,1,-0.07370235,F,1,-0.383295804,F,1,0.860090176,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-02,6,POST,F,1,-0.186438211,F,1,-0.397207231,F,1,1.163451671,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-03,7,POST,F,1,-0.209256292,F,1,-0.282575392,F,1,1.417287071,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-04,1,POST,F,1.3,-0.274895951,D,2,-0.324011646,F,1,0.646232646,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-05,2,POST,F,1.3,-0.375849552,D,2,-0.414576011,F,1,0.141026817,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-06,3,POST,F,1.3,-0.35705543,D,2,-0.338153336,F,1,0.445039971,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-07,4,POST,F,1.3,-0.351768088,D,2,-0.355965407,F,1,0.514909164,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-08,5,POST,F,1.3,-0.368765513,D,2,-0.4333493,F,1,0.42835183,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-09,6,POST,F,1.3,-0.290339197,D,2,-0.427989235,F,1,0.905479651,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-10,7,POST,F,1,-0.2259054,F,1,-0.388382091,F,1,1.635536216,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-11,1,POST,F,1.3,-0.300386926,D,2,-0.431270846,F,1,0.426765182,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-12,2,POST,F,1.3,-0.338972219,D,2,-0.380943724,F,1,0.314991474,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-13,3,POST,F,1.3,-0.278300937,D,2,-0.360598191,F,1,0.510290884,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-14,4,POST,F,1.3,-0.264108851,D,2,-0.332905383,F,1,0.623339578,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-15,5,POST,F,1,-0.24756668,F,1,-0.387011429,F,1,0.667199071,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-16,6,POST,F,1.3,-0.277413354,D,2,-0.378049555,F,1,0.988495359,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-17,7,POST,F,1,-0.182668158,F,1,-0.283003972,F,1,1.814969143,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-18,1,POST,F,1,-0.229979995,F,1,-0.320991108,F,1,0.651360921,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-19,2,POST,F,1.3,-0.271360603,D,2,-0.383251525,F,1,0.408717057,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-20,3,POST,F,1.3,-0.270816556,D,2,-0.357274343,F,1,0.457138165,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-21,4,POST,F,1.3,-0.260437572,D,2,-0.385373222,F,1,0.393332235,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-22,5,POST,F,1.3,-0.266735029,D,2,-0.419816368,F,1,0.427898502,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-23,6,POST,F,1,-0.246484144,F,1,-0.3856884,F,1,0.833938811,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-24,7,POST,F,1,-0.212001029,F,1,-0.334809554,F,1,1.295200148,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-25,1,POST,F,1.3,-0.344172721,D,2,-0.401110625,F,1,0.196984504,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-26,2,POST,F,1.3,-0.299741979,D,2,-0.438664,F,1,0.187776277,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-27,3,POST,F,1.3,-0.279742265,D,2,-0.37681654,F,1,0.391660588,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-28,4,POST,F,1.3,-0.288982681,D,2,-0.345349615,F,1,0.487397815,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-29,5,POST,F,1.3,-0.311479964,D,2,-0.466337782,F,1,0.251383875,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-30,6,POST,F,1,-0.245470887,F,1,-0.346779133,F,1,1.125400444,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-10-31,7,POST,F,1,-0.227492727,F,1,-0.338129172,F,1,1.26797213,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-01,1,POST,F,1.3,-0.376213142,D,2,-0.426780179,F,1,0.17593308,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-02,2,POST,F,1.3,-0.294939369,D,2,-0.393719953,F,1,0.28065187,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-03,3,POST,F,1.3,-0.288926779,D,2,-0.347876226,F,1,0.392000584,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-04,4,POST,F,1.3,-0.316385176,D,2,-0.422045511,F,1,0.12051372,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-05,5,POST,F,1.3,-0.336290078,D,2,-0.501246749,F,1,0.057246118,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-06,6,POST,F,1.3,-0.350492406,D,2,-0.45156611,F,1,0.436483403,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-07,7,POST,F,1.3,-0.299362465,D,2,-0.362080795,F,1,0.825212245,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-08,1,POST,F,1.3,-0.363327869,D,2,-0.405265119,F,1,0.221039226,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-09,2,POST,F,1.3,-0.28969752,D,2,-0.433684806,F,1,0.123035358,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-10,3,POST,F,1.3,-0.302756463,D,2,-0.356746587,F,1,0.298643329,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-11,4,POST,F,1.3,-0.343964881,D,2,-0.367877371,F,1,0.227499151,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-12,5,POST,F,1.3,-0.349708857,D,2,-0.490489343,F,1,0.07724922,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-13,6,POST,F,1.3,-0.289199844,D,2,-0.392913067,F,1,0.666944074,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-14,7,POST,F,1.3,-0.286571643,D,2,-0.354738538,F,1,0.757213031,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-15,1,POST,F,1.3,-0.346273096,D,2,-0.390167447,F,1,0.102012268,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-16,2,POST,F,1.3,-0.331975066,D,2,-0.420964126,F,1,0.092945706,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-17,3,POST,F,1.3,-0.329619878,D,2,-0.408065787,F,1,0.072772605,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-18,4,POST,F,1.3,-0.326676079,D,2,-0.409335145,F,1,0.058577769,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-19,5,POST,F,1.3,-0.29806563,D,2,-0.464220323,F,1,0.066454345,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-20,6,POST,F,1.3,-0.295491879,D,2,-0.409835745,F,1,0.446626619,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-21,7,POST,F,1,-0.237734487,F,1,-0.396453686,F,1,0.636967753,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-22,1,POST,F,1.3,-0.305088619,D,2,-0.338893565,F,1,0.162729899,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-23,2,POST,F,1.3,-0.256817847,D,2,-0.410601745,F,1,0.032029743,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-24,3,POST,F,1,-0.222891367,F,1,-0.332769209,F,1,0.326806337,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-25,4,POST,F,1,-0.247415118,F,1,-0.380272319,F,1,0.276061923,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-26,5,POST,C+,3.3,-0.464474259,C,3,-0.795457089,A,5,-0.460001239,D,2
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-27,6,POST,F,1.3,-0.38473573,D,2,-0.40683491,F,1,0.185991297,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-28,7,POST,F,1.3,-0.25519385,D,2,-0.360952952,F,1,0.423903549,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-29,1,POST,F,1.3,-0.276303814,D,2,-0.384833839,F,1,-0.062262501,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-11-30,2,POST,F,1.3,-0.316579323,D,2,-0.45330869,F,1,-0.230163895,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-01,3,POST,F,1.3,-0.307103984,D,2,-0.381216199,F,1,-0.032229515,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-02,4,POST,F,1.3,-0.312327473,D,2,-0.374747573,F,1,0.071979281,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-03,5,POST,F,1.3,-0.311463922,D,2,-0.440256781,F,1,0.008768345,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-04,6,POST,F,1.3,-0.325142586,D,2,-0.423949048,F,1,0.136663534,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-05,7,POST,F,1.3,-0.337153696,D,2,-0.364013166,F,1,0.342077827,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-06,1,POST,F,1.3,-0.37675012,D,2,-0.361733247,F,1,-0.003159851,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-07,2,POST,F,1.3,-0.321252743,D,2,-0.430417525,F,1,-0.158198059,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-08,3,POST,F,1.3,-0.338594536,D,2,-0.399707958,F,1,-0.148564837,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-09,4,POST,F,1.3,-0.347081643,D,2,-0.500959192,F,1,-0.377353861,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-10,5,POST,F,1.3,-0.286443765,D,2,-0.543895855,F,1,-0.377892188,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-11,6,POST,D-,1.7,-0.371120566,D,2,-0.445091651,F,1,-0.470541117,D,2
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-12,7,POST,D-,1.7,-0.386420165,D,2,-0.551456891,D,2,-0.296378129,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-13,1,POST,D,2,-0.433980388,C,3,-0.506121983,F,1,-0.447081388,D,2
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-14,2,POST,F,1.3,-0.373748771,D,2,-0.504630752,F,1,-0.390330377,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-15,3,POST,F,1.3,-0.355272798,D,2,-0.445846014,F,1,-0.282211627,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-16,4,POST,C,3,-0.483711916,C,3,-0.655952717,B,4,-0.647849069,D,2
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-17,5,POST,C-,2.7,-0.411311886,C,3,-0.601349264,C,3,-0.544603595,D,2
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-18,6,POST,F,1.3,-0.383941628,D,2,-0.484290061,F,1,-0.308872985,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-19,7,POST,F,1.3,-0.267838873,D,2,-0.347035371,F,1,0.495699386,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-20,1,POST,F,1.3,-0.342280916,D,2,-0.398516575,F,1,0.486887821,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-21,2,POST,F,1,-0.243983201,F,1,-0.50284309,F,1,0.790702644,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-22,3,POST,F,1,-0.215583677,F,1,-8.88E-06,F,1,1.12545711,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-23,4,POST,F,1,-0.164411956,F,1,0.133598071,F,1,1.742521647,F,1
MD,24,Maryland,24033,Prince George's County,909308,2020-12-30 14:13:35.13358 UTC,2020-12-24,5,POST,F,1.3,-0.267346786,D,2,-0.041740345,F,1,1.890561603,F,1
