,George Washington University Hospital,Hadley Memorial Hospital,Howard University Hospital,MedStar Georgetown University ,Sibley Memorial Hospital,Providence Hospital,United Medical Center,MedStar Washington Hospital Center,Other D.C. Hospitals,Virginia,Meritus Medical Center,University of Maryland Medical Center,Prince George's Hospital Center,Holy Cross Hospital,Frederick Memorial Hospital,Mercy Medical Center,Johns Hopkins Hospital,Dorchester (UMSRH),St. Agnes Hospital,Sinai Hospital of Baltimore,White Oak Medical Center,Garrett Memorial Hospital (WVU),Montgomery Medical Center (MedStar),Peninsula Regional Medical Center,Suburban Hospital,Anne Arundel Medical Center,Union Memorial Hospital (MedStar),Western Maryland Medical Center (UPMC),St. Mary's Hospital,Johns Hopkins Bayview Medical Center,Chestertown (UMSRH),Carroll Hospital Center,Harbor Hospital (MedStar),Charles Regional (UM),Easton (UMSRH),UMM Center Midtown Campus (acute) (Formerly Maryland General),Calvert Memorial Hospital,Northwest Hospital,Baltimore Washington Medical Center,Greater Baltimore Medical Center,Howard County General Hospital (JHM),Doctors Community Hospital,Greater Laurel,Good Samaritan Hospital (MedStar),Shady Grove Adventist Hospital,Fort Washington Hospital,Atlantic General Hospital,Southern Maryland Hospital (MedStar),St. Joseph's (UM),Holy Cross Germantown,Queenstown Emergency Center,Franklin Square (MedStar),Grace Medical Center,Union Hospital of Cecil County,Upper Chesapeake Medical Center (UMUCH),Edward McCready Memorial Hospital,Harford Memorial Hospital (UMUCH)
21773,0,0,0,0,0,0,0,0,0,0,0.342105263,0,0,0,0.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0.026315789,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0
21774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85483871,0,0.016129032,0,0.016129032,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0.016129032,0,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0
21776,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0
21777,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0
21778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21779,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21780,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.133333333,0,0.066666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0
21781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21782,0,0,0,0,0,0,0,0,0,0,0.956521739,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,0,0,0,0,0,0,0,0,0,0,0.903614458,0.012048193,0,0,0.072289157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048193,0,0,0,0,0,0,0,0,0,0
21784,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0.004716981,0.004716981,0.014150943,0,0.018867925,0.004716981,0,0,0.009433962,0,0.004716981,0,0,0,0,0,0,0.641509434,0,0,0,0,0,0.04245283,0.004716981,0.014150943,0.216981132,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0
21787,0,0,0,0,0,0,0,0,0,0,0,0.008064516,0,0,0.040322581,0,0.008064516,0,0,0,0,0,0.008064516,0,0,0,0,0,0,0,0,0.919354839,0,0,0,0,0,0,0,0,0.008064516,0,0,0,0.008064516,0,0,0,0,0,0,0,0,0,0,0,0
21788,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21790,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0
21791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301886792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660377358,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0
21793,0,0,0,0,0,0,0,0,0,0,0,0.010869565,0,0,0.97826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010869565,0,0,0,0,0,0,0,0,0,0,0,0
21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.777777778,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0
21795,0,0,0,0,0,0,0,0,0,0,0.977443609,0,0,0,0.007518797,0.007518797,0,0,0,0,0,0.007518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21797,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0.083333333,0,0.016666667,0,0.016666667,0,0,0,0.083333333,0,0,0,0,0,0.033333333,0.016666667,0,0.35,0.016666667,0.016666667,0,0,0,0,0,0,0.3,0,0,0,0.016666667,0,0,0,0.033333333,0,0,0,0,0,0,0,0
21798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0
21801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001165501,0.002331002,0,0.001165501,0,0,0,0.982517483,0,0,0,0,0,0,0,0,0,0,0.003496503,0,0,0,0,0,0,0,0,0,0,0,0.008158508,0,0,0,0,0,0,0.001165501,0,0,0
21802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21804,0,0,0,0,0,0,0,0,0,0,0,0.001058201,0,0,0,0,0,0.002116402,0.001058201,0,0,0,0.001058201,0.965079365,0,0,0,0,0,0,0,0,0,0.001058201,0.002116402,0,0,0,0,0,0,0,0,0,0.001058201,0,0.022222222,0,0,0.001058201,0,0,0,0.001058201,0,0.001058201,0
21810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
21811,0,0,0,0,0,0,0,0,0,0,0,0.002150538,0,0,0,0,0,0,0,0,0,0,0,0.088172043,0,0,0,0,0,0,0.002150538,0,0,0.002150538,0,0,0,0,0,0,0,0,0,0,0,0,0.905376344,0,0,0,0,0,0,0,0,0,0
21813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0.112903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822580645,0,0.032258065,0,0,0.016129032,0,0,0,0,0
21814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207100592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591716,0,0,0,0,0,0,0,0.01183432,0,0,0,0,0,0,0,0,0.775147929,0
21821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0.071428571,0
21822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93442623,0,0,0,0,0,0,0,0,0.016393443,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0,0
21824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98136646,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01242236,0,0,0,0,0,0,0,0,0,0
21829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0
21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967213115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0,0
21835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21837,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0.03030303,0,0,0,0,0,0.924242424,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21838,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0.027027027,0,0,0,0,0,0,0,0,0,0,0.351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0.567567568,0
21840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0,0,0,0,0,0,0,0,0,0
21842,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0,0,0,0.006289308,0,0,0,0,0.088050314,0,0,0,0,0,0,0,0,0,0,0,0.006289308,0,0,0,0.006289308,0,0,0,0,0,0,0.880503145,0,0.006289308,0,0,0,0,0,0,0,0
21849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224137931,0,0,0,0,0,0,0,0,0,0
21850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0,0.014705882,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397058824,0,0,0,0,0,0,0.014705882,0,0,0
21851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761589404,0,0.006622517,0,0,0,0,0,0,0,0,0,0,0.006622517,0,0,0,0,0,0,0,0,0,0.17218543,0,0,0,0,0.006622517,0,0,0,0.046357616,0
21853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003846154,0,0,0,0.003846154,0,0.003846154,0.9,0,0,0,0,0,0,0,0,0,0,0.003846154,0,0,0,0,0,0,0,0,0.003846154,0,0,0.011538462,0,0,0,0,0,0,0,0,0.069230769,0
21856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0
21863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0.008403361,0,0,0,0.008403361,0,0,0,0,0,0,0,0,0,0,0,0,0.504201681,0,0,0,0,0.008403361,0,0,0,0,0
21864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0
21865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0
21869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
21872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0
21874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0.089285714,0,0,0,0,0,0
21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985611511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014388489,0,0,0,0,0,0,0,0,0,0
21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21901,0,0,0,0,0,0,0,0,0,0,0,0.002386635,0,0,0,0,0.007159905,0,0,0,0.002386635,0.002386635,0,0,0,0,0,0.002386635,0,0,0,0,0.002386635,0.002386635,0,0,0,0,0,0,0,0,0,0,0.002386635,0,0,0,0,0,0,0,0,0.91646778,0.016706444,0,0.042959427
21902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
21903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0.322916667,0.083333333,0,0.5625
21904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0.405405405,0.081081081,0,0.486486486
21911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007194245,0.007194245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007194245,0,0,0,0,0,0,0,0.776978417,0.071942446,0,0.129496403
21912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0
21914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0.083333333
21915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0.935483871,0,0,0
21916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765,0.117647059,0,0.294117647
21918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0.019230769,0,0.403846154,0.269230769,0,0.288461538
21919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935483871,0,0,0
21920,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
21921,0,0,0,0,0,0,0,0,0,0,0,0.000853971,0,0.000853971,0,0,0.002561913,0,0,0,0,0,0,0.000853971,0,0.000853971,0.000853971,0,0,0,0.000853971,0,0,0,0,0,0,0.000853971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982920581,0.004269855,0.000853971,0.003415884
21930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0
20019,0,0.317208565,0.079302141,0,0,0,0.396510706,0,0,0,0,0.000793021,0.080095163,0.006344171,0,0,0.000793021,0,0.000793021,0,0.003965107,0.000793021,0.000793021,0,0.002379064,0.001586043,0,0,0,0,0,0,0.000793021,0.001586043,0,0,0.000793021,0,0.000793021,0.000793021,0.000793021,0.033306899,0.004758128,0,0.001586043,0.037272006,0,0.023790642,0,0.000793021,0,0,0,0,0.001586043,0,0
20020,0,0.414250207,0,0,0,0,0.414250207,0,0,0,0,0,0.024026512,0.005799503,0,0,0,0,0,0,0.004142502,0,0.0008285,0,0.0008285,0.001657001,0.0008285,0.0008285,0,0,0,0,0,0.003314002,0,0,0,0,0.0008285,0,0.0008285,0.015741508,0.0008285,0,0.001657001,0.07953604,0,0.028169014,0.0008285,0.0008285,0,0,0,0,0,0,0
20032,0,0.417014179,0,0,0,0,0.417014179,0,0,0,0,0.000834028,0.017514595,0.003336113,0,0,0,0,0,0,0.002502085,0,0.000834028,0,0.000834028,0,0,0.000834028,0,0,0,0.000834028,0,0.001668057,0,0,0,0,0,0,0,0.009174312,0.001668057,0.001668057,0.000834028,0.100917431,0,0.018348624,0,0.000834028,0,0.002502085,0,0,0.000834028,0,0
20011,0,0,0.08912656,0,0.08912656,0.356506239,0,0.356506239,0,0,0,0,0.00802139,0.024955437,0,0,0,0,0.000891266,0,0.040998217,0,0.001782531,0.000891266,0.003565062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001782531,0.000891266,0.000891266,0.006238859,0.004456328,0.000891266,0.002673797,0.005347594,0.000891266,0.002673797,0,0.000891266,0,0,0,0,0,0,0
19975,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0.096153846,0,0,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0.009615385,0,0,0,0,0
26753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20002,0,0.552835821,0.18,0,0,0,0,0.18,0.02,0,0,0,0.015858209,0.002798507,0,0,0,0,0,0,0.003731343,0,0,0,0.002798507,0.002798507,0,0.000932836,0.000932836,0,0,0,0,0,0,0,0.000932836,0,0,0,0.001865672,0.008395522,0.000932836,0.000932836,0.001865672,0.013059701,0,0.008395522,0,0,0,0,0,0.000932836,0,0,0
19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0.014492754,0,0.014492754,0,0,0,0,0,0
26764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0.962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0.012345679,0,0,0,0,0
19956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0.017857143,0,0,0.821428571,0,0,0,0,0,0,0.017857143,0.017857143,0.017857143,0.017857143,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0.053571429,0,0,0,0,0,0,0,0,0,0
19945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068966,0,0,0,0,0,0,0,0,0,0
20001,0,0.23,0.48,0,0,0,0,0.227,0.022692898,0,0.002879079,0,0.004798464,0.007677543,0,0,0,0,0,0,0.001919386,0.000959693,0,0,0.001919386,0,0,0,0,0,0,0.000959693,0,0,0.000959693,0,0,0.000959693,0,0,0,0.003838772,0.000959693,0,0,0.004798464,0,0.00671785,0,0,0,0.000959693,0,0,0,0,0
19966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317073171,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0.024390244,0,0,0,0,0,0,0,0,0,0,0.609756098,0,0,0,0,0,0,0,0,0,0
20012,0,0,0,0,0,0.734198473,0,0.2,0.02,0,0,0,0.000954198,0.016221374,0,0,0,0,0.000954198,0,0.018129771,0,0,0.000954198,0.001908397,0,0,0,0,0.000954198,0,0,0,0,0,0,0,0,0,0,0.000954198,0.000954198,0,0,0,0.000954198,0,0.001908397,0,0.000954198,0,0,0,0,0,0,0
25419,0,0,0,0,0,0,0,0,0,0,0.869565217,0,0,0,0.02173913,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0.02173913,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0
19939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0.78125,0,0,0,0,0,0,0,0,0,0
77777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.28,0,0,0,0,0.2,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
20018,0,0.474027106,0,0,0,0.474027106,0,0,0.02,0,0,0,0.005808325,0.002904163,0.000968054,0,0,0,0,0,0.006776379,0,0,0,0.000968054,0.000968054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003872217,0.000968054,0,0.000968054,0.003872217,0,0.003872217,0,0,0,0,0,0,0,0,0
17331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0.666666667,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0
17268,0,0,0,0,0,0,0,0,0,0,0.769230769,0,0,0,0,0,0,0,0.025641026,0,0,0.025641026,0,0,0,0,0,0.102564103,0,0,0,0,0,0.025641026,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0
17314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.88,0,0.04
