  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases,count
  1.0,687585.5522388059,0.43283582089552236,  0.0,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511756.1791044776,0.7164179104477612,  0.0,0.1044776119402985,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116198.253731343,3.3582089552238807,  0.0,0.3880597014925373,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315539.985074626,4.507462686567164,  0.0,0.5074626865671642,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  2.0,687585.1194029851,0.7611940298507462,  0.0,0.11940298507462686,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511754.656716418,1.9701492537313432,0.014925373134328358,0.3582089552238806,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116194.2835820895,6.253731343283582,  0.0,1.462686567164179,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315534.059701493,8.985074626865671,0.014925373134328358,1.9402985074626866,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  3.0,687584.6268656716,1.0746268656716418,  0.0,0.29850746268656714,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511752.6268656715,3.4925373134328357,0.04477611940298507,0.8059701492537313,0.029850746268656716,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116189.447761194,9.238805970149254,0.08955223880597014,3.1343283582089554,0.08955223880597014,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315526.701492537,13.805970149253731,0.13432835820895522,4.2388059701492535,0.11940298507462686,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  4.0,687583.9402985075,1.4179104477611941,0.029850746268656716,0.5970149253731343,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511750.3731343285,4.597014925373134,0.05970149253731343,1.8805970149253732,0.08955223880597014,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116183.104477612,12.925373134328359,0.22388059701492538,5.402985074626866,0.34328358208955223,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315517.417910447,18.940298507462686,0.31343283582089554,7.880597014925373,0.44776119402985076,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  5.0,687582.9701492537,1.7761194029850746,0.05970149253731343,1.1194029850746268,0.07462686567164178,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511747.582089552,6.059701492537314,0.14925373134328357,2.955223880597015,0.2537313432835821,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116175.164179104,17.223880597014926,0.47761194029850745,8.298507462686567,0.835820895522388,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315505.71641791,25.059701492537314,0.6865671641791045,12.373134328358208,1.164179104477612,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  6.0,687581.9253731343,2.3582089552238807,0.08955223880597014,1.4328358208955223,0.19402985074626866,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511744.029850746,7.776119402985074,0.208955223880597,4.522388059701493,0.4626865671641791,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116165.805970149,21.029850746268657,0.6865671641791045,12.895522388059701,1.5820895522388059,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315491.76119403,31.16417910447761,0.9850746268656716,18.850746268656717,2.2388059701492535,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  7.0,687580.3731343284,3.328358208955224,0.08955223880597014,1.8507462686567164,0.3582089552238806,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511739.0895522386,10.26865671641791,0.31343283582089554,6.253731343283582,1.0746268656716418,  0.0,0.014925373134328358,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116154.417910447,26.044776119402986,1.1940298507462686,17.29850746268657,3.044776119402985,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315473.880597016,39.64179104477612,1.5970149253731343,25.402985074626866,4.477611940298507,  0.0,0.014925373134328358,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  8.0,687578.8208955224,3.8208955223880596,0.14925373134328357,2.656716417910448,0.5522388059701493,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511733.4925373136,13.104477611940299,0.5522388059701493,8.074626865671641,1.7761194029850746,  0.0,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116140.537313432,31.65671641791045,1.955223880597015,22.895522388059703,4.955223880597015,  0.0,  0.0,  0.0,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315452.850746268,48.582089552238806,2.656716417910448,33.62686567164179,7.2835820895522385,  0.0,0.014925373134328358,  0.0,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
  9.0,687576.6417910447,4.91044776119403,0.2537313432835821,3.298507462686567,0.8955223880597015,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511726.1641791044,16.671641791044777,0.8208955223880597,10.522388059701493,2.8208955223880596,  0.0,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116123.313432836,39.40298507462686,2.91044776119403,28.432835820895523,7.940298507462686,  0.0,  0.0,  0.0,0.08955223880597014,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315426.119402984,60.985074626865675,3.985074626865672,42.25373134328358,11.656716417910447,  0.0,0.014925373134328358,  0.0,0.08955223880597014,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
 10.0,687574.0895522388,5.82089552238806,0.34328358208955223,4.373134328358209,1.373134328358209,  0.0,0.014925373134328358,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511719.343283582,18.895522388059703,1.044776119402985,13.492537313432836,4.223880597014926,  0.0,0.04477611940298507,0.029850746268656716,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116104.313432836,46.701492537313435,3.8656716417910446,35.3134328358209,11.805970149253731,  0.0,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0,9315397.746268656,71.41791044776119,5.253731343283582,53.17910447761194,17.402985074626866,  0.0,0.08955223880597014,0.07462686567164178,0.029850746268656716,0.014925373134328358,  0.0,  0.0,  0.0,  0.0,  0.0, 69.0
