  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases,count
  1.0,687585.2028985508,0.7101449275362319,  0.0,0.08695652173913043,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511755.913043478,0.9420289855072463,  0.0,0.14492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116198.768115942,2.9130434782608696,  0.0,0.3188405797101449,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315539.88405797,4.565217391304348,  0.0,0.5507246376811594,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  2.0,687584.6666666666,  1.0,  0.0,0.3333333333333333,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511754.115942029,2.3333333333333335,0.028985507246376812,0.5217391304347826,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116195.130434782,5.869565217391305,0.057971014492753624,0.9420289855072463,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315533.913043479,9.202898550724637,0.08695652173913043,1.7971014492753623,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  3.0,687584.0724637681,1.3623188405797102,0.014492753623188406,0.5362318840579711,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511752.7101449277,3.0434782608695654,0.057971014492753624,1.1884057971014492,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116190.15942029,8.855072463768115,0.10144927536231885,2.869565217391304,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315526.942028986,13.26086956521739,0.17391304347826086,4.594202898550725,0.028985507246376812,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  4.0,687583.3333333334,1.6376811594202898,0.043478260869565216,0.9420289855072463,0.043478260869565216,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511750.0289855073,4.63768115942029,0.10144927536231885,2.1449275362318843,0.08695652173913043,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116184.173913044,11.985507246376812,0.2318840579710145,5.434782608695652,0.17391304347826086,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315517.536231885,18.26086956521739,0.37681159420289856,8.521739130434783,0.30434782608695654,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  5.0,687581.9565217391,2.4927536231884058,0.057971014492753624,1.4057971014492754,0.08695652173913043,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511747.217391304,6.086956521739131,0.18840579710144928,3.2753623188405796,0.2318840579710145,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116176.130434782,16.347826086956523,0.43478260869565216,8.565217391304348,0.5217391304347826,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315505.304347826,24.92753623188406,0.6811594202898551,13.246376811594203,0.8405797101449275,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  6.0,687580.3913043478,3.36231884057971,0.10144927536231885,1.8985507246376812,0.2463768115942029,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511743.3188405796,7.927536231884058,0.391304347826087,4.811594202898551,0.5507246376811594,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116166.811594203,20.753623188405797,0.927536231884058,12.115942028985508,1.391304347826087,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315490.52173913,32.04347826086956,1.4202898550724639,18.82608695652174,2.1884057971014492,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  7.0,687578.695652174,  4.0,0.2463768115942029,2.6231884057971016,0.43478260869565216,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511738.0144927534,10.753623188405797,0.5797101449275363,6.550724637681159,1.1014492753623188,  0.0,  0.0,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,6116155.652173913,25.6231884057971,1.4492753623188406,16.47826086956522,2.7971014492753623,  0.0,  0.0,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,9315472.36231884,40.3768115942029,2.2753623188405796,25.652173913043477,4.333333333333333,  0.0,  0.0,  0.0,0.028985507246376812,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  8.0,687577.2608695652,4.173913043478261,0.30434782608695654,3.391304347826087,0.8695652173913043,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,2511732.724637681,12.942028985507246,0.782608695652174,8.826086956521738,1.7246376811594204,  0.0,0.014492753623188406,0.014492753623188406,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,6116142.115942029,31.652173913043477,1.9710144927536233,21.63768115942029,4.6231884057971016,  0.0,0.014492753623188406,0.014492753623188406,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,9315452.101449275,48.768115942028984,3.0579710144927534,33.85507246376812,7.217391304347826,  0.0,0.028985507246376812,0.028985507246376812,  0.0,0.028985507246376812,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
  9.0,687575.1594202898,4.826086956521739,0.391304347826087,4.318840579710145,1.3043478260869565,  0.0,0.014492753623188406,0.014492753623188406,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,2511726.3333333335,15.27536231884058,1.173913043478261,11.420289855072463,2.7971014492753623,  0.0,0.014492753623188406,  0.0,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,6116126.521739131,37.7536231884058,2.8115942028985508,27.72463768115942,7.188405797101449,  0.0,0.057971014492753624,0.043478260869565216,0.043478260869565216,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,9315428.014492754,57.85507246376812,4.3768115942028984,43.46376811594203,11.289855072463768,  0.0,0.08695652173913043,0.057971014492753624,0.043478260869565216,0.043478260869565216,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
 10.0,687572.2608695652,6.173913043478261,0.5652173913043478,5.188405797101449,1.8115942028985508,  0.0,0.028985507246376812,0.014492753623188406,  0.0,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,2511717.913043478,18.884057971014492,1.608695652173913,14.333333333333334,4.260869565217392,  0.0,0.028985507246376812,0.014492753623188406,0.028985507246376812,0.014492753623188406,  0.0,  0.0,  0.0,  0.0,  0.0,6116109.0,43.98550724637681,3.753623188405797,34.231884057971016,11.028985507246377,  0.0,0.07246376811594203,0.014492753623188406,0.043478260869565216,0.028985507246376812,  0.0,  0.0,  0.0,  0.0,  0.0,9315399.173913043,69.04347826086956,5.927536231884058,53.7536231884058,17.10144927536232,  0.0,0.13043478260869565,0.043478260869565216,0.07246376811594203,0.057971014492753624,  0.0,  0.0,  0.0,  0.0,  0.0, 71.0
